geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
W00005996,49.1,0,50.9
W00005997,56,6.3,37.7
W00005998,47.3,3.3,49.5
W00005999,53.3,4.9,41.8
W00006000,54.5,2.4,43.1
W00006001,59.6,2.3,38.1
W00006002,31.4,0.8,67.8
W00006003,55.6,3.9,40.5
W00006004,57.1,5.3,37.6
W00006005,58.1,3.9,38
W00006006,47.1,1.2,51.6
W00006007,58.2,0.9,40.8
W00006008,61.4,4.1,34.5
W00006009,52.2,0.4,47.4
W00006010,45.7,3.8,50.5
W00006011,54.8,5.7,39.5
W00006012,58.4,0.8,40.9
W00006013,50,1.8,48.2
W00006014,52.2,4,43.7
W00006015,47.8,5.2,47
W00006016,56.9,2.3,40.8
W00006017,46.3,6,47.7
W00006018,51.4,2.4,46.3
W00006019,49.2,3.5,47.2
W00006020,58.9,1.9,39.1
W00006021,25.3,7.4,67.3
W00006022,49.2,3.3,47.5
W00006023,50.2,3.4,46.4
W00006024,48.6,1.4,50
W00006025,58.1,3.3,38.6
W00006026,45.7,5.9,48.4
W00006028,50.4,4.5,45.1
W00006040,60.4,3.4,36.2
W00006041,40.3,3.9,55.8
W00006042,49.3,4.8,45.9
W00006043,46,4.2,49.8
W00006044,43.4,2.3,54.3
W00006045,47.6,3,49.4
W00006050,58.5,3.9,37.7
W00006051,60.4,3.5,36
W00006052,56.5,1.6,41.8
W00006053,48.2,2.7,49.1
W00006054,50,2.1,47.9
W00006055,41.8,6.5,51.6
W00006056,41.8,2.1,56.1
W00006057,52.3,2.7,45.1
W00006058,48.8,3.6,47.6
W00006059,33,8.3,58.7
W00006060,46.6,2.1,51.3
W00006061,45.7,3.7,50.6
W00006062,60.4,1.5,38.1
W00006063,51.1,1.8,47.1
W00006064,62.3,1.9,35.8
W00006065,59.5,2.7,37.7
W00006066,52,4,44
W00006067,44.3,3.9,51.8
W00006068,32.7,4.2,63.1
W00006069,57,1.7,41.3
W00006070,47.5,0.7,51.9
W00006071,40.9,6.2,52.8
W00006072,59.9,0.7,39.3
W00006073,35.5,1.7,62.7
W00006074,48.7,0,51.3
W00006075,50.2,2.4,47.4
W00006076,52.3,5.4,42.3
W00006077,56,0,44
W00006078,54.6,3.5,41.8
W00006079,46.2,2.8,51
W00006080,67.8,4.5,27.7
W00006081,51.2,4.7,44.2
W00006082,69.3,2.2,28.4
W00006083,60.7,3.1,36.2
W00006084,51.4,2.8,45.7
W00006085,42,1.1,56.9
W00006086,34.5,3.5,62
W00006087,43.2,2.1,54.6
W00006088,49.6,4.4,46.1
W00006089,61,2.1,36.9
W00006090,46.2,0.5,53.2
W00006091,29.3,3,67.7
W00006092,60.6,2,37.3
W00006093,46.5,4.6,48.8
W00006094,50.5,2.2,47.3
W00006095,64.7,2.8,32.5
W00006096,48,1.8,50.2
W00006097,50,0.3,49.7
W00006098,45.6,2.2,52.2
W00006150,34.6,11,54.4
W00006151,56.7,5.1,38.1
W00006152,57.9,3,39.1
W00006153,52.7,6.4,40.9
W00006154,48.5,3.4,48.1
W00006155,46.9,4.5,48.6
W00006156,51.5,5.6,42.9
W00006157,44.2,7.2,48.6
W00006158,52.7,6,41.3
W00006159,51.4,5.9,42.7
W00006160,58.8,3.5,37.6
W00006161,32.4,2.5,65.2
W00006162,52,4.3,43.8
W00006163,45,7.2,47.8
W00006164,49.8,2.6,47.7
W00006166,50,3.2,46.8
W00006167,47.1,3.5,49.4
W00006168,38.5,0.4,61.1
W00006169,50.8,2.4,46.9
W00006170,48.3,2.9,48.8
W00006172,47.2,2.8,50
W00006173,50.9,4.4,44.7
W00006194,52.2,3.1,44.7
W00006195,55.7,1.3,43
W00006196,57.1,2.9,39.9
W00006197,48.1,6.2,45.7
W00006198,55.7,3.9,40.4
W00006199,55.7,2.8,41.5
W00006200,50,3.1,46.9
W00006201,53.2,4.6,42.1
W00006202,49.7,4.6,45.7
W00006203,43.2,2.9,53.9
W00006204,54.8,1.9,43.2
W00006205,27.2,3.4,69.4
W00006206,58.6,3.6,37.9
W00006207,47.4,0.9,51.7
W00006208,51.5,0.5,48
W00006228,52.7,0,47.3
W00006319,45.4,5.1,49.5
W00006320,59.1,2.6,38.3
W00006321,43.5,3.3,53.3
W00006322,60.3,3.6,36.1
W00006323,53.3,4.3,42.4
W00006324,44.4,4.4,51.3
W00006325,55.4,4.2,40.4
W00006326,38.2,4.2,57.6
W00006327,33.2,3.8,63
W00006328,46.9,6.6,46.5
W00006329,39.8,3.9,56.3
W00006330,31.6,6.7,61.7
W00006331,37.8,3.8,58.4
W00006332,43.2,2.7,54.1
W00006333,47.7,5.5,46.8
W00006334,44.4,4.8,50.8
W00006335,38.4,3.1,58.5
W00006336,27.8,5.9,66.3
W00006337,52.8,1.6,45.7
W00006338,56.8,2,41.2
W00006339,61,3,36
W00006340,37.3,3.2,59.4
W00006341,69.1,1.8,29.1
W00006342,49.8,2.4,47.8
W00006343,47.9,5.4,46.7
W00006344,41.4,0.5,58.1
W00006345,54.2,2.2,43.7
W00006346,50.7,4.7,44.6
W00006347,39.2,3,57.8
W00006348,60.4,1.9,37.7
W00006349,55.5,1.1,43.4
W00006350,51.5,5.3,43.2
W00006351,57,3.4,39.5
W00006352,41.5,2.9,55.6
W00006353,56.4,2.6,41
W00006354,44.7,2.5,52.8
W00006355,35.8,8.6,55.6
W00006356,44,1.5,54.5
W00006357,47.4,7,45.7
W00006358,53.1,6.2,40.7
W00006359,22.6,9,68.4
W00006360,59.1,1.2,39.8
W00006361,41.1,3.6,55.4
W00006362,49.5,3.2,47.2
W00006363,56.5,2,41.5
W00006364,51.6,4.3,44.1
W00006365,43.3,3.3,53.5
W00006366,51.1,2.7,46.2
W00006367,51.7,4.9,43.3
W00006368,48.9,3.8,47.3
W00006369,49,0,51
W00006370,50.9,2.3,46.8
W00006371,47.9,1.3,50.8
W00006372,43.3,4.3,52.4
W00006373,43.6,5.2,51.2
W00006374,48.9,5.3,45.8
W00006375,31.3,2.3,66.5
W00006376,43.9,8.8,47.4
W00006377,56.7,2.3,41
W00006378,55.2,4.2,40.5
W00006379,45.2,2.5,52.3
W00006380,43,6.8,50.2
W00006381,56.9,1.2,41.9
W00006382,59.8,1.7,38.6
W00006383,54.4,1.7,43.9
W00006384,52.6,2.4,45
W00006385,62.8,0.5,36.7
W00006386,54.1,2.6,43.2
W00006387,51.4,2.4,46.2
W00006388,37.4,3.2,59.4
W00006389,56.6,1.2,42.1
W00006390,47.2,3.2,49.6
W00006391,50.8,3.9,45.3
W00006392,52.9,2.1,45
W00006393,52.7,2.9,44.4
W00006394,53.6,3.4,43
W00006395,58,1.4,40.6
W00006396,51.4,0.4,48.1
W00006397,44.8,3.8,51.4
W00006398,64.4,1.5,34.1
W00006399,53.8,3.1,43
W00006464,55.1,4,40.9
W00006465,56,1.2,42.9
W00006550,59.2,2.8,37.9
W00006551,67.2,2.4,30.4
W00006552,47.1,0.5,52.4
W00006553,32.8,6.2,60.9
W00006554,58.7,5.8,35.5
W00006555,59.4,3.2,37.3
W00006556,55,4.4,40.6
W00006557,53.2,3.9,42.9
W00006558,53,2.2,44.9
W00006559,62.6,1.9,35.4
W00006560,34.5,8.5,57
W00006561,57,3.3,39.7
W00006609,54.6,3.8,41.5
W00006610,54,3,43
W00006611,53.6,4.2,42.2
W00006612,57.1,1,41.9
W00006613,36.5,5.3,58.2
