geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
W00005996,84.5,0.6,14.9
W00005997,75.3,4.9,19.8
W00005998,69.9,1.5,28.6
W00005999,74.1,1.4,24.6
W00006000,67,3.9,29.1
W00006001,73.9,2,24.1
W00006002,63.3,0,36.7
W00006003,77,3.1,19.9
W00006004,83,1.1,15.9
W00006005,79.7,0,20.3
W00006006,76,2.8,21.2
W00006007,74.8,3.8,21.4
W00006008,80.1,3.1,16.8
W00006009,73.6,0.3,26
W00006010,69.8,5.7,24.4
W00006011,64.6,4.2,31.2
W00006012,81.6,0.6,17.8
W00006013,70.8,0.7,28.5
W00006014,65.4,0.9,33.7
W00006015,72.4,1.6,26.1
W00006016,64.1,2.9,33
W00006017,71.7,0.4,27.9
W00006018,72.6,2,25.4
W00006019,72.1,0.9,26.9
W00006020,80.7,0,19.3
W00006021,64.3,1.5,34.2
W00006022,69.2,0.8,30
W00006023,74,2.7,23.3
W00006024,82.7,2.3,15
W00006025,81.6,0.3,18.1
W00006026,61.1,0.4,38.5
W00006028,61.7,5.2,33.1
W00006040,74.9,1.3,23.7
W00006041,72.3,3.7,24
W00006042,68.7,2.4,28.9
W00006043,75.3,0,24.7
W00006044,69.1,2.1,28.8
W00006045,67.1,0.3,32.6
W00006050,74.6,1.2,24.2
W00006051,82.9,1.2,15.9
W00006052,78.7,1.7,19.5
W00006053,75.5,1.4,23
W00006054,71.7,5.5,22.8
W00006055,60.2,4.1,35.7
W00006056,75.3,2,22.7
W00006057,67.1,0.9,32
W00006058,66.3,7.1,26.6
W00006059,59.4,1.6,39.1
W00006060,61.8,0,38.2
W00006061,62,1.2,36.7
W00006062,81.8,4.1,14.1
W00006063,84.6,1.2,14.2
W00006064,91.6,0.3,8
W00006065,82.3,1.3,16.4
W00006066,80.6,0.9,18.5
W00006067,72.7,6.7,20.6
W00006068,63.6,1,35.4
W00006069,79.2,0.7,20.1
W00006070,86.5,0.6,12.9
W00006071,65.3,4.6,30.1
W00006072,85.2,1.8,13.1
W00006073,69.2,2.8,28
W00006074,85.3,1.2,13.6
W00006075,77.1,1.3,21.5
W00006076,68.4,2.4,29.2
W00006077,64.2,4.3,31.6
W00006078,75.4,1.8,22.8
W00006079,87.8,0.7,11.5
W00006080,93.2,0.5,6.3
W00006081,77.1,1.4,21.5
W00006082,93.2,0.3,6.6
W00006083,83,0.8,16.2
W00006084,73.8,1.2,25
W00006085,65.9,0,34.1
W00006086,72.2,0.4,27.4
W00006087,65.4,1.2,33.4
W00006088,70.9,0.4,28.7
W00006089,86.5,1,12.5
W00006090,74,0.5,25.6
W00006091,64.1,0.6,35.3
W00006092,84.7,0.3,15
W00006093,80.3,1.9,17.8
W00006094,78.3,2,19.7
W00006095,93.4,0.5,6.1
W00006096,87.6,1.2,11.2
W00006097,90.6,0.2,9.2
W00006098,75.5,0,24.5
W00006150,58.4,4.1,37.5
W00006151,74.5,4.9,20.6
W00006152,83.5,2.1,14.4
W00006153,64,1.1,34.9
W00006154,70.1,1.5,28.4
W00006155,68.4,0.3,31.3
W00006156,74,0.4,25.7
W00006157,60.5,4.2,35.3
W00006158,78.6,7,14.4
W00006159,65.2,5,29.8
W00006160,82,0.9,17.1
W00006161,58,2.8,39.2
W00006162,70.7,1,28.3
W00006163,72.1,0.9,27
W00006164,76.7,1.1,22.2
W00006166,85.8,0,14.2
W00006167,88.3,0.3,11.4
W00006168,87.5,0.7,11.7
W00006169,91,0.3,8.7
W00006170,85.8,0.7,13.5
W00006172,82.1,0.8,17.1
W00006173,68.5,1.4,30.2
W00006194,73.8,0,26.2
W00006195,88.7,0,11.3
W00006196,83.9,2,14.1
W00006197,70.8,0.3,28.9
W00006198,75.6,0.3,24.1
W00006199,74.4,2.6,23
W00006200,77.7,0.4,21.9
W00006201,75.6,0.8,23.6
W00006202,74,1,25
W00006203,77.5,1.2,21.3
W00006204,84.5,0,15.5
W00006205,60,1.2,38.8
W00006206,81.4,0.3,18.3
W00006207,78.8,1.1,20.1
W00006208,71.4,3.7,24.9
W00006228,79.9,1.3,18.9
W00006319,73.4,1.7,24.9
W00006320,81,1.2,17.7
W00006321,69.1,1.3,29.6
W00006322,81.1,1,17.9
W00006323,80.1,1,18.9
W00006324,72.9,0.9,26.2
W00006325,78.6,0.6,20.8
W00006326,68.6,2.1,29.2
W00006327,56.5,0,43.5
W00006328,71.9,0.4,27.7
W00006329,68.2,0,31.8
W00006330,48.2,0,51.8
W00006331,56.2,6.8,37
W00006332,70.8,2.5,26.7
W00006333,67.3,0.3,32.4
W00006334,74.8,3.5,21.7
W00006335,59.6,0.4,40.1
W00006336,64.7,0.5,34.7
W00006337,73.9,1.3,24.8
W00006338,86.5,0.8,12.7
W00006339,80.1,1.8,18.2
W00006340,72,2.5,25.4
W00006341,86.1,1.7,12.2
W00006342,78.9,0.7,20.4
W00006343,69.1,0.3,30.6
W00006344,84.1,1.2,14.7
W00006345,86.5,0.3,13.2
W00006346,82.9,0.4,16.7
W00006347,69.1,0.9,30
W00006348,82.4,0.8,16.8
W00006349,83.5,0,16.5
W00006350,78.4,3.7,17.8
W00006351,78.4,0,21.6
W00006352,62.7,0,37.3
W00006353,78.9,0.4,20.8
W00006354,78.9,0.8,20.3
W00006355,51.4,1.4,47.3
W00006356,89.7,1.1,9.2
W00006357,73.2,3.8,23
W00006358,76.9,1.2,21.9
W00006359,57.4,3.4,39.1
W00006360,78.5,2.2,19.2
W00006361,70.7,2,27.3
W00006362,79.8,2.2,18.1
W00006363,74.3,3.2,22.5
W00006364,81.5,1.5,17
W00006365,69.6,1.2,29.3
W00006366,74,2,24
W00006367,79.8,0.8,19.5
