geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
W00005996,74.5,15.3,10.2
W00005997,75.4,17.7,6.9
W00005998,66.5,19.9,13.6
W00005999,79.5,13,7.5
W00006000,69.9,15.5,14.6
W00006001,79.9,14.5,5.6
W00006002,56.3,23.6,20.1
W00006003,79.4,14.9,5.7
W00006004,79.6,13.9,6.5
W00006005,77,17.1,6
W00006006,65,23.3,11.7
W00006007,77.7,13.6,8.7
W00006008,80.4,11.8,7.9
W00006009,73,18.2,8.8
W00006010,76.2,12.7,11.2
W00006011,79.6,12.7,7.7
W00006012,76.8,14.6,8.6
W00006013,70,21.3,8.7
W00006014,79.9,12.5,7.6
W00006015,74.3,14.2,11.5
W00006016,72.5,18.1,9.4
W00006017,76.8,14.3,8.8
W00006018,69.6,21.1,9.4
W00006019,70.7,16.5,12.8
W00006020,75.7,16.6,7.6
W00006021,56.8,27.1,16.1
W00006022,71.3,19.5,9.2
W00006023,71.6,17.8,10.6
W00006024,77.3,18.1,4.6
W00006025,73.9,17.3,8.8
W00006026,71.5,19.6,8.9
W00006028,72.7,18.9,8.4
W00006040,77.3,12.6,10.2
W00006041,74.2,15.9,9.9
W00006042,71.4,16.1,12.5
W00006043,70.8,19.1,10
W00006044,75,15.3,9.7
W00006045,69.7,17.3,13
W00006050,76.5,14.1,9.4
W00006051,75.3,18.8,5.9
W00006052,80.3,11,8.7
W00006053,74.1,16,9.9
W00006054,67.7,23.3,9.1
W00006055,68.6,18,13.4
W00006056,71.4,16.8,11.8
W00006057,78.3,15,6.7
W00006058,74.4,16.4,9.3
W00006059,62.5,19.5,18
W00006060,72,16.6,11.4
W00006061,70.6,18.6,10.8
W00006062,83.3,12,4.7
W00006063,70.8,19.6,9.6
W00006064,83.8,10,6.2
W00006065,76.7,13.7,9.7
W00006066,75.2,14.6,10.2
W00006067,70.5,13.8,15.7
W00006068,51.8,29.5,18.7
W00006069,72.4,18.3,9.3
W00006070,76.8,11.2,12
W00006071,74.6,16.7,8.8
W00006072,79.2,13.1,7.7
W00006073,64.9,28.5,6.6
W00006074,73.5,17.9,8.6
W00006075,70.3,16.6,13.2
W00006076,78.8,14,7.2
W00006077,75.4,17.5,7.1
W00006078,78.3,13.4,8.3
W00006079,79.5,17.7,2.8
W00006080,86.4,10.1,3.5
W00006081,74.3,18.1,7.6
W00006082,91.1,6.8,2.1
W00006083,75.8,16.7,7.6
W00006084,66.4,23.1,10.5
W00006085,64,25.7,10.3
W00006086,62.4,21.9,15.6
W00006087,68,20.7,11.2
W00006088,66.5,19.8,13.7
W00006089,79,14.1,6.8
W00006090,63.2,17.3,19.5
W00006091,57.7,28.2,14.1
W00006092,81,15.3,3.7
W00006093,79.3,13.2,7.5
W00006094,80.9,13.8,5.3
W00006095,87.3,8.1,4.6
W00006096,78.3,14.7,7
W00006097,84.4,10.2,5.3
W00006098,68.6,18.8,12.6
W00006150,71.7,18.4,9.9
W00006151,76.8,17.6,5.6
W00006152,81,12.1,6.9
W00006153,76.8,13.6,9.6
W00006154,71.6,18.3,10.1
W00006155,69.1,21.5,9.4
W00006156,70.7,20.7,8.5
W00006157,74.7,16.5,8.9
W00006158,74.8,18.7,6.5
W00006159,75.4,17,7.6
W00006160,81.1,13.2,5.7
W00006161,66,18.8,15.2
W00006162,73.5,19.6,6.9
W00006163,74.4,13.6,12
W00006164,72.5,17.6,9.9
W00006166,81.7,13.4,5
W00006167,76.5,17.4,6
W00006168,75.1,17.1,7.8
W00006169,79.4,12.7,7.9
W00006170,74.9,17.5,7.6
W00006172,74.8,17.5,7.7
W00006173,72.1,17.8,10.1
W00006194,78.3,13.5,8.2
W00006195,77,17,6
W00006196,78.5,15.4,6
W00006197,79.5,9.6,10.9
W00006198,74.5,16.9,8.6
W00006199,74.3,15.6,10
W00006200,67.5,18.5,14.1
W00006201,77.5,12,10.5
W00006202,64.2,22.4,13.4
W00006203,75,15.3,9.7
W00006204,75.5,15.5,9
W00006205,61.8,23.5,14.7
W00006206,81.3,13.5,5.2
W00006207,73.2,19,7.8
W00006208,76.8,14.5,8.7
W00006228,74.5,15.4,10.1
W00006319,73.2,17.7,9.1
W00006320,76.2,15.9,7.9
W00006321,65.7,18,16.3
W00006322,76.4,14.7,8.9
W00006323,70.4,19.9,9.6
W00006324,69.5,19.2,11.2
W00006325,73.6,16.5,9.9
W00006326,64.8,22.9,12.3
W00006327,63.4,18.3,18.3
W00006328,67.7,23.1,9.2
W00006329,61.8,20.5,17.7
W00006330,66.2,20.6,13.2
W00006331,65.1,19.1,15.7
W00006332,66.9,21.6,11.4
W00006333,77.6,13.5,8.9
W00006334,62.6,24.3,13
W00006335,67.5,22.8,9.7
W00006336,58.9,27.9,13.2
W00006337,69.7,21.6,8.7
W00006338,79.3,17.2,3.4
W00006339,82.7,10.2,7
W00006340,61,23.8,15.2
W00006341,85.4,10.5,4.2
W00006342,71.9,16.8,11.2
W00006343,68.5,21.6,9.8
W00006344,73.3,18.9,7.8
W00006345,77.2,12.7,10.1
W00006346,72,18.5,9.4
W00006347,63.5,19.3,17.2
W00006348,81.6,11.5,6.9
W00006349,74.4,18.2,7.5
W00006350,69.1,14.4,16.5
W00006351,79.6,14.1,6.3
W00006352,71.2,20.2,8.6
W00006353,77.1,16.2,6.7
W00006354,74.9,16.7,8.4
W00006355,72.6,17.3,10.1
W00006356,74.7,18.9,6.4
W00006357,73.7,20.7,5.6
W00006358,70.5,17.5,12
W00006359,59.8,19.2,20.9
W00006360,79.4,14.3,6.3
W00006361,64.3,22.1,13.6
W00006362,74.5,15.3,10.2
W00006363,75.6,16.4,8
W00006364,80.2,14.2,5.6
W00006365,70.4,15.9,13.6
W00006366,70.3,19.6,10.1
W00006367,70.7,18.9,10.4
W00006368,71.8,18.8,9.4
W00006369,72.9,19.1,8
W00006370,70,16.5,13.6
W00006371,70.8,17.7,11.5
W00006372,71.4,17,11.7
W00006373,71.7,16,12.3
W00006374,75,16.1,8.9
W00006375,61,27,12
W00006376,71.4,14.5,14.1
W00006377,71.9,16.7,11.4
W00006378,78.7,14,7.3
W00006379,73.7,16.3,10
W00006380,71.7,13.4,14.9
W00006381,77.2,16.7,6.1
W00006382,80.3,11.8,7.9
W00006383,80.9,14.5,4.6
W00006384,79.9,10.9,9.1
W00006385,83.4,11.4,5.2
W00006386,79.1,14.7,6.2
W00006387,75.7,13.4,10.8
W00006388,50,29,21
W00006389,77,13.2,9.8
W00006390,76.6,14.6,8.8
W00006391,70.5,18.3,11.2
W00006392,72,19.8,8.2
W00006393,71.6,15.6,12.8
W00006394,78,14.2,7.8
W00006395,79.6,10.7,9.6
W00006396,80.9,15.1,4
W00006397,64.9,17.9,17.1
W00006398,86,7.9,6.1
W00006399,80.9,11.9,7.2
W00006464,78.9,11.6,9.5
W00006465,79.6,12.9,7.5
W00006550,79.1,14.1,6.8
W00006551,86,9.6,4.3
W00006552,65,23.2,11.8
W00006553,64.1,22.5,13.4
W00006554,73.1,18.5,8.4
W00006555,82.8,10.1,7.1
W00006556,75.9,16.2,7.9
W00006557,77,16.7,6.3
W00006558,80.2,12.3,7.4
W00006559,82.6,10.4,7
W00006560,65.7,20.7,13.6
W00006561,74.9,16.1,9
W00006609,76.6,14.3,9.1
W00006610,70.7,20.6,8.7
W00006611,76.7,15.7,7.5
W00006612,71.5,22.7,5.8
W00006613,62.9,22.4,14.7
W00006614,75.2,16.3,8.5
W00006615,77.3,14.8,7.8
W00006616,72.1,16.4,11.5
W00006617,70,17.8,12.2
W00006618,67.5,23.1,9.4
W00006619,69.3,19,11.6
W00006620,81,14.1,4.9
W00006621,70.5,17.8,11.7
W00006654,72.4,19.9,7.7
W00006656,64.9,18.9,16.2
W00006657,78.8,14.3,6.9
W00006658,73,15.4,11.6
W00006660,73.4,17.8,8.9
W00006665,80.6,12.7,6.7
W00006669,77.6,16.2,6.2
W00006671,78.8,14.6,6.6
W00006672,68.9,18.5,12.6
W00006673,76.8,18.2,5.1
W00006674,81.3,13.1,5.7
W00006675,70.9,17.8,11.3
W00006676,80.7,12.8,6.5
W00006677,78.2,11.1,10.7
W00006678,75.7,16.6,7.7
W00006679,71.1,13.2,15.7
W00006680,77.6,15.9,6.6
W00006681,70.8,17.4,11.7
W00006682,69.3,17.5,13.2
W00006683,65.4,20.6,14
W00006684,69.9,18.7,11.4
W00006685,70.4,18.6,11.1
W00006686,67.2,20.3,12.4
W00006687,73.4,17.8,8.9
W00006688,79.2,13.9,6.9
W00006689,66.9,20.5,12.6
W00006690,69.4,18.7,11.9
W00006691,68.2,20.8,10.9
W00006692,67.4,21.3,11.3
W00006693,65.7,21.8,12.5
W00006694,78.9,15.7,5.4
W00006695,80.3,15.1,4.6
W00006696,78.5,13.3,8.2
W00006709,79.5,15.4,5
W00006710,76.1,16.7,7.2
W00006711,74.1,19.3,6.6
W00006712,59.2,25.3,15.5
W00006713,69.2,19.3,11.5
W00006714,68.2,23.5,8.3
W00006715,72.9,17.7,9.4
W00006716,71.1,15.7,13.2
W00006717,76.9,15.3,7.8
W00006718,56.3,32.4,11.3
W00006719,79.8,13.8,6.3
W00006720,73.5,20.1,6.3
W00006722,76,18.6,5.4
W00006723,50,30.9,19.1
W00006724,78.4,12.7,8.9
W00006727,75.7,16.8,7.4
W00006728,74.1,16.5,9.4
W00006729,73.6,19.2,7.2
W00006730,76.1,18.3,5.6
W00006731,76.3,15.8,7.9
W00006732,78.7,14.9,6.4
W00006733,79.4,13.8,6.8
W00006734,75.3,19,5.8
W00006735,72.2,16.7,11
W00006736,63.3,21,15.7
W00006737,74.6,17.8,7.7
W00006738,75.8,15,9.2
W00006739,75.2,16.8,8
W00006740,66.5,20.4,13.1
W00006741,69.2,22.7,8.1
W00006742,80.6,12,7.4
W00006743,76.2,16.2,7.7
W00006744,68.4,19.2,12.4
W00006745,66.9,21,12.1
W00006746,65.4,19.5,15.1
W00006747,75.8,12.1,12.1
W00006748,78,15.9,6.1
W00006749,75.7,14.6,9.7
W00006750,80.4,15,4.6
W00006751,79.2,12.3,8.5
W00006752,65.7,24.8,9.4
W00006753,68.2,22.1,9.6
W00006754,72.9,17.3,9.7
W00006755,75.7,17.1,7.2
W00006827,73.5,19.1,7.4
W00006828,74.9,16.4,8.7
W00006829,79.3,11.3,9.4
W00006830,81.1,11.3,7.5
W00006831,81.4,12.4,6.2
W00006834,84.1,9.8,6.1
W00006835,72,14,14
W00006836,61.3,27,11.7
W00006837,74.5,14.6,10.9
W00006839,64.7,19.5,15.8
W00006872,75.2,13.7,11.1
W00006873,68.5,16.2,15.3
W00006874,81.3,12.8,5.8
W00006875,47.9,28,24.1
W00006876,76.5,15.6,8
W00006877,68.9,19.1,11.9
W00006878,72.8,18.4,8.8
W00006879,76.2,17.1,6.6
W00006880,76,15.3,8.6
W00006881,78.2,12.3,9.6
W00006882,72.5,16.7,10.8
W00006883,66.7,16,17.3
W00006884,76.9,14.2,8.8
W00006885,81.7,14.5,3.7
W00006886,79.5,13.1,7.4
W00006887,77.3,13,9.7
W00006888,75.3,14.8,9.9
W00010269,88,7.5,4.6
W00010271,65.1,19.5,15.4
W00010300,63.9,22.6,13.5
W00010304,91.3,6.1,2.6
W00010305,87.1,8.3,4.6
W00010310,69,19,12
