geography_code,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
W00000800,6,20.4,67.2,6.4
W00000801,9,22.1,59,9.8
W00000803,7.4,30.3,54.1,8.2
W00000804,8.1,22.2,54.1,15.7
W00000805,5.9,17.6,64.7,11.8
W00000807,9.1,22.2,56.6,12.1
W00000810,5.1,22,68.6,4.2
W00000862,8,17.3,58,16.7
W00000865,10.5,20.4,53.1,16
W00001017,10.7,28.2,53.4,7.8
W00001018,4.9,22.2,65.3,7.6
W00001019,12.5,18.8,50,18.8
W00001020,3.4,21.6,69.8,5.2
W00001021,10.1,22.5,55.1,12.4
W00001022,4.8,17.7,72.6,4.8
W00001024,6.2,21.5,67.7,4.6
W00001025,3.4,11.1,75.4,10.1
W00001034,9.4,15.7,65.4,9.4
W00001035,7.2,25.6,56,11.2
W00001036,8.1,13.3,68.9,9.6
W00001037,9.7,16.8,65.5,8
W00001038,11.8,20.5,61.4,6.3
W00001039,7.2,18.1,63,11.6
W00001040,5.9,18.6,69.5,5.9
W00001041,5.1,20.2,64,10.7
W00001042,14.4,17.1,55.1,13.4
W00001043,5.8,21.9,59.4,12.9
W00001044,7,21.6,63.2,8.2
W00001045,11.5,18.2,60.8,9.5
W00001046,8.8,18,65.9,7.4
W00001047,7,21,56.7,15.3
W00001048,6.7,20.5,63.1,9.7
W00001049,8.8,19.3,62.3,9.6
W00001050,12.1,23.6,54.8,9.6
W00001051,7.9,19.5,64,8.5
W00001052,0,19.7,67.2,13.1
W00001053,10.6,21.2,60.2,8
W00001054,5.6,15.3,60.5,18.5
W00001055,10.1,33.7,46.1,10.1
W00001056,9.8,19.6,66.7,3.9
W00001057,7.1,19.8,65.1,7.9
W00001058,11,26.7,52.7,9.6
W00001059,6.1,26.5,61.2,6.1
W00001060,13.5,21.6,36.9,27.9
W00001061,10,30,53,7
W00001062,10.8,16.9,60,12.3
W00001063,9.2,22.3,56.2,12.3
W00001064,4.7,23.5,56.4,15.4
W00001065,8.3,22.9,56.9,11.9
W00001066,10.2,13.4,68.5,7.9
W00001067,4.6,23.7,58.8,13
W00001068,10.3,19.4,57.4,12.9
W00001069,6.5,36.4,49.4,7.8
W00001070,11.4,16.8,64.4,7.4
W00001071,10.3,17.4,61.4,10.9
W00001072,12.1,12.8,60.3,14.9
W00001085,10.2,21.6,51.1,17
W00001086,7,20.1,54.3,18.6
W00001087,12.8,22.3,56.1,8.8
W00001089,9.2,19.3,49.6,21.8
W00001090,12.2,23.6,56.9,7.3
W00001091,13.1,15.7,49.7,21.6
W00001096,11.5,24.4,45,19.1
W00001097,10.9,21.8,55.9,11.4
W00001098,6,22.1,57,14.8
W00001099,7.3,23.3,60.7,8.7
W00001100,10.9,19.9,49.3,19.9
W00001101,7.4,18.4,56.7,17.5
W00001124,9.3,23,39.1,28.6
W00001125,16.3,16.3,57.5,10
W00001126,12.6,18.5,50.4,18.5
W00001127,9.8,19.7,54.1,16.4
W00001128,9.8,19,47.7,23.5
W00001129,11.6,24.4,57.3,6.7
W00001130,13.3,13.3,60.7,12.6
W00001131,7.8,19.1,63.8,9.2
W00001132,11.6,29.5,54.5,4.5
W00001133,7,21.1,60.2,11.7
W00001137,11.1,34.9,50.8,3.2
W00001139,9.6,25.7,51.5,13.2
W00001140,5.6,22.5,60.7,11.2
W00001144,8,19,64.2,8.8
W00001155,5.4,24.7,58.1,11.8
W00001156,4.8,21.6,62.4,11.2
W00001157,3.5,23,69,4.4
W00001158,6.6,28.1,57.9,7.4
W00001159,7.5,26.4,57.5,8.5
W00001160,5.7,19.5,65.9,8.9
W00001161,7.2,21.6,60.4,10.8
W00001163,14.6,22,63.4,0
W00001168,7.6,22.7,57.6,12.1
W00001172,7.3,22,62.2,8.5
W00001182,7.3,22.9,63.3,6.4
W00001183,12.9,29,45.2,12.9
W00001184,8.1,15.2,67.7,9.1
W00001185,8.6,21.4,59.3,10.7
W00001186,11,19,60,10
W00001187,6.7,28.8,57.7,6.7
W00001188,1.9,19.2,75,3.8
W00001189,15.7,35.3,37.3,11.8
W00001190,7.8,27.8,56.7,7.8
W00001191,7.8,18,70.3,3.9
W00001192,7.6,22.8,63,6.5
W00001193,16.1,17.9,62.5,3.6
W00001194,4.4,23.7,63.7,8.1
W00001195,6.3,22.7,58.5,12.5
W00001196,6.7,20,71.1,2.2
W00001197,3.4,29.5,61.4,5.7
W00001198,11.9,18.5,63.7,5.9
W00001199,8.8,27.2,57.6,6.4
W00001200,10.8,23.1,60,6.2
W00001201,8.9,29.5,54.5,7.1
W00001202,7.1,19.3,62.9,10.7
W00001203,5.8,24.3,59.4,10.5
W00001204,4.1,14.2,67.5,14.2
W00001205,13.2,28.9,50,7.9
W00001206,15.4,16.5,59.3,8.8
W00001207,8.1,23.4,59.7,8.9
W00001208,5.7,14.8,70.5,9.1
W00001209,11.3,27.4,50,11.3
W00001210,6.8,17,67,9.1
W00001211,6.3,25,65.6,3.1
W00001212,7.5,22.5,54.4,15.6
W00001213,9.9,24.3,52.3,13.5
W00001214,8.7,23.3,54.7,13.3
W00001215,8.3,24.3,59,8.3
W00001216,7.6,20.7,63.4,8.3
W00001217,4.5,28.1,50.6,16.9
W00001218,4.1,29.7,58.1,8.1
W00001219,10.5,26.3,61.4,1.8
W00001220,8.7,23.3,64.1,3.9
W00001221,6.1,26.8,50,17.1
W00001222,10.8,20.7,60.4,8.1
W00001223,6.1,20.5,59.8,13.6
W00001224,12.6,17.2,65.5,4.6
W00001225,6.5,28.7,57.4,7.4
W00001226,11.8,23.5,55.3,9.4
W00001227,2,26,60,12
W00001228,9.2,28.6,59.2,3.1
W00001229,12,23,53,12
W00001230,6,26,62,6
W00001231,12.3,18.2,63,6.5
W00001232,8.5,20.8,56.6,14.2
W00001233,5.5,32.9,60.3,1.4
W00001234,8.5,24.5,53.2,13.8
W00001235,9.7,22.6,55.6,12.1
W00001236,9.6,22.4,59,9
W00001237,10.7,41.1,33.9,14.3
W00001238,5.2,27.3,59.3,8.2
W00001239,7.9,23.2,59.6,9.3
W00001240,5.8,23.1,62.2,9
W00001241,7.9,23.6,62.9,5.6
W00001242,8.9,25,58,8
W00001243,7.8,29.6,53.9,8.7
W00001244,8.5,27.7,61.7,2.1
W00001245,7.2,17.1,65.8,9.9
W00001246,12.9,15.7,62.9,8.6
W00001247,13.5,29.2,47.2,10.1
W00001248,9.7,21.5,55.9,12.9
W00001249,10.6,24.2,60.1,5.1
W00001250,10.2,19.8,64.4,5.6
W00001251,10,17.3,62.7,10
W00001252,3.9,29.4,58.8,7.8
W00001253,8.6,20.4,63.3,7.8
W00001255,3.4,24.2,65.8,6.7
W00001256,4.3,25.2,58.3,12.2
W00001257,5.7,25.4,59.8,9
W00001258,7.4,25.9,58.5,8.1
W00001259,6.4,22.4,62.4,8.8
W00001260,11.7,27.9,52.3,8.1
W00001261,3.9,28.1,58.6,9.4
W00001262,6.9,27.5,61.8,3.8
W00001263,5.8,27.9,57,9.3
W00001264,8.6,29,61.3,1.1
W00001265,7.7,33.5,52.9,5.8
W00001266,9.8,27,56.9,6.3
W00001267,6.3,20.3,58.2,15.2
W00001268,8.4,14.8,67.7,9
W00001269,6.3,21.4,60.9,11.5
W00001270,10.8,32.3,47.3,9.7
W00001271,8.6,39.1,47.7,4.7
W00001272,11.7,33,53.4,1.9
W00001273,8,28.3,59.3,4.4
W00001274,9.4,19.7,68.4,2.6
W00001275,6.4,30,55.5,8.2
W00001276,15.1,27.9,50,7
W00001277,7.3,33.9,54,4.8
W00001278,17.5,22.5,45,15
W00001279,6.7,39.3,46.1,7.9
W00001280,9.7,28.2,49.5,12.6
W00001281,0,35.6,51.1,13.3
W00001282,21.2,21.2,51.9,5.8
W00001283,14.3,26.2,49.2,10.3
W00001284,18.5,27.8,49.1,4.6
W00001285,5.8,22.1,62.8,9.3
W00001286,8.5,30.9,57.4,3.2
W00001287,15.6,22.2,51.5,10.8
W00001288,9.6,24.4,59,7.1
W00001289,6.9,28.7,56.4,7.9
W00001290,11.9,27.7,53.5,6.9
W00001291,12.2,30.2,51.1,6.5
W00001292,12.2,38.8,44.9,4.1
W00001293,17.3,32.7,46.2,3.8
W00001313,13.7,17.8,52.1,16.4
W00001314,9,19.3,61.9,9.9
W00001315,6.2,17.9,64.1,11.7
W00001316,12.6,23.3,54.4,9.7
W00001317,10.7,17.3,56,16
W00001318,8.1,15.4,64.4,12.1
W00001319,6.3,18.8,62.5,12.5
W00001320,9.9,21.8,60.4,7.9
W00001321,3.9,27.6,59.2,9.2
W00001322,6.1,27.8,53.9,12.2
W00001323,8.6,14.1,68.8,8.6
W00001324,9,18.1,59,13.9
W00001325,9.9,15.4,58.2,16.5
W00001326,12.1,20.2,58.6,9.1
W00001327,15.4,22.2,49.6,12.8
W00001328,6.6,21.9,59.9,11.7
W00001329,10.6,21.8,61.3,6.3
W00001330,9.1,19.1,63.6,8.2
W00001331,16.3,16.8,48.4,18.4
W00001332,9.9,21,53.7,15.4
W00001333,10.7,16,58.3,15
W00001334,7.7,19.7,57.4,15.3
W00001335,7.3,20.2,50.8,21.8
W00001356,8.7,21.7,58.9,10.6
W00001357,5.1,21.3,66.2,7.4
W00001358,7,18.1,64.9,9.9
W00001360,10.1,17.4,63.5,9
W00001362,5.3,18.9,65.2,10.6
W00001363,5.3,23.9,61.9,8.8
W00001364,8.7,15.2,62.3,13.8
W00001365,11.3,22.6,56.6,9.4
W00001366,6.9,19.4,63.2,10.4
W00001367,3.5,19.3,61.4,15.8
W00001368,9.3,25.6,58.9,6.2
W00001388,13.8,12.3,65.1,8.7
W00001389,8,18.4,62.1,11.5
W00001390,8.8,18.4,58.8,14
W00001391,10.3,20.7,53.5,15.5
W00001392,8.8,17.6,64,9.6
W00001393,9.3,24.1,59.3,7.4
W00001394,7.1,21.4,65.3,6.1
W00001451,6.6,13.2,69.7,10.5
W00001452,7,32,46,15
W00001453,13.5,15.8,59.4,11.3
W00001454,9.7,25,55.6,9.7
W00001455,9,16.4,53.7,20.9
W00001456,10.2,14.2,58.3,17.3
W00001457,11,16.6,52.5,19.9
W00001458,9.4,23.1,51.3,16.3
W00001459,6.8,15.1,59.9,18.2
W00001460,5.9,16,53.8,24.4
W00001461,4.8,22.4,63.2,9.6
W00001462,8.7,19.4,51.5,20.4
W00001463,14.2,15.3,54.5,15.9
W00001464,12.9,21.5,57,8.6
W00001465,10,10,56.7,23.3
W00001466,8.7,17.3,62.5,11.5
W00001535,7.5,20,61,11.5
W00001538,7,23.9,53.5,15.5
W00001539,6.8,12.6,67,13.6
W00001540,10.2,21.8,65.3,2.7
W00001583,4.1,17.2,63.3,15.4
W00001584,9.3,18,62.8,9.9
W00001585,8.1,29,48.4,14.5
W00001586,8,21,63,8
W00001587,9.6,28.1,55.5,6.8
W00001588,5.3,16.6,68.2,9.9
W00001589,5.2,17.8,73,4
W00001590,4.3,18.8,68.8,8
W00001591,10,27,57,6
W00001598,15.4,18.7,52,13.8
W00001599,10.9,21.8,56.3,10.9
W00001600,14.4,25.6,53.3,6.7
W00001601,9,19.5,62.4,9
W00001602,10.3,25.2,57,7.5
W00001603,13,19.6,50,17.4
W00001604,13.4,17.7,51.8,17.1
W00001605,5.8,16.4,59.3,18.5
W00001608,10.4,14.9,56.7,17.9
W00001611,6.9,21.8,59.4,11.9
W00001612,9.3,20.7,56,14
W00001613,9.6,18.2,54,18.2
W00001614,12.7,16.4,58.2,12.7
W00001615,8.6,18.6,55.7,17.1
W00001616,8.7,23.1,58.7,9.6
W00001629,7.3,17.1,66.5,9.1
W00001630,14.1,17.2,58.6,10.1
W00001631,7.5,18.7,70.9,3
W00001632,5.1,19.9,60.3,14.7
