geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
W00000800,97.3,1.8,0.9
W00000801,98,2,0
W00000803,98.6,1.4,0
W00000804,100,0,0
W00000805,99.2,0.8,0
W00000807,99.2,0.8,0
W00000810,99.6,0,0.4
W00000862,99.6,0,0.4
W00000865,99.7,0.3,0
W00001017,95.1,3.9,1
W00001018,94.4,5.6,0
W00001019,98.9,0,1.1
W00001020,99.6,0.4,0
W00001021,99.1,0,0.9
W00001022,98.4,0.5,1.1
W00001024,91.9,7.4,0.8
W00001025,86.2,12.9,0.9
W00001034,100,0,0
W00001035,99.6,0.4,0
W00001036,96.4,2.8,0.8
W00001037,99.5,0.5,0
W00001038,98.3,1.7,0
W00001039,91.2,7.6,1.2
W00001040,93.9,6.1,0
W00001041,99.7,0.3,0
W00001042,99.7,0.3,0
W00001043,97.9,1.4,0.7
W00001044,98.6,1.4,0
W00001045,98.2,1.8,0
W00001046,97.9,1.9,0.2
W00001047,100,0,0
W00001048,99.1,0.9,0
W00001049,95.9,3.1,1
W00001050,100,0,0
W00001051,100,0,0
W00001052,98.5,1.5,0
W00001053,98.4,1.6,0
W00001054,100,0,0
W00001055,99.6,0.4,0
W00001056,99.4,0,0.6
W00001057,99.4,0.3,0.3
W00001058,98.2,1.8,0
W00001059,98.6,1.4,0
W00001060,99.5,0.5,0
W00001061,96.9,3.1,0
W00001062,97.8,1.3,0.9
W00001063,98.7,0.4,0.9
W00001064,100,0,0
W00001065,99.6,0.4,0
W00001066,98.2,0.7,1.1
W00001067,98.2,1.1,0.7
W00001068,98.5,1.5,0
W00001069,100,0,0
W00001070,100,0,0
W00001071,99.7,0.3,0
W00001072,99.7,0.3,0
W00001085,97.8,1.4,0.8
W00001086,99.2,0.5,0.3
W00001087,100,0,0
W00001089,99.6,0,0.4
W00001090,100,0,0
W00001091,98.7,0.7,0.7
W00001096,98.6,1,0.3
W00001097,99.7,0.3,0
W00001098,97.8,0,2.2
W00001099,99.7,0.3,0
W00001100,99,1,0
W00001101,99.8,0.2,0
W00001124,100,0,0
W00001125,100,0,0
W00001126,99.6,0.4,0
W00001127,100,0,0
W00001128,100,0,0
W00001129,98.1,1.9,0
W00001130,99.1,0.9,0
W00001131,100,0,0
W00001132,99.6,0.4,0
W00001133,99.7,0.3,0
W00001137,100,0,0
W00001139,95.7,3,1.3
W00001140,97.1,2.9,0
W00001144,98,2,0
W00001155,98.5,1.5,0
W00001156,98.3,1.3,0.3
W00001157,98.9,1.1,0
W00001158,100,0,0
W00001159,99.4,0.6,0
W00001160,100,0,0
W00001161,99.3,0.7,0
W00001163,100,0,0
W00001168,99.1,0.5,0.5
W00001172,99.6,0.4,0
W00001182,100,0,0
W00001183,100,0,0
W00001184,98.1,1.4,0.5
W00001185,97.9,2.1,0
W00001186,99,1,0
W00001187,100,0,0
W00001188,100,0,0
W00001189,100,0,0
W00001190,99.2,0.8,0
W00001191,100,0,0
W00001192,100,0,0
W00001193,100,0,0
W00001194,99.3,0.7,0
W00001195,99.4,0.6,0
W00001196,97.9,0.9,1.3
W00001197,98.1,1.9,0
W00001198,100,0,0
W00001199,96.4,2.2,1.3
W00001200,99.5,0.5,0
W00001201,99.1,0.9,0
W00001202,100,0,0
W00001203,98.8,1.2,0
W00001204,97.9,1.9,0.2
W00001205,99.5,0.5,0
W00001206,99.5,0.5,0
W00001207,100,0,0
W00001208,100,0,0
W00001209,100,0,0
W00001210,100,0,0
W00001211,99.2,0.8,0
W00001212,96.7,2.9,0.4
W00001213,97.9,1.3,0.8
W00001214,99.7,0.3,0
W00001215,94.3,4.3,1.4
W00001216,100,0,0
W00001217,99.2,0.8,0
W00001218,100,0,0
W00001219,100,0,0
W00001220,99.3,0.3,0.3
W00001221,98.8,1.2,0
W00001222,100,0,0
W00001223,96.7,2.9,0.3
W00001224,97.9,2.1,0
W00001225,98.7,1.3,0
W00001226,97.5,2.1,0.4
W00001227,97.5,1.6,0.8
W00001228,99.2,0.8,0
W00001229,96.6,3,0.4
W00001230,99.6,0.4,0
W00001231,95.8,3.2,1
W00001232,98.8,1.2,0
W00001233,99.5,0.5,0
W00001234,99.1,0.9,0
W00001235,100,0,0
W00001236,96.5,3.2,0.3
W00001237,98.9,1.1,0
W00001238,99.5,0.3,0.3
W00001239,100,0,0
W00001240,100,0,0
W00001241,98.3,1.7,0
W00001242,98.4,1.3,0.3
W00001243,98.1,1.9,0
W00001244,99.6,0.4,0
W00001245,100,0,0
W00001246,98.7,1.3,0
W00001247,97.6,2.4,0
W00001248,98,2,0
W00001249,99.4,0.6,0
W00001250,98.8,1.2,0
W00001251,98.3,1.7,0
W00001252,99.6,0.4,0
W00001253,97.7,2.1,0.2
W00001255,94.9,4.4,0.7
W00001256,99.6,0.4,0
W00001257,99.6,0.4,0
W00001258,95.6,3.4,1
W00001259,100,0,0
W00001260,99.1,0.9,0
W00001261,96.7,2.3,1
W00001262,92.6,5.1,2.4
W00001263,95.8,2.8,1.4
W00001264,97.9,2.1,0
W00001265,95.7,2.9,1.4
W00001266,95.5,3.2,1.3
W00001267,98.5,1.2,0.3
W00001268,100,0,0
W00001269,97.1,2.1,0.8
W00001270,88.4,8.7,2.9
W00001271,98,1.7,0.3
W00001272,99,1,0
W00001273,96,4,0
W00001274,95.6,4.1,0.3
W00001275,97.7,1,1.3
W00001276,98.9,0.6,0.6
W00001277,97.4,1.9,0.7
W00001278,95.6,4.4,0
W00001279,95.5,2.6,1.9
W00001280,96.4,3.3,0.3
W00001281,96.5,3,0.5
W00001282,95,4,1
W00001283,96,2.9,1.2
W00001284,87.8,8.4,3.8
W00001285,90.3,5.8,3.9
W00001286,97.5,1.9,0.5
W00001287,97.8,1.3,0.9
W00001288,91.3,8.2,0.6
W00001289,99.1,0.3,0.6
W00001290,96.7,2.7,0.7
W00001291,95.9,2,2
W00001292,92.8,4.2,3
W00001293,99.4,0.6,0
W00001313,92.8,2.9,4.3
W00001314,98.8,1.2,0
W00001315,100,0,0
W00001316,100,0,0
W00001317,99.4,0.6,0
W00001318,100,0,0
W00001319,98.5,1.5,0
