geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E02002722,42.9,3.8,53.2
E02003742,50.4,2.1,47.5
E02003743,56.6,3.5,40
E02003744,56.5,3.3,40.2
E02003745,53.6,2.6,43.7
E02003746,54.8,3.1,42.1
E02003748,51.8,2.6,45.6
E02003750,51.7,2.5,45.9
E02003751,56.6,2.1,41.3
E02005417,48.9,2.2,48.8
E02005425,49.5,1.9,48.6
E02005426,50.8,3,46.3
E02005428,34.4,3.9,61.7
E02005429,25.9,2.7,71.5
E02005431,44.2,2.6,53.2
E02005432,50.8,2.2,47
E02005433,32.9,3.9,63.2
E02005435,43.6,4,52.4
E02005436,46.7,2.5,50.8
E02005437,46.7,5.8,47.5
E02005438,41.1,4.1,54.8
E02005440,43.6,3.6,52.7
E02005466,51.7,2.7,45.7
E02005467,55.2,2.4,42.4
E02005472,50.4,2.9,46.7
E02005474,52.8,2.4,44.8
E02005503,55,1.9,43.1
E02005504,51.5,1.8,46.7
E02005505,53.6,2.7,43.7
E02005506,54.5,2.4,43.1
E02005507,55.5,2.9,41.5
E02005508,55.4,1.8,42.8
E02005509,45.9,2.7,51.4
E02005510,50.1,1.8,48.1
E02005511,52.5,2,45.4
E02005512,55.4,2.7,41.9
E02005513,59.6,1.9,38.5
E02005514,53.9,2,44
E02005515,58.1,2.6,39.3
E02005520,50.8,2.3,46.9
E02005521,56.8,1.7,41.5
E02005522,57.2,2.2,40.5
E02005523,62.1,2.1,35.8
E02005524,56.5,1.9,41.6
E02005525,59.8,2.1,38.1
E02005526,57.6,2.1,40.3
E02005527,57.4,1.6,41
E02005528,58.5,2.1,39.4
E02005529,50.7,1.9,47.4
E02005530,57.8,1.8,40.4
E02005531,56.8,2.1,41.2
E02005532,58.6,2,39.5
E02005533,53.8,2.1,44.1
E02005534,55,2,43
E02005535,61.4,2.2,36.4
E02005536,54.6,1.8,43.6
E02005537,51.9,2.4,45.7
E02005538,46.8,2.8,50.4
E02005539,51.6,2.5,45.9
E02005540,45.4,2.8,51.8
E02005541,47.2,4.9,47.9
E02005542,50,6.1,44
E02005543,47.4,6.9,45.7
E02005544,53.4,5.4,41.2
E02005545,53,2.9,44.1
E02005546,48.9,4.6,46.4
E02005547,52,3.9,44.2
E02005548,49.2,4.3,46.6
E02005549,50.5,3.1,46.5
E02005550,53.5,3,43.5
E02005551,36.5,2.6,60.9
E02005552,46.8,2.4,50.8
E02005553,41,1.9,57.1
E02005554,45.2,2.2,52.6
E02005555,53.9,1.7,44.4
E02005556,61.4,1.7,36.8
E02005557,59.4,4.4,36.2
E02005558,53.6,2.1,44.3
E02005559,58.5,2.7,38.8
E02005560,63.9,3.7,32.3
E02005561,59.9,3.7,36.5
E02005562,52.7,2.2,45.1
E02005563,55.6,2.1,42.3
E02005564,57.8,1.9,40.2
E02005565,57.2,2.4,40.4
E02005566,54.2,2.3,43.6
E02005567,49.8,2.6,47.6
E02005568,53.3,2.2,44.5
E02005569,55.2,2.2,42.6
E02005570,40.8,1.8,57.4
E02005571,45.3,1.8,52.9
E02005572,42,2.5,55.5
E02005573,37.3,2.2,60.5
E02005574,45.2,1.8,53
E02005575,49.1,1.9,49
E02005576,41.4,2.4,56.2
E02005577,51.5,1.6,46.9
E02005578,55.5,2.1,42.4
E02005580,51.3,2.3,46.4
E02005581,50.3,2.7,47
E02005582,50,2.5,47.4
E02005583,43.3,2,54.8
E02005584,60.2,3.8,36
E02005585,58.3,4.3,37.4
E02005586,67.7,3.7,28.6
E02005587,52.1,4,43.9
E02005588,50.1,5,44.8
E02005589,52.4,4.8,42.8
E02005592,62.1,3.8,34.1
E02005593,31.7,6.7,61.6
E02005594,57,3.9,39.1
E02005595,48.9,2.3,48.8
E02005596,56.2,3.5,40.3
E02005598,59.8,1.5,38.7
E02005599,58.5,2,39.5
E02005600,52.5,2.1,45.5
E02005601,50.4,2.2,47.5
E02005602,58.2,1.9,39.9
E02005603,65.7,1.9,32.4
E02005604,53,2.1,44.8
E02005605,58.4,1.7,39.9
E02005606,57.1,2.2,40.7
E02005607,58.9,2.2,39
E02006302,47.9,2.6,49.5
E02006303,50.1,4.2,45.7
E02006304,48,2.6,49.4
E02006907,62.3,4.8,32.9
E02006908,63.1,4.2,32.7
E02007032,48,2.6,49.4
E02007033,51.5,2.6,45.9
E02007052,54.4,5.1,40.5
E02007053,45.8,6.9,47.3
E02007054,70.8,2.2,27.1
E02007055,56.6,1.9,41.5
