geography_code,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E02002722,37,40,21.2,1.7,0.2
E02003742,43.1,37.2,17.6,2,0.1
E02003743,25.5,35.5,33,5.3,0.7
E02003744,29.8,31.9,32.5,5.1,0.6
E02003745,44.8,34.1,18.8,2.1,0.2
E02003746,34,44.4,19.4,1.9,0.3
E02003748,31.2,39.6,27.1,1.9,0.2
E02003750,37.3,36.3,23.8,2.3,0.3
E02003751,47.2,35.7,15.2,1.7,0.2
E02005417,45,36.5,16.6,1.8,0.2
E02005425,53.7,33.6,11,1.5,0.2
E02005426,38.6,38.2,21.3,1.7,0.2
E02005428,28.8,46.9,21.9,2.1,0.3
E02005429,32,51.2,15.7,1.1,0.1
E02005431,42.8,38.4,17.5,1.1,0.1
E02005432,57.1,31.3,10.5,1,0.1
E02005433,26.8,51.6,19.9,1.4,0.2
E02005435,27.7,46.6,23.8,1.8,0.2
E02005436,39.1,41.6,17.7,1.4,0.2
E02005437,25.6,31.5,39.1,3.6,0.3
E02005438,26.7,40,30.4,2.6,0.2
E02005440,39.8,39.3,17.6,2.9,0.4
E02005466,47.1,36.5,14.4,1.8,0.3
E02005467,34.8,40.2,22.6,2.2,0.3
E02005472,37.3,41.1,19.5,1.7,0.3
E02005474,49.5,36.9,12.3,1,0.3
E02005503,50.6,34,14,1.2,0.2
E02005504,50.8,34.4,13.4,1.3,0
E02005505,43.8,31.7,22.3,1.9,0.3
E02005506,47.7,35.6,15.5,1.1,0.1
E02005507,32.6,38.4,26.8,2,0.2
E02005508,52.4,31.6,14.1,1.7,0.3
E02005509,38.4,38,21.5,2,0.1
E02005510,49.4,35,14.2,1.3,0.1
E02005511,38.1,39.4,19.9,2.3,0.4
E02005512,52.2,31.2,14.4,1.9,0.2
E02005513,39.3,37.3,21.4,1.7,0.3
E02005514,48.1,36.1,14.4,1.2,0.2
E02005515,53.1,32.7,12.9,1.2,0.1
E02005520,44.5,35.9,18.6,0.9,0.1
E02005521,47,35.2,16.7,1,0.2
E02005522,48.7,34.6,15.4,1.2,0.1
E02005523,48.7,33.6,16.4,1.1,0.2
E02005524,46.6,37.6,15.1,0.6,0
E02005525,53.4,30,15.5,1,0.1
E02005526,46.1,35.1,17.5,1.2,0.1
E02005527,57.2,28.1,13.8,0.7,0.2
E02005528,48.6,34.9,15.2,1.2,0.1
E02005529,46.8,37,15.4,0.8,0
E02005530,43.2,39.1,16.4,1.1,0.1
E02005531,42.2,37.8,18.4,1.6,0
E02005532,41.2,40.9,16.9,0.9,0.1
E02005533,53.3,31.2,14.6,0.8,0.1
E02005534,40.3,40.1,18.9,0.7,0
E02005535,50.8,32.5,15.8,0.8,0.1
E02005536,56.3,29.5,13.3,0.9,0
E02005537,46.9,35.7,16.2,1.1,0.1
E02005538,48,35.5,15.2,1.2,0.1
E02005539,48.2,35.7,14.9,1.2,0.1
E02005540,37.7,42.4,18.5,1.2,0.1
E02005541,39.5,29.4,28,2.7,0.3
E02005542,18.9,32.2,42.5,5.7,0.6
E02005543,17,28.2,47,6.9,0.9
E02005544,22.7,38.3,34.3,4.3,0.4
E02005545,42,40,16.4,1.4,0.4
E02005546,24.1,36.1,36.5,3,0.3
E02005547,40.3,35.2,22.4,2,0.2
E02005548,29.5,35.9,31,3.4,0.2
E02005549,44.6,38.2,16,1.2,0.1
E02005550,37.5,40.1,20.9,1.5,0
E02005551,38.7,37.4,22.3,1.5,0.1
E02005552,54.2,31.8,12.7,1.2,0.1
E02005553,42.3,39.4,17.2,1.1,0.1
E02005554,43.6,38.9,16.4,1.1,0
E02005555,63.7,27.3,8.4,0.4,0.2
E02005556,43.1,37.9,17.4,1.5,0.1
E02005557,19,38.2,37.9,4.3,0.6
