geography_code,sex-001,sex-002
E02002722,50.6,49.4
E02003742,51,49
E02003743,51.3,48.7
E02003744,51,49
E02003745,51.2,48.8
E02003746,48.3,51.7
E02003748,52.3,47.7
E02003750,51.5,48.5
E02003751,51.1,48.9
E02005417,48.3,51.7
E02005425,51.2,48.8
E02005426,52.4,47.6
E02005428,51,49
E02005429,51.6,48.4
E02005431,50.9,49.1
E02005432,50.9,49.1
E02005433,51,49
E02005435,51.6,48.4
E02005436,52.3,47.7
E02005437,49.4,50.6
E02005438,52.7,47.3
E02005440,50.9,49.1
E02005466,51,49
E02005467,51.3,48.7
E02005472,50.7,49.3
E02005474,49.6,50.4
E02005503,50.1,49.9
E02005504,50.7,49.3
E02005505,52.2,47.8
E02005506,50.6,49.4
E02005507,51.2,48.8
E02005508,50,50
E02005509,52.1,47.9
E02005510,50.9,49.1
E02005511,50.8,49.2
E02005512,45.9,54.1
E02005513,51.1,48.9
E02005514,50.4,49.6
E02005515,49.9,50.1
E02005520,52.5,47.5
E02005521,50.6,49.4
E02005522,51,49
E02005523,51.1,48.9
E02005524,50.1,49.9
E02005525,51.4,48.6
E02005526,51.8,48.2
E02005527,50.6,49.4
E02005528,50.7,49.3
E02005529,52.3,47.7
E02005530,50.3,49.7
E02005531,51.8,48.2
E02005532,50.9,49.1
E02005533,51.5,48.5
E02005534,51.3,48.7
E02005535,50.7,49.3
E02005536,51.2,48.8
E02005537,52.2,47.8
E02005538,51.1,48.9
E02005539,50.7,49.3
E02005540,51.3,48.7
E02005541,51.4,48.6
E02005542,49.7,50.3
E02005543,49.3,50.7
E02005544,50.7,49.3
E02005545,50.9,49.1
E02005546,52.2,47.8
E02005547,51.4,48.6
E02005548,52.9,47.1
E02005549,50.5,49.5
E02005550,50.8,49.2
E02005551,53.3,46.7
E02005552,50.8,49.2
E02005553,52.8,47.2
E02005554,52.5,47.5
E02005555,51.5,48.5
E02005556,52,48
E02005557,51.6,48.4
E02005558,51.4,48.6
E02005559,51.3,48.7
E02005560,52,48
E02005561,50.5,49.5
E02005562,51.8,48.2
E02005563,50.5,49.5
E02005564,49,51
E02005565,50,50
E02005566,50.5,49.5
E02005567,52.5,47.5
E02005568,49.7,50.3
E02005569,49.6,50.4
E02005570,52.5,47.5
E02005571,52.6,47.4
E02005572,51.7,48.3
E02005573,52.6,47.4
E02005574,50.6,49.4
E02005575,50.9,49.1
E02005576,51,49
E02005577,50.9,49.1
E02005578,50.6,49.4
E02005580,51.8,48.2
E02005581,46.7,53.3
E02005582,50.5,49.5
E02005583,51.3,48.7
E02005584,49.4,50.6
E02005585,50,50
E02005586,49.9,50.1
E02005587,48.4,51.6
E02005588,51.5,48.5
E02005589,50.8,49.2
E02005592,51.8,48.2
E02005593,53.5,46.5
E02005594,52.3,47.7
E02005595,53,47
E02005596,51.6,48.4
E02005598,51.8,48.2
E02005599,52,48
E02005600,51.8,48.2
E02005601,51.8,48.2
E02005602,51.6,48.4
E02005603,51.7,48.3
E02005604,50.6,49.4
E02005605,50.9,49.1
E02005606,50.2,49.8
E02005607,50.9,49.1
E02006302,51.2,48.8
E02006303,52.3,47.7
E02006304,51.5,48.5
E02006907,46.3,53.7
E02006908,47.9,52.1
E02007032,53.1,46.9
E02007033,51.3,48.7
E02007052,49.9,50.1
E02007053,50,50
E02007054,50.8,49.2
E02007055,51,49
