geography_code,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E02002722,99.1,0.6,0,0.3
E02003742,96,1.4,0.7,2
E02003743,73.5,3.8,4.4,18.3
E02003744,77.7,3.6,3.3,15.4
E02003745,97.1,1.2,0.4,1.3
E02003746,94.7,2,0.9,2.4
E02003748,94,1.6,0.9,3.5
E02003750,95.6,1.4,0.8,2.3
E02003751,97.5,1.1,0.3,1.1
E02005417,95.1,1.7,0.5,2.7
E02005425,99.1,0.7,0.1,0.1
E02005426,98.7,0.7,0.2,0.5
E02005428,99,0.5,0.1,0.5
E02005429,99,0.4,0.2,0.3
E02005431,98.7,0.6,0.1,0.6
E02005432,98.7,0.8,0.1,0.4
E02005433,98.9,0.4,0.2,0.5
E02005435,96.2,1.8,0.5,1.5
E02005436,98.6,0.6,0.1,0.8
E02005437,91.6,2.3,1.1,5
E02005438,97.3,0.9,0.6,1.2
E02005440,98.8,0.7,0.2,0.3
E02005466,97.1,1.2,0.4,1.2
E02005467,91.6,1.9,1.2,5.3
E02005472,95.6,1.5,0.7,2.3
E02005474,96.3,1.7,0.4,1.5
E02005503,98.4,0.8,0.2,0.6
E02005504,98.5,1,0.2,0.4
E02005505,96.1,1.8,0.5,1.6
E02005506,97.5,1.2,0.3,1
E02005507,95.4,1.4,0.6,2.6
E02005508,99,0.6,0.1,0.3
E02005509,95.9,1.7,0.6,1.8
E02005510,98.2,0.6,0.3,0.8
E02005511,88.2,2.1,1.6,8.1
E02005512,94.9,2.2,0.7,2.2
E02005513,93.6,1.8,1,3.6
E02005514,97.2,1.2,0.3,1.3
E02005515,97.9,1,0.2,0.9
E02005520,98.7,0.9,0.1,0.3
E02005521,98.8,0.8,0,0.3
E02005522,98.6,0.6,0.2,0.5
E02005523,98.2,1,0.2,0.6
E02005524,98.3,1.1,0.1,0.5
E02005525,97,1.4,0.3,1.3
E02005526,97,1.3,0.2,1.5
E02005527,98.3,0.9,0.2,0.6
E02005528,97,1.3,0.4,1.3
E02005529,97.1,1.1,0.5,1.2
E02005530,94.4,1.5,1,3.1
E02005531,96.8,1.7,0.4,1.1
E02005532,96.2,1.9,0.5,1.4
E02005533,98.4,0.9,0.2,0.5
E02005534,97.6,1,0.3,1
E02005535,95.3,2.1,0.7,1.8
E02005536,97.5,1.7,0.1,0.7
E02005537,98.6,1,0,0.3
E02005538,98.5,0.8,0.3,0.4
E02005539,98.5,0.9,0.1,0.4
E02005540,98.2,0.8,0.3,0.6
E02005541,92.2,2.6,1.3,3.9
E02005542,79.6,3,2.5,14.9
E02005543,75.9,4.1,3.5,16.5
E02005544,88,2.2,2.5,7.3
E02005545,98,0.8,0.4,0.7
E02005546,96,0.9,0.7,2.4
E02005547,94.9,1.5,0.5,3.1
E02005548,93.8,2.1,0.8,3.4
E02005549,99,0.6,0.1,0.4
E02005550,98.2,0.7,0.3,0.8
E02005551,98.3,0.7,0.3,0.7
E02005552,98.6,0.8,0.2,0.4
E02005553,99.2,0.5,0,0.3
E02005554,99.1,0.4,0,0.5
E02005555,96.3,1.9,0.6,1.1
E02005556,95,1.8,1.2,2
E02005557,74.3,4.5,5.4,15.9
E02005558,98,0.8,0.3,0.9
E02005559,86,3.6,3,7.4
E02005560,79.4,4.3,4.9,11.4
E02005561,81,3.7,2.5,12.7
E02005562,98.2,1,0.2,0.6
E02005563,97.1,1.5,0.3,1.1
E02005564,97.4,1.5,0.3,0.8
E02005565,97.9,1.2,0.1,0.9
E02005566,97.1,1.3,0.4,1.2
E02005567,95,1.5,0.7,2.8
E02005568,98.5,0.7,0.2,0.6
E02005569,97.2,1.4,0.2,1.1
E02005570,98.8,0.8,0.1,0.3
E02005571,98.2,1,0.2,0.6
E02005572,96.6,1.1,0.7,1.5
E02005573,97.5,0.9,0.3,1.2
E02005574,98.6,0.7,0.4,0.3
E02005575,98.9,0.9,0,0.2
E02005576,98.9,0.5,0.1,0.4
E02005577,98.6,0.9,0.1,0.4
E02005578,98.8,0.6,0.1,0.5
E02005580,96.2,1,0.5,2.3
E02005581,98.7,0.7,0.3,0.3
E02005582,98.7,0.7,0.1,0.5
E02005583,98.8,0.9,0.1,0.2
E02005584,86.5,3.4,1.8,8.3
E02005585,86.7,3.6,2.4,7.3
E02005586,88.8,3.5,1.1,6.6
E02005587,93,2.3,1.2,3.5
E02005588,85.8,5.1,1.9,7.2
E02005589,88.5,4.1,1.8,5.6
E02005592,91.6,4.3,0.7,3.4
E02005593,86,6.2,1.3,6.4
E02005594,89.4,3.6,1.1,5.9
E02005595,92.7,3.5,1,2.8
E02005596,90.9,3,1.7,4.5
E02005598,93.5,2.9,1.4,2.2
E02005599,96,1.6,0.9,1.5
E02005600,98.2,0.8,0.1,0.8
E02005601,97.6,1.2,0.4,0.8
E02005602,98,1.3,0.2,0.5
E02005603,97.3,1.3,0.5,0.8
E02005604,98.5,0.7,0.2,0.6
E02005605,98.3,1.1,0.2,0.4
E02005606,98.6,1,0.1,0.3
E02005607,98.2,1,0.1,0.6
E02006302,98.3,1,0.2,0.5
E02006303,98.3,0.9,0.3,0.5
E02006304,98.6,0.8,0.2,0.4
E02006907,84.3,3,1.1,11.6
E02006908,89.5,2.8,1.2,6.6
E02007032,99,0.4,0.2,0.4
E02007033,98.3,0.6,0.1,1
E02007052,87.7,3,1.8,7.5
E02007053,88.4,3.5,0.9,7.2
E02007054,91.7,3.6,1.9,2.8
E02007055,95.5,1.8,0.7,1.9
