geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00155265,87.8,9.8,0,1.6,0.8
E00155266,86.4,11.5,0.9,0.2,0.9
E00155267,88.7,10.4,0,0,0.9
E00155270,83.5,12,3.6,1,0
E00155271,90.2,9.1,0,0.7,0
E00155272,88.3,7.8,1.4,1.1,1.4
E00155273,89.6,8.5,1.6,0,0.3
E00155274,72.2,19.2,6.4,0.9,1.3
E00155275,82.2,16.1,1.7,0,0
E00155276,81,12.2,3,2.1,1.8
E00155277,83,11.9,2.5,2.2,0.3
E00155278,82.6,11.1,3.1,1,2.1
E00155279,88.8,10.3,0,0.3,0.6
E00155280,85.3,10.2,2.7,0.3,1.5
E00155281,88.5,9.2,2.4,0,0
E00155282,87.7,9.4,2.6,0.3,0
E00155283,82.8,11.8,2.2,1.1,2.2
E00155284,83.4,13.2,0.3,2.7,0.3
E00155285,87.5,9.9,1.8,0.9,0
E00155286,91.9,7.8,0,0,0.3
E00155287,87.4,9,1.7,1.4,0.6
E00155288,90.6,7.7,1,0,0.7
E00155289,88,10.1,1.6,0.3,0
E00155290,92.6,5.9,0.7,0.7,0
E00155291,89.5,8,1.8,0.3,0.3
E00155292,88.4,9.1,1.6,0.5,0.3
E00155293,89.5,10.2,0,0,0.3
E00155294,86.7,8.8,2.8,1.8,0
E00155295,76.4,10.1,1.4,4.1,7.9
E00155296,90.9,9.1,0,0,0
E00155297,92.5,5,0.4,1.7,0.4
E00155298,89.6,8.6,0.9,0.9,0
E00155299,91.1,6.7,1.3,0.6,0.3
E00155300,87.1,11,1.1,0.7,0
E00155301,92.7,5.2,0.8,1.1,0.3
E00155302,92.2,6.8,0,0,1
E00155365,83.9,13.5,1,0.6,1
E00155383,84.1,13.3,0.6,1.7,0.3
E00155442,89.5,7.4,1.1,1.4,0.7
E00155443,94.7,4.9,0.4,0,0
E00155444,90.8,8.2,1.1,0,0
E00155445,91,7.3,0.3,0,1.4
E00155447,90,6.6,2.1,0.5,0.8
E00155449,90,7.4,1,0,1.6
E00155516,89.8,6.9,0.7,0.7,2
E00155517,80.3,13.1,1.7,4.8,0
E00155518,91.7,6.2,1.7,0.3,0
E00155519,92.3,6.5,0.6,0.3,0.3
E00155520,84.3,11.8,1.6,0.8,1.6
E00155522,87.7,7.6,1.8,2.6,0.3
E00155523,91.1,5,0.4,2.3,1.2
E00155524,90,5.8,3,0.3,0.9
E00155525,89.6,7.8,0.6,0,1.9
E00155526,87.9,9,0.9,1.2,0.9
E00155527,87.4,6.5,1.8,1.8,2.5
E00155528,92.7,7,0,0,0.3
E00155529,88.2,7.9,0.7,2.9,0.4
E00155530,92.4,6.5,0,1.1,0
E00155531,90.4,8.9,0,0,0.7
E00155532,86.2,12.3,0.7,0,0.7
E00155533,87.6,7.7,3.4,1.3,0
E00155534,90.7,7.4,0.3,0.8,0.8
E00155640,84.2,11.3,3.2,0,1.4
E00155641,83.7,8.9,2.5,1.7,3.2
E00155643,93,5.8,0.9,0.3,0
E00155644,92.4,5.9,0.3,1.5,0
E00155645,84.4,11.1,2.9,1,0.6
E00155646,90.7,8.1,0.3,0.9,0
E00155647,88.6,9,0.5,1.4,0.5
E00155648,86.4,12.2,1.1,0.3,0
E00155649,88.5,10.3,0.4,0.4,0.4
E00155650,90.4,8.6,1,0,0
E00155651,91,8.7,0.3,0,0
E00155652,89.2,6.5,1.3,1.6,1.3
E00155653,92,5.4,1.8,0.4,0.4
E00155654,94.3,4.8,0.3,0,0.6
E00155655,84.5,11.1,1.1,3,0.4
E00155656,93.2,5.8,0.5,0.5,0
E00155657,88.6,8.2,2.5,0.3,0.3
E00155659,91.9,5.5,2.3,0.3,0
E00155660,91.4,7,1.1,0,0.5
E00155661,88.4,7.3,1.5,2.4,0.3
E00155662,90,7,1.3,0.5,1.3
E00155663,85,9.8,1.5,2.3,1.5
E00155664,87.7,8.7,0.6,1.2,1.8
E00155665,85.3,11.2,2.2,0.4,0.9
E00155666,92.5,6.3,0.5,0,0.7
E00155667,92.3,5.9,0.4,1.1,0.4
E00155668,89.3,7.1,0.6,3,0
E00155669,88.2,8.6,1.8,1.1,0.4
E00155670,87.4,8.8,1.5,0.8,1.5
E00155671,94.5,4.8,0.7,0,0
E00155672,90,8.1,1.2,0.3,0.3
E00155673,88.6,9,1,1,0.3
E00155674,91.3,7.7,1,0,0
E00155675,91.4,7.6,0.6,0,0.3
E00155676,88.1,9.4,0.3,0,2.2
E00155759,85.2,11.6,0,1.9,1.3
E00155767,87.9,9.7,0.9,1.5,0
E00155772,85.6,10.7,1.6,1.9,0.3
E00155839,90,6.2,0,3.8,0
E00155840,89,6.5,2.4,0.6,1.5
E00155841,89.5,7.5,2.9,0,0
E00155842,92.6,5.6,0,1.4,0.5
E00155843,84.8,8.3,1.8,2.2,2.9
E00155844,89.2,8.4,0.7,1.4,0.3
E00155857,90.4,6.4,0.9,1.5,0.9
E00155858,90.5,8.3,0,0,1.2
E00155859,89.6,7.9,1.4,1.1,0
E00155860,88.8,9.8,0.3,0.6,0.6
E00155861,91.3,6.4,1.7,0,0.7
E00155862,85.8,12,0.4,0.7,1.1
E00155863,82.7,12.2,2.1,2.4,0.6
E00157372,85.1,9.7,2,2.2,1
E00157734,88.8,9.3,1.9,0,0
