geography_code,in_full_time_education-001,in_full_time_education-002
E00155265,17.7,82.3
E00155266,19.6,80.4
E00155267,20.5,79.5
E00155270,20.1,79.9
E00155271,25.7,74.3
E00155272,24.2,75.8
E00155273,23.7,76.3
E00155274,15.1,84.9
E00155275,11.9,88.1
E00155276,19.6,80.4
E00155277,18.5,81.5
E00155278,17,83
E00155279,21.4,78.6
E00155280,20.4,79.6
E00155281,29.6,70.4
E00155282,17.3,82.7
E00155283,25.8,74.2
E00155284,22,78
E00155285,18.1,81.9
E00155286,20.8,79.2
E00155287,21.7,78.3
E00155288,24.2,75.8
E00155289,26.1,73.9
E00155290,18.4,81.6
E00155291,25.8,74.2
E00155292,21.3,78.7
E00155293,24.1,75.9
E00155294,22.9,77.1
E00155295,28.4,71.6
E00155296,25.4,74.6
E00155297,21.6,78.4
E00155298,17.9,82.1
E00155299,17.6,82.4
E00155300,17.7,82.3
E00155301,23.9,76.1
E00155302,20.3,79.7
E00155365,7.9,92.1
E00155383,16.3,83.7
E00155442,23.8,76.2
E00155443,17.3,82.7
E00155444,14,86
E00155445,17,83
E00155447,20.6,79.4
E00155449,21.6,78.4
E00155516,16.3,83.7
E00155517,19.3,80.7
E00155518,18.1,81.9
E00155519,16.4,83.6
E00155520,17.1,82.9
E00155522,20.7,79.3
E00155523,16.1,83.9
E00155524,16.7,83.3
E00155525,20.9,79.1
E00155526,23,77
E00155527,27.5,72.5
E00155528,22.6,77.4
E00155529,15,85
E00155530,14.4,85.6
E00155531,23,77
E00155532,17.2,82.8
E00155533,15.7,84.3
E00155534,15.7,84.3
E00155640,18.1,81.9
E00155641,17.3,82.7
E00155643,18.1,81.9
E00155644,18.9,81.1
E00155645,17.5,82.5
E00155646,18.3,81.7
E00155647,14.5,85.5
E00155648,23.3,76.7
E00155649,18.6,81.4
E00155650,12.5,87.5
E00155651,20.9,79.1
E00155652,13.7,86.3
E00155653,15.4,84.6
E00155654,21.5,78.5
E00155655,10.2,89.8
E00155656,26,74
E00155657,22.1,77.9
E00155659,21.8,78.2
E00155660,18.8,81.2
E00155661,24.2,75.8
E00155662,19.8,80.2
E00155663,14.3,85.7
E00155664,20.7,79.3
E00155665,5.1,94.9
E00155666,14.6,85.4
E00155667,18.6,81.4
E00155668,18.8,81.2
E00155669,11.9,88.1
E00155670,18.5,81.5
E00155671,20.8,79.2
E00155672,16.1,83.9
E00155673,16.2,83.8
E00155674,15.1,84.9
E00155675,16.1,83.9
E00155676,20,80
E00155759,15.5,84.5
E00155767,15.9,84.1
E00155772,18.6,81.4
E00155839,22,78
E00155840,22.3,77.7
E00155841,16.3,83.7
E00155842,17.8,82.2
E00155843,11.9,88.1
E00155844,15.2,84.8
E00155857,13.9,86.1
E00155858,23.2,76.8
E00155859,17.3,82.7
E00155860,19.8,80.2
E00155861,16.2,83.8
E00155862,21.3,78.7
E00155863,12.8,87.2
E00157372,18.5,81.5
E00157734,21.2,78.8
