geography_code,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00048425,7.4,9.8,69.9,12.9
E00048429,14.7,22.9,53.2,9.2
E00048431,8,24.8,57.7,9.5
E00048434,5.2,20.7,65.7,8.4
E00048435,7.2,16.4,71.7,4.6
E00048447,10.8,28.5,57.7,3.1
E00048471,9,18.5,63.5,9
E00048472,6.8,18.9,66.9,7.4
E00048473,6.1,22.8,64.9,6.1
E00048474,8.1,23.7,63.5,4.7
E00048478,10.9,17.6,64.7,6.7
E00048479,8.8,35.1,50,6.1
E00048480,4,21.9,65.6,8.6
E00048481,9.8,24.2,54.9,11.1
E00048482,6.5,18.3,65.4,9.8
E00048485,6,24,68,2
E00048486,7,17.4,67.4,8.1
E00048487,7.8,23,64.8,4.3
E00048488,4.3,20.2,69.3,6.1
E00048489,5.6,16.9,73.4,4
E00048491,6.1,16.4,70.3,7.3
E00048492,5.8,20.2,63.5,10.6
E00048494,7.8,20.9,62.1,9.2
E00048495,7.5,24.2,61.5,6.8
E00048496,6.6,19.8,68.3,5.4
E00048497,12.8,26.6,55,5.5
E00048498,11.5,13.9,68.9,5.7
E00048499,7.4,16,69.8,6.8
E00048500,12.1,28,58.9,0.9
E00048501,8.2,15.3,68.2,8.2
E00048502,5,21.7,63.3,10
E00048503,10.1,23.2,59.4,7.2
E00048504,5.4,23.7,65.1,5.9
E00048505,4.4,18.2,71.6,5.8
E00048506,16.7,21.4,53.6,8.3
E00048507,7.1,26.2,58.9,7.8
E00048508,8.2,24,60.8,7
E00048509,9.8,22.9,60.3,7
E00048510,9.7,12.6,73.8,3.9
E00048511,6.3,16.4,68.3,9
E00048514,12.6,25.3,58.6,3.4
E00048517,0,38.1,57.1,4.8
E00048519,7.4,16.7,70,5.9
E00048529,12.2,13.7,69.1,5
E00048574,7.8,15.2,66.8,10.2
E00048575,8.5,16.4,67.2,7.9
E00048576,6.3,24,64.6,5.2
E00048583,12.5,25.8,56.7,5
E00048584,4.4,34.1,61.5,0
E00048585,13.6,30,52.7,3.6
E00048586,6.1,23.8,66,4.1
E00048587,8.3,19.3,66.2,6.2
E00048588,12.4,19,66.1,2.5
E00048589,11.9,27.1,55.9,5.1
E00048590,10.7,18.5,64.6,6.2
E00048591,3.3,15.7,70.2,10.7
E00048592,7.6,15.9,65.6,10.8
E00048593,4.4,16.7,69.4,9.4
E00048594,10.1,19.4,56.8,13.7
E00048595,6.8,26.5,61.9,4.8
E00048596,8.8,31.9,54,5.3
E00048597,6.9,20.8,68.1,4.2
E00048598,1.5,20,68.5,10
E00048599,7.4,25,59.3,8.3
E00048600,9.8,25,57.6,7.6
E00048601,9.7,19.4,66.7,4.3
E00048602,7.5,13.5,70.5,8.5
E00048603,9.5,18.3,66.3,5.9
E00048604,7.4,19.1,64.7,8.8
E00048606,8.3,18.1,68.4,5.2
E00048607,7.3,16.1,70.5,6.2
E00048608,5.3,15.1,73.7,5.9
E00048609,10.6,12.6,66.8,10.1
E00048610,9.2,18.5,65.3,6.9
E00048611,10.8,19.2,60.8,9.2
E00048612,6.5,25,62,6.5
E00048613,13.9,23,58.2,4.9
E00048614,9.4,17,67.5,6.1
E00048615,3.2,21.4,66.7,8.7
E00048616,6,17.1,70.9,6
E00048617,6.3,18.8,68.8,6.3
E00048618,12.7,25.5,54.9,6.9
E00048619,1.5,20.6,66.2,11.8
E00048620,13.2,19.8,63.7,3.3
E00048621,14.3,16.4,62.9,6.4
E00048622,5.8,14.3,73.4,6.5
E00048623,6.3,16.9,64.4,12.5
E00048624,6.2,27.7,58.8,7.3
E00048625,9.8,24.4,60.2,5.7
E00048626,14.4,20.3,55.9,9.3
E00048627,12.8,21.5,58.4,7.4
E00048628,6.3,15.4,70.6,7.7
E00048629,7.9,14.3,73.8,4
E00048630,7.4,24.1,63.9,4.6
E00048631,11.1,22.9,57.6,8.3
E00048632,4.8,19.4,71,4.8
E00048633,10.7,26.2,57.4,5.7
E00048634,6.1,19.5,69.5,4.9
E00048635,7.8,24,60.4,7.8
E00048637,6.2,22.3,61.5,10
E00048638,6.3,15.6,62.5,15.6
E00048639,13.3,21.4,59.2,6.1
E00048640,9.7,21.6,64.9,3.7
E00048641,10.5,27.6,56.2,5.7
E00048642,7.7,23.1,62.1,7.1
E00048897,10,18.9,65.6,5.6
E00048898,10,20.6,61.2,8.2
E00158355,7.4,23.1,58.3,11.1
E00158356,10.6,26.6,61.7,1.1
E00158357,8.6,20.9,63.3,7.2
E00158358,2.8,13.9,63.9,19.4
E00158359,11,18.6,65.3,5.1
E00158360,8,18.8,63.4,9.8
