geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00112295,69.4,24.8,4.1,1.7,0
E00112296,62.1,29.5,8.3,0,0
E00112297,67.7,23.2,7.7,1.3,0
E00112298,70.4,19.4,9.7,0.5,0
E00112299,72.3,21.4,6.3,0,0
E00112300,67,28.3,4.7,0,0
E00112301,67.2,28.7,4.1,0,0
E00112302,68.2,29.1,1.8,0.9,0
E00112303,59.9,32.7,6.1,1.4,0
E00112304,51.4,31.9,12.5,4.2,0
E00112305,55.8,34.8,8,1.4,0
E00112306,65.1,27.5,7.3,0,0
E00112307,69.6,25.2,4.4,0.7,0
E00112308,61.5,27.7,8.5,2.3,0
E00112309,40.2,30.5,20.7,7.3,1.2
E00112311,54.3,24,13.2,7,1.6
E00112312,73.2,19.6,7.2,0,0
E00112313,38.4,32.6,24.4,3.5,1.2
E00112314,60,26.7,8.1,5.2,0
E00112315,69.4,26.9,1.9,1.9,0
E00112316,54.8,34.7,10.5,0,0
E00112317,68.4,27.2,3.5,0.9,0
E00112319,54.4,28,12.8,4.8,0
E00112320,68.2,23.3,7,1.6,0
E00112321,62.2,30.3,7.6,0,0
E00112322,72.5,19.8,6.9,0.8,0
E00112323,64.6,31.5,1.5,2.3,0
E00112324,68.8,27.7,2.7,0.9,0
E00112325,68.6,27.3,4.1,0,0
E00112326,74.6,22.1,3.3,0,0
E00112327,64.1,28.2,6,1.7,0
E00112328,56.2,30.5,13.3,0,0
E00112329,59.1,30,10.9,0,0
E00112330,60,33.9,6.1,0,0
E00112331,53.7,37.2,9.1,0,0
E00112345,67.7,19.5,9,3.8,0
E00112349,57.4,28.7,7.8,6.1,0
E00112350,59.5,34.5,6,0,0
E00112351,65.8,26.7,7.5,0,0
E00112352,69,25.6,4.7,0,0.8
E00112353,61.7,30.8,6.5,0.9,0
E00112354,63.2,27.2,7.9,1.8,0
E00112355,69.1,24.5,6.4,0,0
E00112356,57.9,29,11,2.1,0
E00112357,65.4,27.7,6.2,0.8,0
E00112358,68.6,25.6,5.8,0,0
E00112359,72.6,21.2,4.4,1.8,0
E00112360,65.3,26.6,8.1,0,0
E00112361,35.9,35.9,20.5,7.7,0
E00112362,54.6,25.4,16.9,3.1,0
E00112363,58.8,35.1,6.1,0,0
E00112364,69.5,23.4,7.1,0,0
E00112365,68.2,29,2.8,0,0
E00112366,59.6,35.1,4,1.3,0
E00112367,65.6,25.2,6.9,0.8,1.5
E00112368,63.9,27.1,8.3,0.8,0
E00112369,75,21.2,3.8,0,0
E00112370,64.3,30.2,5.4,0,0
E00112371,63.9,24.8,9.8,1.5,0
E00112372,61.1,32.5,5.6,0.8,0
E00112373,68.7,24.6,6,0,0.7
E00112374,72.9,25.6,1.6,0,0
E00112375,68.3,26.7,5,0,0
E00112376,68.2,21.8,6.4,3.6,0
