geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00087735,1.6,33.6,64.8
E00087736,5.9,18.5,75.6
E00087737,1.5,19,79.5
E00087738,1.9,42.2,55.8
E00087739,1,25.3,73.7
E00087740,7.6,19.7,72.7
E00087741,2.9,23.4,73.7
E00087742,6.9,21.4,71.8
E00087745,3,34.8,62.1
E00087746,1.4,34.5,64
E00087748,3.7,21.8,74.5
E00087749,6.9,42.8,50.3
E00087750,4.2,21.8,73.9
E00087751,3.4,48.3,48.3
E00087752,0,29.6,70.4
E00087753,4.4,13.2,82.4
E00087754,5.1,24.8,70.1
E00087755,2.4,31,66.7
E00087756,2,46.5,51.5
E00087757,6.3,28.6,65.1
E00087865,6.7,18.7,74.6
E00087866,7,12.3,80.7
E00087867,4.8,21.4,73.8
E00087868,5.8,16.8,77.4
E00087869,5.5,25.8,68.8
E00087870,5,10.6,84.4
E00087871,3.7,20.4,75.9
E00087872,2.6,40,57.4
E00087873,4.6,18.8,76.6
E00087874,3.4,23.6,73
E00087875,1.6,31.7,66.7
E00087876,4.6,37.4,57.9
E00087877,5.5,23.4,71.1
E00087878,3.1,40.5,56.5
E00087879,6.5,41.3,52.2
E00087880,4.4,22.2,73.3
E00087881,4.6,22.4,73
E00087882,4.8,30.4,64.8
E00087883,0.8,26,73.2
E00087884,2.8,16.8,80.4
E00087885,7.5,20.3,72.2
E00087886,0,21.8,78.2
E00087887,3.6,41.1,55.4
E00087888,3,35.5,61.4
E00087889,4,25.8,70.2
E00087890,0.8,14.2,85
E00087891,3.8,37.5,58.7
E00087892,3,36.6,60.4
E00087893,5.2,44.4,50.4
E00087894,4.1,27.3,68.6
E00087895,5.9,13.4,80.7
E00087896,4.8,23.8,71.4
E00087897,2.6,12.9,84.5
E00087898,4.7,18.8,76.6
E00087899,0.8,17.8,81.4
E00087900,6.9,20.8,72.3
E00087901,6.4,28,65.6
E00087902,3.5,20.4,76.1
E00087903,1.8,60.2,38.1
E00087904,4.6,22.1,73.3
E00087905,2.6,24.7,72.8
E00087906,1.6,36.1,62.3
E00087908,1.1,34.8,64
E00087909,3.1,22.5,74.4
E00087910,6,31,62.9
E00087911,6.8,26.3,66.9
E00087913,6.5,18.3,75.2
E00087914,4.3,24.6,71
E00087915,2.8,23.8,73.4
E00087916,5.9,34.7,59.3
E00087917,2.1,18.8,79.2
E00087918,0.7,27,72.3
E00087919,1.6,24.6,73.8
E00087966,0.7,26.3,73
E00087967,6.1,15.5,78.5
E00087968,1.5,20.4,78.1
E00087969,3,36.6,60.4
E00087970,5.5,17.1,77.4
E00087971,2.9,20.6,76.5
E00087972,11.8,11.8,76.5
E00087973,10.4,37.8,51.9
E00087974,2.9,20.5,76.6
E00087975,3.5,33.3,63.1
E00087976,4.3,32.9,62.9
E00087977,0,9.3,90.7
E00087978,4.1,24.1,71.7
E00087979,5.6,18.1,76.3
E00087980,6.4,34.4,59.2
E00088055,6.6,13.1,80.3
E00088056,1,17,82
E00088057,4.5,26.1,69.4
E00088078,4.5,27.8,67.7
E00088079,0,30.7,69.3
E00088080,5.2,25.2,69.6
E00088081,6.6,30.1,63.2
E00088082,0,20.6,79.4
E00088083,4.5,24.2,71.3
E00088090,8.1,28.5,63.4
E00088091,3.4,20,76.6
E00088092,3.8,30.3,65.9
E00088118,4.6,25,70.4
E00088119,1.6,19.4,79
E00088120,7.5,23.3,69.2
E00088121,4.6,19,76.4
E00088122,3.8,23.5,72.7
E00088123,2.5,16.4,81.1
E00088628,3.6,24.5,71.9
E00088629,3.7,28.4,67.9
E00088630,6.4,24.1,69.5
E00088631,2.4,19.2,78.4
E00088632,1.5,30.4,68.1
E00088633,4.2,36.7,59.2
E00088634,4.2,37.5,58.3
E00088635,5.9,20,74.1
E00088636,5.5,22.6,71.9
E00088637,3.6,23,73.3
E00088638,3.1,24,72.9
E00088639,4.2,23.9,71.8
E00088640,5.5,27.6,66.9
E00088641,5.9,19.9,74.3
E00088642,1.7,22,76.3
E00088919,7.2,18.9,73.9
E00088920,11.4,24.6,64
E00119977,2,24.5,73.5
E00171386,6.1,7.8,86.1
E00171387,3.9,28.1,68
E00177048,5,4,91
E00177049,3.4,4.3,92.2
E00177066,5.8,14.6,79.6
E00177072,1.4,15.2,83.3
E00177088,2.6,19.4,78.1
E00177092,3.4,9.1,87.5
E00177095,7.3,14.5,78.2
E00177134,4.5,6,89.6
E00177135,3.9,32.6,63.6
E00177152,4.8,16.4,78.8
E00177161,2.8,29.2,68.1
E00177164,1.9,19.1,79
E00177165,2.9,22.8,74.3
E00177167,0,29.7,70.3
E00177173,6.5,16.8,76.6
E00177200,3.3,31.1,65.6
E00177202,3.9,11.8,84.3
E00177204,3.7,10.4,85.8
E00177213,7.1,9.5,83.3
E00177216,0.6,20.5,78.9
