geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00002310,33.4,45.5,7.3,5.7,8
E00002311,26.9,37.3,21.3,6.1,8.3
E00002312,22.6,54.2,14,4.7,4.7
E00002314,32.2,41.4,10.5,7.5,8.4
E00002316,35.4,31.3,15.7,12.6,5
E00002319,35.1,48.7,9.1,3,4
E00002321,28.5,43.4,9.5,11,7.6
E00002323,39.6,42.8,7.7,4.3,5.5
E00002324,32.9,44.8,8.2,6.8,7.5
E00002325,32.4,45.4,10.4,6.1,5.7
E00002326,36.1,32.9,10.8,8.6,11.6
E00002327,26.7,38.7,15.4,7.5,11.7
E00002328,29.8,33.1,17.9,10.6,8.6
E00002329,31.2,36.1,17.6,6.8,8.3
E00002330,33.6,36.8,13.9,8,7.7
E00002331,46.6,39.6,5.5,4,4.4
E00002333,28.5,46.9,10.5,7.5,6.6
E00002334,31.7,40.9,12.1,8.4,6.9
E00002336,25.9,33.3,22.4,9.8,8.6
E00002337,25.3,34.5,18.2,11.3,10.6
E00002339,27.6,40.7,12,10.7,9
E00002340,31.3,44.2,11.8,9.8,3
E00002341,28.6,34.8,21.8,9.5,5.2
E00002343,30.3,43.4,13.1,8,5.3
E00002374,45,35.7,9.7,5,4.5
E00002375,37.1,39,12,8.5,3.5
E00002376,49.4,35.5,6.5,5.9,2.7
E00002377,38.7,31.6,13.4,9.7,6.6
E00002738,47.2,34.2,5.9,9.4,3.2
E00002739,38.3,36,10.1,8.3,7.2
E00002741,37.5,41.6,12,5.6,3.2
E00002742,41.7,37.1,9.2,7.2,4.9
E00002743,48.3,37.4,4.9,2.9,6.6
E00002744,51,37.6,5.2,3.2,3
E00002745,53.9,32.9,5.9,4.9,2.3
E00002746,55.5,34.5,4.8,3.2,1.9
E00002762,42.2,38,8.8,6.3,4.7
E00002771,33.9,38.1,13.6,8.5,5.9
E00002784,38.4,40.4,11,4.7,5.5
E00002787,44.7,38.5,7.3,2.2,7.3
E00002788,42,39.4,8.1,7.9,2.6
E00002789,28.8,36.1,20,6.3,8.8
E00002790,44.6,31.8,10.8,8.2,4.5
E00002791,47.3,40.1,4.5,6.5,1.6
E00002792,44,37,9.8,4.7,4.4
E00002793,42.6,37.1,7.8,5,7.6
E00002794,35.6,32.3,10.1,13,9
E00002795,49.2,37.4,3.6,5.8,4
E00002796,45.2,38,6.5,6.2,4
E00002902,58.4,38.2,0,3.2,0.3
E00002906,50.3,39.5,7.8,1.6,0.8
E00002908,52.5,39.3,4.7,2.9,0.5
E00002909,57.6,37.1,1.8,2.5,0.9
E00002912,50.8,41.1,2.4,4.3,1.4
E00002913,56.1,34.4,4.5,1.7,3.4
E00002917,53.4,35.3,6.2,2.6,2.4
E00002920,59.4,35.6,1.6,3.2,0.3
E00002921,58.4,35.4,3.2,0.9,2.1
E00002922,43.5,42.8,8.9,3.3,1.5
E00002923,56.6,37.9,3.6,1.9,0
E00002924,52,39,2.9,4.9,1.2
E00002925,53.3,37.7,4.5,2.5,2
E00002928,53.1,38,6.3,1.3,1.3
E00002929,55.4,35.8,2.3,2.3,4.2
E00002930,34.6,30.3,13.3,14.3,7.6
E00002931,42.1,31.5,13.1,8.7,4.7
E00002932,41,41,9.7,2.9,5.4
E00002933,40.7,35.5,4.5,8.5,10.7
E00002935,23.3,32.9,17.2,13.3,13.3
E00002936,32.8,40.3,11.5,10.7,4.8
E00002937,40.7,39.6,8.7,6.1,4.9
E00002938,33.5,37.9,13.7,7.9,7
E00002939,34.7,34.4,18.7,7.7,4.5
E00002940,35.9,39.4,10.3,5.9,8.5
E00002941,47,40.7,6.1,3.1,3.1
E00002942,39.8,45.5,7.3,3.1,4.3
E00002943,34,42.7,10.4,9.2,3.9
E00002944,40.3,35.2,17.7,4.3,2.6
E00002945,26.5,45.5,10.1,9,9
E00002946,32.6,33.7,17.3,10.7,5.6
E00002947,35.2,39.4,8.5,7.3,9.6
E00002948,34.1,38.4,9.3,10.1,8.2
E00002949,42,39.7,6.4,6.6,5.3
E00002950,42.6,41.8,5.8,7.1,2.6
E00002951,49.8,36,6.4,5.6,2.3
E00002953,27,40.1,12.6,13.1,7.2
E00002954,32.8,35.2,8.3,13,10.7
E00002955,41.6,35.2,12.7,6.1,4.4
E00002956,42,41.4,6.9,4.9,4.9
E00002957,43.2,37.5,8.9,6.9,3.5
E00002958,42.9,37.2,10.6,4.7,4.7
E00002959,37.3,31.8,11.7,14.8,4.4
E00002960,26.9,30.2,18.3,14.8,9.9
E00002961,43.4,35.8,10.9,5.9,4.1
E00002962,37.3,38.3,11.4,8.5,4.4
E00002963,34.6,39.9,12,7.3,6.1
E00002964,37.7,38.8,15.7,5.5,2.3
E00002965,36.2,32.9,9.5,13.5,8
E00002966,37.4,40.1,11.2,6.7,4.5
E00002967,38.5,30.5,12.4,5.4,13.2
E00002969,40.3,40.3,2.8,11,5.5
E00002970,22.8,21.8,21.8,22.8,10.8
E00002971,26.4,25.4,19.5,16.4,12.4
E00002972,27.9,40.6,11.6,8.4,11.6
E00002973,30.8,32.1,14.5,14.5,8.2
E00002974,29.1,36.9,16.8,9.4,7.9
E00002976,28.4,32,15.8,14.5,9.3
E00002980,44.2,39.2,8.2,5,3.4
E00002981,42.6,38.7,7,8.2,3.4
E00002983,39.9,38,7.4,6.2,8.5
E00002984,32.6,25.2,16.1,13.4,12.8
E00002985,32.1,36.8,11.1,10.9,9.1
E00002986,46.4,32.8,10.8,6,4
E00002987,35.5,40.1,14.5,7.1,2.8
E00002988,39.3,37.4,9.3,8.2,5.8
E00002989,34.2,38.7,12.1,10.7,4.3
E00002990,33.8,39.8,10.4,9.6,6.3
E00002991,32.5,33.5,19.8,8,6.2
E00002992,31.3,36.9,10.7,12.8,8.3
E00002993,41.8,34.8,8.3,10.5,4.6
E00002994,37.9,35.7,10.3,7.8,8.3
E00002995,32.8,42.3,9.3,7.3,8.3
E00002996,41.3,30.6,10,10.2,7.9
E00002997,33.6,39.9,10.7,9,6.7
E00002998,31.4,31.9,15.8,14.3,6.6
E00002999,31,29.5,18.4,12.1,9.1
E00003000,32.5,34.1,11.9,13.7,7.9
E00003041,29.6,30.9,19.2,11.3,9.1
E00003042,28.6,32.1,14.2,14.7,10.3
E00003043,25.1,34.9,17,14,9
E00003046,26.1,37.3,19.9,10.2,6.4
E00003047,32.1,33.3,14.7,14.9,4.9
E00003048,20,26.5,22.5,13.2,17.7
E00003050,28.1,40.5,13.3,12.3,5.8
E00003051,30.7,30.1,18,11,10.2
