geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00002310,55.5,6.1,38.4
E00002311,56.6,5,38.4
E00002312,58.6,2.1,39.3
E00002314,61.6,2.9,35.6
E00002316,55.8,2.8,41.4
E00002319,60.6,4.6,34.9
E00002321,63.9,5.7,30.4
E00002323,58,6,36
E00002324,67.5,5.7,26.8
E00002325,61.8,4.7,33.6
E00002326,51.2,3.5,45.2
E00002327,67.3,8.8,24
E00002328,66.3,6.6,27.1
E00002329,55.8,5,39.2
E00002330,59.5,3.7,36.7
E00002331,58.1,5.7,36.2
E00002333,59.7,3.4,36.9
E00002334,59.6,4.7,35.7
E00002336,52.2,4.8,43
E00002337,64.1,4.4,31.6
E00002339,67.1,2.7,30.1
E00002340,61,3.2,35.8
E00002341,62.9,5,32.2
E00002343,62.2,2,35.7
E00002374,50.9,8.3,40.9
E00002375,56.1,2,41.8
E00002376,48.5,12.6,38.9
E00002377,61.1,6.2,32.7
E00002738,57,5.3,37.7
E00002739,61.2,3.2,35.7
E00002741,60.1,3.9,36
E00002742,63.9,5.7,30.4
E00002743,58.1,2.6,39.2
E00002744,56.9,2.9,40.2
E00002745,57.8,4.8,37.5
E00002746,45.6,4.8,49.6
E00002762,56.8,7.5,35.7
E00002771,55.4,4.9,39.7
E00002784,57,3.6,39.4
E00002787,43.9,1.9,54.1
E00002788,51.3,5.1,43.6
E00002789,49.3,4.9,45.8
E00002790,58.8,3,38.1
E00002791,59.2,4.9,35.9
E00002792,60.8,5.9,33.3
E00002793,55.8,4.6,39.6
E00002794,65.1,3.4,31.5
E00002795,53.2,5.6,41.2
E00002796,54.4,2.8,42.7
E00002902,39.5,8.9,51.7
E00002906,45,9.6,45.4
E00002908,47,7.6,45.4
E00002909,52.1,5.4,42.6
E00002912,54.5,5.9,39.6
E00002913,44.7,8.1,47.2
E00002917,44.7,4.9,50.4
E00002920,37.3,15.2,47.5
E00002921,48.3,7.3,44.4
E00002922,40.6,6.3,53.1
E00002923,32.2,13.1,54.7
E00002924,46.2,8.6,45.2
E00002925,47.6,8.3,44.1
E00002928,53.5,7,39.5
E00002929,48.6,8.1,43.2
E00002930,60.7,3.8,35.5
E00002931,60.2,9,30.9
E00002932,61.4,6.1,32.4
E00002933,59.9,7.1,33
E00002935,64.9,2.7,32.4
E00002936,56.3,3.3,40.5
E00002937,58.6,2.6,38.8
E00002938,61.7,4.6,33.7
E00002939,64.8,3.3,31.9
E00002940,56.7,5.4,37.9
E00002941,56.8,5,38.2
E00002942,62.1,4.7,33.1
E00002943,45.1,3.7,51.1
E00002944,77.4,2.4,20.2
E00002945,66.7,7.8,25.5
E00002946,64.4,3.6,32
E00002947,59.9,6.2,33.9
E00002948,60.1,3.4,36.4
E00002949,57.7,5.2,37.1
E00002950,52.5,4.7,42.8
E00002951,54.8,7.9,37.3
E00002953,62.9,10.7,26.4
E00002954,60.9,5.6,33.5
E00002955,63.5,3,33.5
E00002956,58.3,5.4,36.2
E00002957,59.8,5.3,34.9
E00002958,61.4,4.7,33.9
E00002959,61.3,6.9,31.8
E00002960,53.4,3.2,43.4
E00002961,58.3,2.9,38.8
E00002962,62.1,2.6,35.3
E00002963,55.3,7.3,37.4
E00002964,58.2,7.3,34.5
E00002965,56.9,4,39.1
E00002966,56.6,5.8,37.6
E00002967,62.6,2.7,34.7
E00002969,55.2,3.6,41.1
E00002970,68,5.5,26.5
E00002971,64.2,2.7,33.1
E00002972,63.1,4.3,32.6
E00002973,64.3,5.9,29.8
E00002974,66.2,3.4,30.5
E00002976,69.4,5.3,25.3
E00002980,55.3,6.7,38
E00002981,59.2,7.9,32.9
E00002983,65.5,4.8,29.8
E00002984,59.3,6.7,34.1
E00002985,53,5.4,41.6
E00002986,54.7,4.9,40.4
E00002987,54.8,4.8,40.5
E00002988,59.3,4.3,36.3
E00002989,54.4,4.4,41.1
E00002990,58.6,4.8,36.6
E00002991,57,4.9,38.1
E00002992,52.6,4.5,42.9
E00002993,58.7,5,36.3
E00002994,57.1,3.2,39.6
E00002995,59.7,4.5,35.8
E00002996,64.4,5.2,30.4
E00002997,60,6,33.9
E00002998,59.7,4.2,36.1
E00002999,70.1,8.6,21.3
E00003000,68,2.1,29.9
E00003041,58.1,6.2,35.8
E00003042,65.9,5.6,28.5
E00003043,62.1,5.6,32.3
E00003046,57.2,4.2,38.6
E00003047,63,3.9,33.1
E00003048,64.4,5,30.6
E00003050,62.9,2.1,35
E00003051,62.1,3,35
E00003052,59.6,7.7,32.7
E00003053,55.3,2.7,42
E00003054,56.5,5.1,38.4
E00003056,54.2,2.9,42.9
E00003057,55,3.8,41.3
E00003058,60.8,3.5,35.7
E00003061,52.4,6.7,40.9
E00003062,59.3,5.3,35.4
E00003063,54,6.5,39.5
E00003064,62.1,5,32.9
E00003065,62.8,4.3,32.9
E00003068,57.1,5.5,37.4
E00005966,54.1,5.3,40.6
E00005969,47.5,7.4,45.1
E00005972,57.1,4.2,38.7
E00005973,55.7,5.4,38.9
E00005974,63.6,3.2,33.2
E00005975,61.4,5.8,32.8
E00005976,54.6,6.3,39.1
E00005977,56.6,4.4,39.1
E00005979,56.6,7.8,35.7
E00005981,57.7,3.3,39
E00005982,54.5,5.5,40
E00005983,65,6.8,28.1
E00005984,63.2,5.9,30.8
E00005985,67.5,6,26.5
E00005986,65.6,5,29.4
E00005987,63.9,11.1,25
E00005988,65.7,4,30.3
E00005989,54.1,3.5,42.5
E00005990,77.3,1.3,21.4
E00005991,69.1,2.3,28.6
E00005992,61.8,5.1,33.1
E00005994,61.3,8.8,29.9
E00005995,70.5,3.6,25.9
E00005996,60.5,5.8,33.7
E00005997,69.5,3.2,27.3
E00005998,68.4,5.1,26.5
E00005999,69.4,4.4,26.2
E00006000,66.5,4.1,29.3
E00006001,62.6,3.9,33.5
E00006002,42.9,7.1,50
E00006003,63.3,4.5,32.2
E00006004,63.8,6.6,29.6
E00006005,72.2,3.5,24.3
E00006006,69,6.3,24.6
E00006007,62.6,4.2,33.2
E00006011,74.6,2.5,22.9
E00006012,44.9,8.4,46.7
E00006013,65.6,1.4,33
E00006014,50.8,2.4,46.8
E00006015,65.8,3.4,30.8
E00006016,35.6,7.2,57.2
E00006017,57.2,2.9,39.9
E00006018,51.9,6.6,41.5
E00006019,61.7,4.5,33.8
E00006020,70.6,3.4,26.1
E00006021,47.2,4,48.8
E00006022,59.1,4.2,36.7
E00006023,58.3,4.7,37.1
E00006024,66.5,3.6,29.9
E00006025,62.5,3.1,34.4
E00006026,55,1.3,43.7
E00006027,42.4,14.4,43.2
E00006028,52,4.7,43.3
E00006029,44.1,14.2,41.8
E00006030,61.6,6.3,32.1
E00006031,49.6,10,40.4
E00006032,60.7,3.4,35.9
E00006033,59.3,5.9,34.7
E00006034,59.7,4.2,36.1
E00006035,52.8,6.9,40.3
E00006036,77.3,5.8,16.9
E00006037,73.9,4.2,21.8
E00006038,62.2,8.1,29.7
E00006039,68.1,5,27
E00006040,65.8,5.3,28.9
E00006041,51.2,2.9,45.9
E00006042,57.6,3.3,39
E00006043,37.4,9.7,52.9
E00006044,64.5,4.3,31.2
E00006045,71.1,4,24.9
E00006046,53.8,6.4,39.8
E00006047,63.4,3.1,33.5
E00006048,39.2,8,52.8
E00006049,63.7,3.9,32.4
E00006050,61.9,3.3,34.7
E00006051,37.8,5.9,56.3
E00006052,55,2.1,42.9
E00006053,50.2,6.8,43.1
E00006054,57.3,2.6,40.1
E00006055,62.3,2.4,35.3
E00006056,52.8,3.3,43.9
E00006091,57.8,6.2,36
E00006092,60.9,5.4,33.7
E00006093,64.4,2.7,33
E00006094,59.2,1.9,38.9
E00006095,62.9,1.7,35.4
E00006096,65.5,2,32.5
E00006097,62.6,1.5,35.9
E00006098,62.8,5.3,31.9
E00006099,78.5,3.6,17.8
E00006100,66.7,4.4,28.9
E00006101,77.7,3.2,19.1
E00006102,61,4.4,34.6
E00006103,70.7,1,28.3
E00006104,60,3.5,36.5
E00006105,60.2,2.3,37.5
E00006106,65.4,3.2,31.3
E00006107,52.8,4.9,42.3
E00006108,48.3,21.8,29.9
E00006109,54.2,3.1,42.7
E00006110,73.2,3.1,23.7
E00006111,55.2,4.3,40.5
E00006112,70.8,4.5,24.7
E00006113,71.4,2.8,25.8
E00006114,69.6,1.7,28.7
E00006115,71.9,3.7,24.3
E00006116,60,5.8,34.2
E00006118,65,4.5,30.5
E00006119,65.8,7,27.2
E00006120,77.1,2,21
E00006121,66.7,4.9,28.5
E00006122,65.4,6.2,28.4
E00006123,67.2,5.9,26.9
E00006124,69,2.4,28.6
E00006125,69.3,4.8,25.9
E00006127,71.7,5.5,22.8
E00006128,72.5,6.6,20.9
E00006130,66.6,5.9,27.5
E00006131,70.3,4.2,25.5
E00006132,44.7,6.1,49.2
E00006133,69.1,5.4,25.6
E00006134,66.3,5.3,28.4
E00006135,76.8,1.4,21.8
E00006136,72.4,5.2,22.4
E00006137,68.9,6.4,24.7
E00006163,73,5.3,21.6
E00006164,71.6,5.1,23.3
E00006165,77.4,1.3,21.3
E00006166,63.4,7.1,29.5
E00006167,66.2,4.3,29.5
E00006168,66.3,7.7,26
E00006169,65.5,1.7,32.8
E00006170,76.2,4.2,19.7
E00006171,67.8,3.7,28.5
E00006172,69.6,6.6,23.7
E00006173,59,4.4,36.6
E00006174,54.4,4.1,41.4
E00006176,56.7,2.2,41.2
E00006177,67.1,4.2,28.7
E00006178,75.7,6.4,17.9
E00006179,66.1,5.2,28.8
E00006181,53.3,6.3,40.4
E00006194,47.6,5.5,46.9
E00006198,53.8,6.2,40
E00006199,58.2,6.9,34.9
E00006200,55,6.3,38.7
E00006202,59.9,7.4,32.7
E00006205,70.6,6,23.4
E00006228,70.5,5,24.5
E00006229,63.7,3.8,32.5
E00006230,60,8.8,31.2
E00006231,50.1,5.8,44.1
E00006232,48.4,7.6,44
E00006234,57.8,8.9,33.3
E00006235,69.8,3.8,26.3
E00006236,41,10.3,48.7
E00006237,69.6,5.4,25
E00006238,63.4,4,32.6
E00006239,50.9,6.5,42.6
E00006240,59,8.7,32.3
E00006241,54.4,6,39.6
E00006242,67.2,4.9,28
E00006243,66.1,2.1,31.8
E00006244,68.3,3.8,28
E00006245,66.3,4.4,29.3
E00006246,58.2,4.2,37.6
E00006269,53.9,7.7,38.4
E00006293,59,5.8,35.3
E00006298,54.4,7.3,38.4
E00006299,65,3,32
E00006302,59.8,5,35.2
E00006303,56.7,6.3,37
E00006313,40.9,2.5,56.5
E00006314,69.3,2.9,27.8
E00006315,58.3,5.4,36.3
E00006316,65.6,3.2,31.2
E00006319,61.1,3.7,35.2
E00006321,62.7,4,33.3
E00006323,64.9,4.5,30.6
E00006325,56,2.9,41.1
E00006326,62.7,3.6,33.7
E00006330,58.6,3,38.5
E00006331,48.3,6.6,45.2
E00006332,45.2,7,47.8
E00006333,55.9,5.2,38.9
E00006335,62.8,6.3,30.9
E00006336,60.3,4.2,35.5
E00006339,57.2,6.9,35.8
E00006343,65,4.1,30.9
E00006345,67.2,4.5,28.4
E00006346,66.7,4.6,28.8
E00006348,67.4,4.1,28.5
E00006349,67.9,3.7,28.3
E00006350,64.9,3,32.1
E00006352,50.5,3.6,45.9
E00006353,56,3.9,40.2
E00006354,61.5,3.1,35.4
E00006355,62.9,4.8,32.4
E00006356,59.6,3.1,37.3
E00006357,68.5,3.2,28.3
E00006358,60.3,4.8,34.9
E00006359,63.9,4.9,31.1
E00006360,52.9,7,40.1
E00006361,60.6,4.5,34.8
E00006362,54.9,4.1,41.1
E00006363,55,4.8,40.2
E00006364,67.2,5.3,27.5
E00006365,61.1,2.8,36.1
E00006366,66.4,2.9,30.7
E00006367,72.2,2.2,25.6
E00006368,58.1,2.4,39.5
E00006369,65.7,3.4,30.9
E00006370,61.9,5,33.1
E00006371,60.4,5.2,34.4
E00006372,60.9,4.4,34.6
E00006373,61.2,8.7,30
E00006374,60.5,4.3,35.2
E00006375,65.6,5.1,29.3
E00006376,58.4,3.9,37.7
E00006377,57.1,4.5,38.4
E00006378,59.4,2.8,37.8
E00006379,65.9,2.7,31.3
E00006380,50.5,2.7,46.8
E00006381,54,2.9,43.2
E00006382,67.6,4.5,27.9
E00006383,57.1,7.6,35.3
E00006384,67.1,3.8,29.1
E00006385,60.9,7.5,31.5
E00006386,59.6,5.3,35.1
E00006387,59.2,2.9,37.9
E00006388,60.2,1.2,38.6
E00006389,54.9,3.4,41.8
E00006390,60.9,7.6,31.5
E00006391,62.1,3.7,34.2
E00006392,48.5,4.7,46.8
E00006393,63,2.2,34.8
E00006394,59.2,2.3,38.5
E00006395,60.6,3.7,35.8
E00006396,47.6,2.7,49.7
E00006397,55.1,1.1,43.8
E00006398,58.4,3.6,38
E00006399,60.4,4.3,35.3
E00006400,61.5,4.5,34
E00006401,47.7,7.1,45.2
E00006402,56.5,6.5,37
E00006403,56.3,3.1,40.6
E00006404,68.2,4.6,27.2
E00006405,58.3,5.8,35.9
E00006406,58.8,4.7,36.5
E00006407,39.7,2.8,57.5
E00006408,42.3,6.7,51
E00006409,51.1,4.4,44.5
E00006410,60.3,6.3,33.4
E00006411,66.9,3.5,29.6
E00006412,67.2,4.5,28.3
E00006413,68.4,4.3,27.3
E00006414,66.7,3.8,29.5
E00006415,65.3,4.1,30.6
E00006416,57.1,5.4,37.5
E00006417,70.5,4.5,25
E00006418,57.1,4.6,38.2
E00006419,71,2.6,26.4
E00006420,68.8,3.2,28
E00006421,66.5,4.7,28.8
E00006422,65.8,2.3,31.9
E00006423,67.2,4.7,28.1
E00006424,61.1,4.9,34
E00006425,60.6,5.7,33.7
E00006426,65.3,3.9,30.9
E00006427,58.2,3.4,38.4
E00006428,49.6,7.1,43.3
E00006429,54.1,3.5,42.4
E00006430,38.9,9.4,51.7
