geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00002310,7.6,28,22,42.4
E00002311,23,18.6,16.8,41.6
E00002312,23.6,21.1,14.6,40.7
E00002314,8.6,19.8,14.7,56.9
E00002316,26.9,16.6,13.8,42.8
E00002319,17.1,25.6,23.1,34.2
E00002321,18.9,18.9,18.1,44.1
E00002323,22.2,13.5,16.7,47.6
E00002324,14.5,16.1,23.4,46
E00002325,10.1,20.2,24.4,45.4
E00002326,25.4,19.5,16.9,38.1
E00002327,32.8,31.1,20.5,15.6
E00002328,21,25.2,21,32.9
E00002329,10.9,18.2,13.9,56.9
E00002330,24.8,11.6,16.3,47.3
E00002331,12.8,17.1,17.1,53
E00002333,8.6,23.4,10.9,57
E00002334,16.1,12.7,16.9,54.2
E00002336,18.6,17.4,13,50.9
E00002337,25,18.9,15.9,40.2
E00002339,31.3,22.4,17.2,29.1
E00002340,18.8,13,19.6,48.6
E00002341,26.4,22.9,17.1,33.6
E00002343,17.6,24.4,9.9,48.1
E00002374,16.2,27.5,21.1,35.2
E00002375,45.3,16.2,17.9,20.5
E00002376,26,26.8,16.3,30.9
E00002377,26.2,14.8,17.4,41.6
E00002738,18.5,17.6,17.6,46.3
E00002739,18.4,19.1,16.2,46.3
E00002741,17.9,23.6,26,32.5
E00002742,18.6,22.9,28.8,29.7
E00002743,13.6,27.3,17.3,41.8
E00002744,20.5,20.5,20.5,38.6
E00002745,16.7,29.2,17.7,36.5
E00002746,38.1,23.7,13.6,24.6
E00002762,14.1,27.5,24.6,33.8
E00002771,20.7,27.3,15.7,36.4
E00002784,27,31.6,10.5,30.9
E00002787,56.2,22.5,9,12.4
E00002788,31.4,17.5,17.5,33.6
E00002789,39.1,20.9,8.2,31.8
E00002790,11.4,15.4,24.4,48.8
E00002791,19.3,22.2,17,41.5
E00002792,18.6,25.6,18.6,37.2
E00002793,13.1,22.4,22.4,42.1
E00002794,20.7,14.7,16.7,48
E00002795,11.6,26.4,14,47.9
E00002796,16.9,18,21.3,43.8
E00002902,28.2,25.2,16.8,29.8
E00002906,32.8,18.9,16.4,32
E00002908,22.1,21.3,19.7,36.9
E00002909,28.8,9.8,17.4,43.9
E00002912,16.9,24.6,16.2,42.3
E00002913,18.8,18.1,16,47.2
E00002917,14.1,17.2,15.6,53.1
E00002920,26,40.3,15.6,18.2
E00002921,21.6,27,13.5,37.8
E00002922,51.2,16.3,12.2,20.3
E00002923,25.2,23.7,16.8,34.4
E00002924,25.4,22,16.8,35.8
E00002925,9.1,28.2,20,42.7
E00002928,18,22.1,16.4,43.4
E00002929,25.9,28.6,17.9,27.7
E00002930,15.4,24.6,18.3,41.7
E00002931,29.8,21.1,22.8,26.3
E00002932,25.6,20.5,17.1,36.8
E00002933,16.9,20.1,15.6,47.4
E00002935,25,25,18.8,31.3
E00002936,28,17.6,19.2,35.2
E00002937,19.3,18.6,15.9,46.2
E00002938,23.6,26.8,20.3,29.3
