geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00002310,33.3,66.7
E00002311,26.9,73.1
E00002312,22.6,77.4
E00002314,32.3,67.7
E00002316,35.4,64.6
E00002319,35.2,64.8
E00002321,28.5,71.5
E00002323,39.5,60.5
E00002324,32.8,67.2
E00002325,32.4,67.6
E00002326,36.1,63.9
E00002327,26.5,73.5
E00002328,29.6,70.4
E00002329,31.2,68.8
E00002330,33.6,66.4
E00002331,46.4,53.6
E00002333,28.4,71.6
E00002334,31.7,68.3
E00002336,26,74
E00002337,25.3,74.7
E00002339,27.3,72.7
E00002340,31.2,68.8
E00002341,28.6,71.4
E00002343,30.4,69.6
E00002374,45,55
E00002375,36.9,63.1
E00002376,49.9,50.1
E00002377,38.5,61.5
E00002738,47,53
E00002739,38.3,61.7
E00002741,37.6,62.4
E00002742,41.1,58.9
E00002743,48.3,51.7
E00002744,50.7,49.3
E00002745,53.9,46.1
E00002746,55.5,44.5
E00002762,42.3,57.7
E00002771,33.9,66.1
E00002784,38.4,61.6
E00002787,44,56
E00002788,41.9,58.1
E00002789,28.9,71.1
E00002790,44.7,55.3
E00002791,47.5,52.5
E00002792,44.4,55.6
E00002793,42.7,57.3
E00002794,35.5,64.5
E00002795,49.1,50.9
E00002796,45.2,54.8
E00002902,58,42
E00002906,49.6,50.4
E00002908,52.5,47.5
E00002909,57.5,42.5
E00002912,50.8,49.2
E00002913,56.3,43.7
E00002917,53.5,46.5
E00002920,59.2,40.8
E00002921,58.2,41.8
E00002922,43.5,56.5
E00002923,56.6,43.4
E00002924,52,48
E00002925,52.7,47.3
E00002928,53,47
E00002929,55.4,44.6
E00002930,34.6,65.4
E00002931,41.9,58.1
E00002932,41,59
E00002933,41,59
E00002935,23.2,76.8
E00002936,33.2,66.8
E00002937,40.7,59.3
E00002938,33.2,66.8
E00002939,34.6,65.4
E00002940,36,64
E00002941,47.2,52.8
E00002942,39.6,60.4
E00002943,33.7,66.3
E00002944,40.1,59.9
E00002945,26.4,73.6
E00002946,32.7,67.3
E00002947,35.4,64.6
E00002948,33.9,66.1
E00002949,41.9,58.1
E00002950,42.5,57.5
E00002951,49.9,50.1
E00002953,26.9,73.1
E00002954,32.8,67.2
E00002955,41.7,58.3
E00002956,42.1,57.9
E00002957,43.4,56.6
E00002958,43.3,56.7
E00002959,37.6,62.4
E00002960,27.4,72.6
E00002961,43.4,56.6
E00002962,37.2,62.8
E00002963,34.5,65.5
E00002964,37.9,62.1
E00002965,36.2,63.8
E00002966,38,62
E00002967,38.4,61.6
E00002969,40.1,59.9
E00002970,22.9,77.1
E00002971,26.4,73.6
E00002972,27.8,72.2
E00002973,31.2,68.8
E00002974,29.2,70.8
E00002976,28.3,71.7
E00002980,44.2,55.8
E00002981,42.6,57.4
E00002983,40.1,59.9
E00002984,32.6,67.4
E00002985,32.2,67.8
E00002986,46.6,53.4
E00002987,35.5,64.5
E00002988,39.5,60.5
E00002989,34.2,65.8
E00002990,34,66
E00002991,32.4,67.6
E00002992,31.3,68.7
E00002993,42,58
E00002994,37.8,62.2
E00002995,33.3,66.7
E00002996,41.3,58.7
E00002997,33.7,66.3
E00002998,31.5,68.5
E00002999,31,69
E00003000,32.5,67.5
E00003041,29.5,70.5
E00003042,28.6,71.4
E00003043,25.1,74.9
E00003046,26,74
E00003047,32.3,67.7
E00003048,20,80
E00003050,28.1,71.9
E00003051,30.9,69.1
E00003052,40.8,59.2
E00003053,32.3,67.7
E00003054,39,61
E00003056,31.8,68.2
E00003057,29.7,70.3
E00003058,31.3,68.7
E00003061,32.1,67.9
E00003062,28.7,71.3
E00003063,35.9,64.1
E00003064,37.9,62.1
E00003065,28.3,71.7
E00003068,31.8,68.2
E00005966,46.3,53.7
E00005969,42.3,57.7
E00005972,46.2,53.8
E00005973,46.2,53.8
E00005974,43.6,56.4
E00005975,37.3,62.7
E00005976,31,69
E00005977,36.4,63.6
E00005979,34.6,65.4
E00005981,69.8,30.2
E00005982,44.7,55.3
E00005983,49.9,50.1
E00005984,63.9,36.1
E00005985,56.1,43.9
E00005986,32.4,67.6
E00005987,45.2,54.8
E00005988,64,36
E00005989,36.2,63.8
E00005990,60.4,39.6
E00005991,67.4,32.6
E00005992,47.1,52.9
E00005994,51,49
E00005995,61.5,38.5
E00005996,46.7,53.3
E00005997,53.2,46.8
E00005998,66.7,33.3
E00005999,65.2,34.8
E00006000,42,58
E00006001,60.9,39.1
E00006002,48.7,51.3
E00006003,68.5,31.5
E00006004,57.8,42.2
E00006005,69.7,30.3
E00006006,64.6,35.4
E00006007,50.3,49.7
E00006011,47.9,52.1
E00006012,60.6,39.4
E00006013,64,36
E00006014,57,43
E00006015,57.7,42.3
E00006016,44.9,55.1
E00006017,67,33
E00006018,47.6,52.4
E00006019,43.9,56.1
E00006020,50.3,49.7
E00006021,58.9,41.1
E00006022,51.3,48.7
E00006023,64.7,35.3
E00006024,51.9,48.1
E00006025,48.4,51.6
E00006026,61.5,38.5
E00006027,55.5,44.5
E00006028,61.1,38.9
E00006029,52.7,47.3
E00006030,51,49
E00006031,52.9,47.1
E00006032,64.8,35.2
E00006033,64.8,35.2
E00006034,64.9,35.1
E00006035,51,49
E00006036,44.4,55.6
E00006037,65.2,34.8
E00006038,53.5,46.5
E00006039,66.8,33.2
E00006040,56.4,43.6
E00006041,72,28
E00006042,55.2,44.8
E00006043,51.2,48.8
E00006044,74.6,25.4
E00006045,59.4,40.6
E00006046,54,46
E00006047,72,28
E00006048,60.1,39.9
E00006049,70.7,29.3
E00006050,71.4,28.6
E00006051,52.3,47.7
E00006052,58.3,41.7
E00006053,55.9,44.1
E00006054,57.6,42.4
E00006055,66.8,33.2
E00006056,46,54
E00006091,51.3,48.7
E00006092,58.3,41.7
E00006093,48.3,51.7
E00006094,52.8,47.2
E00006095,56.6,43.4
E00006096,42.1,57.9
E00006097,73.8,26.2
E00006098,44.2,55.8
E00006099,31.7,68.3
E00006100,49.8,50.2
E00006101,54.8,45.2
E00006102,74.4,25.6
E00006103,45.3,54.7
E00006104,51.3,48.7
E00006105,51.3,48.7
E00006106,65,35
E00006107,47,53
E00006108,52.6,47.4
E00006109,45.5,54.5
E00006110,69.9,30.1
E00006111,75.8,24.2
E00006112,60.6,39.4
E00006113,68.6,31.4
E00006114,55,45
E00006115,42.7,57.3
E00006116,54.4,45.6
E00006118,63.8,36.2
E00006119,60.5,39.5
E00006120,58.1,41.9
E00006121,50,50
E00006122,40.4,59.6
E00006123,44,56
E00006124,49.8,50.2
E00006125,41.8,58.2
E00006127,41.6,58.4
E00006128,50,50
E00006130,49.5,50.5
E00006131,47.5,52.5
E00006132,40.5,59.5
E00006133,37.9,62.1
E00006134,38,62
E00006135,53,47
E00006136,47.3,52.7
E00006137,51.9,48.1
E00006163,58,42
E00006164,50.9,49.1
E00006165,41.1,58.9
E00006166,37.2,62.8
E00006167,56.2,43.8
E00006168,54,46
E00006169,58.5,41.5
E00006170,49.8,50.2
E00006171,43.9,56.1
E00006172,45.9,54.1
E00006173,59.9,40.1
E00006174,49.7,50.3
E00006176,58.7,41.3
E00006177,59.8,40.2
E00006178,59.8,40.2
E00006179,51.9,48.1
E00006181,43.4,56.6
E00006194,39.3,60.7
E00006198,46.4,53.6
E00006199,41.4,58.6
E00006200,57.1,42.9
E00006202,52.5,47.5
E00006205,46,54
E00006228,45.2,54.8
E00006229,61.2,38.8
E00006230,46.1,53.9
E00006231,56.9,43.1
E00006232,60.2,39.8
E00006234,49.8,50.2
E00006235,43,57
E00006236,45.5,54.5
E00006237,45.9,54.1
E00006238,53.8,46.2
E00006239,51.3,48.7
E00006240,55.8,44.2
E00006241,35,65
E00006242,61.1,38.9
E00006243,63.5,36.5
E00006244,57.7,42.3
E00006245,66.3,33.7
E00006246,54.9,45.1
E00006269,61.9,38.1
E00006293,47.4,52.6
E00006298,47.5,52.5
E00006299,52.4,47.6
E00006302,40.2,59.8
E00006303,35.5,64.5
E00006313,45.5,54.5
E00006314,43.7,56.3
E00006315,47.5,52.5
E00006316,45.6,54.4
E00006319,43.4,56.6
E00006321,40.7,59.3
E00006323,40.8,59.2
E00006325,46.8,53.2
E00006326,40.6,59.4
E00006330,51.3,48.7
E00006331,50.6,49.4
E00006332,46.9,53.1
E00006333,43.7,56.3
E00006335,49.2,50.8
E00006336,43.2,56.8
E00006339,43.7,56.3
E00006343,36.3,63.7
E00006345,48.7,51.3
E00006346,48.7,51.3
E00006348,44.7,55.3
E00006349,49.9,50.1
E00006350,48.1,51.9
E00006352,65.7,34.3
E00006353,49.4,50.6
E00006354,50.4,49.6
E00006355,47.8,52.2
E00006356,53.9,46.1
E00006357,60.1,39.9
E00006358,45.2,54.8
E00006359,59.9,40.1
E00006360,40.2,59.8
E00006361,34.6,65.4
E00006362,29.7,70.3
E00006363,30.3,69.7
E00006364,47.8,52.2
E00006365,26.7,73.3
E00006366,48.5,51.5
E00006367,56.9,43.1
E00006368,35.9,64.1
E00006369,42.8,57.2
E00006370,32,68
E00006371,46.7,53.3
E00006372,31.6,68.4
E00006373,42.2,57.8
E00006374,33.4,66.6
E00006375,35.2,64.8
E00006376,33.6,66.4
E00006377,73.7,26.3
E00006378,59.2,40.8
E00006379,47.5,52.5
E00006380,56.9,43.1
E00006381,52.9,47.1
E00006382,46.4,53.6
E00006383,42.1,57.9
E00006384,75.2,24.8
E00006385,35.1,64.9
E00006386,35.8,64.2
E00006387,36.5,63.5
E00006388,65.8,34.2
E00006389,46.5,53.5
E00006390,47.1,52.9
E00006391,78.6,21.4
E00006392,33.3,66.7
E00006393,53,47
E00006394,49.3,50.7
E00006395,37.9,62.1
E00006396,42.7,57.3
E00006397,51.8,48.2
E00006398,30.6,69.4
E00006399,38.8,61.2
E00006400,55.6,44.4
E00006401,55.7,44.3
E00006402,51.4,48.6
E00006403,56.8,43.2
E00006404,60.8,39.2
E00006405,61.9,38.1
E00006406,58.9,41.1
E00006407,53.2,46.8
E00006408,52.6,47.4
E00006409,65,35
E00006410,62.4,37.6
E00006411,50.4,49.6
E00006412,66.1,33.9
E00006413,60.7,39.3
E00006414,51.9,48.1
E00006415,64.4,35.6
E00006416,58.3,41.7
E00006417,71.3,28.7
E00006418,64.5,35.5
E00006419,48.5,51.5
E00006420,60.9,39.1
E00006421,53.9,46.1
E00006422,70.4,29.6
E00006423,56.7,43.3
E00006424,63.6,36.4
E00006425,59.1,40.9
E00006426,50.3,49.7
E00006427,62.6,37.4
E00006428,50,50
E00006429,64.6,35.4
E00006430,59.1,40.9
E00006431,56.7,43.3
E00006432,50.2,49.8
E00006433,67.4,32.6
E00006434,60.3,39.7
E00006435,52,48
E00006436,53.6,46.4
E00006437,54.2,45.8
E00006438,47.6,52.4
E00006439,56,44
E00006440,57.4,42.6
E00006441,51.8,48.2
E00006442,60.8,39.2
E00006517,37.4,62.6
E00006518,53.1,46.9
E00006519,41.2,58.8
E00006521,45.6,54.4
E00006523,41.5,58.5
E00006524,47.4,52.6
E00006525,48.9,51.1
E00006526,40.2,59.8
E00006527,42,58
E00006528,48.3,51.7
E00006529,50.7,49.3
E00006530,51.5,48.5
E00006531,45.9,54.1
E00006532,55.3,44.7
E00006533,42.2,57.8
E00006534,32.8,67.2
E00006535,52.7,47.3
E00006536,50.3,49.7
E00006537,37.3,62.7
E00006538,39.5,60.5
E00006539,53.2,46.8
E00006540,48.4,51.6
E00006542,42.8,57.2
E00006544,31.3,68.7
E00006547,43.7,56.3
E00006550,48,52
E00006551,50.7,49.3
E00006552,42,58
E00006553,40,60
E00006554,45.9,54.1
E00006666,57.1,42.9
E00006673,36.6,63.4
E00006674,50.1,49.9
E00006675,50.6,49.4
E00006676,41.7,58.3
E00006677,46.5,53.5
E00006678,41.3,58.7
E00006679,59.6,40.4
E00006680,38.5,61.5
E00006681,37.8,62.2
E00006682,45,55
E00006683,50.8,49.2
E00006684,42.9,57.1
E00006685,49.8,50.2
E00006686,65.9,34.1
E00006687,41.1,58.9
E00006688,48,52
E00006689,45,55
E00006690,42.7,57.3
E00006691,37.2,62.8
E00006692,44.9,55.1
E00006693,39.6,60.4
E00006694,39.4,60.6
E00006695,44.3,55.7
E00006696,42.2,57.8
E00006697,21.6,78.4
E00006698,40.5,59.5
E00006699,38.8,61.2
E00006701,36.2,63.8
E00006702,35.7,64.3
E00006703,47,53
E00006704,55.1,44.9
E00006705,48.1,51.9
E00006706,37.3,62.7
E00006707,38.9,61.1
E00006708,38.6,61.4
E00006709,41.9,58.1
E00006710,42.2,57.8
E00006711,45.1,54.9
E00006712,47.8,52.2
E00006738,53,47
E00006739,52.2,47.8
E00006740,43.5,56.5
E00006741,52.9,47.1
E00006742,46.5,53.5
E00006743,55.5,44.5
E00006744,66.2,33.8
E00006745,43.7,56.3
E00006746,54.4,45.6
E00006747,38.4,61.6
E00006749,40.3,59.7
E00006889,50.2,49.8
E00006891,60.1,39.9
E00006893,45.5,54.5
E00006894,52.3,47.7
E00006895,55.1,44.9
E00006896,52.1,47.9
E00006901,51.1,48.9
E00010717,45.1,54.9
E00010719,53.6,46.4
E00010720,41.9,58.1
E00010721,41.9,58.1
E00010722,37.8,62.2
E00010723,37.8,62.2
E00166845,37.5,62.5
E00166850,51.6,48.4
E00166857,41.4,58.6
E00166858,51.1,48.9
E00166862,39.4,60.6
E00174556,38.1,61.9
E00174682,31.5,68.5
E00174684,29.3,70.7
E00174687,29.3,70.7
E00174690,36.9,63.1
E00174701,51.3,48.7
E00174704,36.4,63.6
E00174713,34.5,65.5
E00174715,43.8,56.2
E00174721,25.9,74.1
E00174723,37.2,62.8
E00174724,43.1,56.9
E00174727,23.5,76.5
E00174728,29.8,70.2
E00174729,16.2,83.8
E00174731,55.9,44.1
E00174735,39.1,60.9
E00178900,58.2,41.8
E00178904,35.3,64.7
E00178905,23.8,76.2
E00178906,36.7,63.3
E00178909,35.1,64.9
E00178914,39,61
E00178915,43.7,56.3
E00178919,16.9,83.1
E00178920,58.5,41.5
E00178922,32.3,67.7
E00178923,39.9,60.1
E00178924,28.4,71.6
E00178925,49.9,50.1
E00178927,15.5,84.5
E00178930,23.4,76.6
