geography_code,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00002310,57.2,42.8
E00002311,51,49
E00002312,55.1,44.9
E00002314,66.3,33.7
E00002316,55,45
E00002319,47,53
E00002321,54,46
E00002323,46.7,53.3
E00002324,50.5,49.5
E00002325,56.5,43.5
E00002326,46.6,53.4
E00002327,48.3,51.7
E00002328,49.8,50.2
E00002329,54.4,45.6
E00002330,50.2,49.8
E00002331,54,46
E00002333,60.2,39.8
E00002334,54,46
E00002336,55.2,44.8
E00002337,59.1,40.9
E00002339,49,51
E00002340,59.5,40.5
E00002341,58,42
E00002343,54.2,45.8
E00002374,41.7,58.3
E00002375,35.7,64.3
E00002376,37.9,62.1
E00002377,41.6,58.4
E00002738,41.4,58.6
E00002739,51.6,48.4
E00002741,55.6,44.4
E00002742,42.6,57.4
E00002743,54.5,45.5
E00002744,54.6,45.4
E00002745,45.8,54.2
E00002746,39.9,60.1
E00002762,50.4,49.6
E00002771,48.8,51.2
E00002784,48.9,51.1
E00002787,33.1,66.9
E00002788,48,52
E00002789,42.9,57.1
E00002790,49.5,50.5
E00002791,45.3,54.7
E00002792,38.3,61.7
E00002793,54.1,45.9
E00002794,48.2,51.8
E00002795,42.8,57.2
E00002796,45.7,54.3
E00002902,28.9,71.1
E00002906,30.2,69.8
E00002908,35,65
E00002909,27.3,72.7
E00002912,36.1,63.9
E00002913,38.5,61.5
E00002917,37.3,62.7
E00002920,26.8,73.2
E00002921,28,72
E00002922,27.8,72.2
E00002923,34,66
E00002924,31.2,68.8
E00002925,34.7,65.3
E00002928,34.6,65.4
E00002929,23.7,76.3
E00002930,54.2,45.8
E00002931,42.3,57.7
E00002932,46.4,53.6
E00002933,49.8,50.2
E00002935,50.9,49.1
E00002936,56.9,43.1
E00002937,53.1,46.9
E00002938,58.2,41.8
E00002939,54.2,45.8
E00002940,49.4,50.6
E00002941,44.4,55.6
E00002942,53,47
E00002943,47.3,52.7
E00002944,60.3,39.7
E00002945,52.8,47.2
E00002946,54.8,45.2
E00002947,52.5,47.5
E00002948,57,43
E00002949,55.6,44.4
E00002950,51.3,48.7
E00002951,45.5,54.5
E00002953,56.3,43.8
E00002954,55.3,44.7
E00002955,60.2,39.8
E00002956,45.1,54.9
E00002957,59.8,40.2
E00002958,51.5,48.5
E00002959,50,50
E00002960,44.5,55.5
E00002961,48.8,51.2
E00002962,48.2,51.8
E00002963,46.7,53.3
E00002964,50,50
E00002965,48.8,51.2
E00002966,52.2,47.8
E00002967,56,44
E00002969,45.5,54.5
E00002970,57.1,42.9
E00002971,62.4,37.6
E00002972,52.9,47.1
E00002973,49.6,50.4
E00002974,45.8,54.2
E00002976,51,49
E00002980,43.3,56.7
E00002981,46.2,53.8
E00002983,53.3,46.7
E00002984,55.3,44.7
E00002985,50.4,49.6
E00002986,52.4,47.6
E00002987,56.3,43.7
E00002988,51.2,48.8
E00002989,55,45
E00002990,52.5,47.5
E00002991,47.3,52.7
E00002992,45.6,54.4
E00002993,44.4,55.6
E00002994,52.2,47.8
E00002995,49.6,50.4
E00002996,50.6,49.4
E00002997,48.6,51.4
E00002998,56.7,43.3
E00002999,61.4,38.6
E00003000,56,44
E00003041,55.3,44.7
E00003042,57.1,42.9
E00003043,57.6,42.4
E00003046,63,37
E00003047,55.5,44.5
E00003048,47.4,52.6
E00003050,55.2,44.8
E00003051,57.8,42.2
E00003052,45.2,54.8
E00003053,62.7,37.3
E00003054,52.7,47.3
E00003056,59,41
E00003057,55.1,44.9
E00003058,57.6,42.4
E00003061,53.3,46.7
E00003062,59.4,40.6
E00003063,54.3,45.7
E00003064,51.6,48.4
E00003065,55.2,44.8
E00003068,54.2,45.8
E00005966,37.2,62.8
E00005969,38.2,61.8
E00005972,50.5,49.5
E00005973,43.5,56.5
E00005974,46.8,53.2
E00005975,39.9,60.1
E00005976,52.6,47.4
E00005977,46.4,53.6
E00005979,48,52
E00005981,20.9,79.1
E00005982,24.8,75.2
E00005983,33.7,66.3
E00005984,50.9,49.1
E00005985,35.6,64.4
E00005986,49.6,50.4
E00005987,34.9,65.1
E00005988,42.9,57.1
E00005989,45.9,54.1
E00005990,42.5,57.5
E00005991,42.7,57.3
E00005992,34.8,65.2
E00005994,36.5,63.5
E00005995,35.9,64.1
E00005996,32.5,67.5
E00005997,39.5,60.5
E00005998,35.6,64.4
E00005999,34,66
E00006000,33.6,66.4
E00006001,43,57
E00006002,40.8,59.2
E00006003,32.8,67.2
E00006004,39.7,60.3
E00006005,38.5,61.5
E00006006,44.2,55.8
E00006007,30.1,69.9
E00006011,32.5,67.5
E00006012,27.5,72.5
E00006013,57.7,42.3
E00006014,36.8,63.2
E00006015,46.1,53.9
E00006016,25.6,74.4
E00006017,57.9,42.1
E00006018,42.9,57.1
E00006019,35.5,64.5
E00006020,44.3,55.7
E00006021,31.4,68.6
E00006022,43.9,56.1
E00006023,58.4,41.6
E00006024,47.8,52.2
E00006025,45.5,54.5
E00006026,58.5,41.5
E00006027,30,70
E00006028,41.5,58.5
E00006029,30.5,69.5
E00006030,41.4,58.6
E00006031,25.4,74.6
