areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00010692,63.9,2.5,33.7
E00010696,73.5,4.5,21.9
E00010698,60.1,4,35.9
E00010699,59.3,4.2,36.5
E00010701,56.8,4.5,38.7
E00010704,63.1,4.1,32.9
E00010706,54.4,12.5,33.1
E00010726,64.6,4.4,31
E00010735,52.8,5.6,41.6
E00010754,62.6,4.7,32.7
E00010760,65,0.4,34.5
E00010761,52,5.9,42.1
E00010762,47.9,3.9,48.2
E00010763,54.7,2.4,42.9
E00010764,61.1,2.5,36.4
E00010765,58.2,3.4,38.5
E00010766,73.2,3.8,23
E00010767,54.7,2.8,42.5
E00010768,58.5,5,36.5
E00010769,58.9,1.4,39.7
E00010770,59.2,5.9,34.8
E00010771,56.6,4.1,39.3
E00010772,58.1,4.4,37.5
E00010773,40.5,4.4,55.1
E00010774,55.3,1.8,42.9
E00010775,46.2,7.5,46.2
E00010776,55.6,2.4,42.1
E00010777,53.4,2.5,44.1
E00010778,60.7,3.2,36
E00010779,53.5,2.6,43.9
E00010780,66.8,3.5,29.7
E00010781,57.2,1.9,40.8
E00010782,55.1,2.6,42.3
E00010783,66.2,2,31.7
E00010784,63.9,3,33.1
E00010785,53,3.2,43.8
E00010786,57,4,39
E00010787,61.5,5,33.5
E00010788,54.7,2.5,42.8
E00010789,54.5,2.2,43.3
E00010790,62.5,1.4,36
E00010791,57.8,4,38.2
E00010792,55.2,1,43.8
E00010793,63.9,4.4,31.7
E00010794,63.8,2.5,33.7
E00010795,58.6,3.4,38
E00010796,66.4,1.2,32.4
E00010797,65.5,2.5,32
E00010798,61.1,2.7,36.2
E00010799,62.1,3.5,34.4
E00010800,64.6,1.4,33.9
E00010801,62.7,6.9,30.5
E00010802,59.9,4.2,35.9
E00010803,52.2,5,42.8
E00010804,58,2.5,39.5
E00010805,58.7,2.9,38.4
E00010806,63.3,5,31.7
E00010807,56,3.1,40.9
E00010808,55.7,3.2,41.1
E00010809,50.6,4.4,45
E00010810,69.5,2.5,28
E00010811,61.9,5.4,32.8
E00010812,57.8,3.3,38.9
E00010813,65.4,3.9,30.7
E00010814,62.7,2.7,34.7
E00010815,55.3,2.7,42
E00010817,55.8,1.1,43.1
E00010818,58.4,3.3,38.3
