areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00010692,38.6,61.4
E00010696,30,70
E00010698,44.2,55.8
E00010699,41.5,58.5
E00010701,44.4,55.6
E00010704,47,53
E00010706,49.3,50.7
E00010726,69.6,30.4
E00010735,60.1,39.9
E00010754,56.8,43.2
E00010760,73.4,26.6
E00010761,56.6,43.4
E00010762,54.3,45.7
E00010763,66.8,33.2
E00010764,64.3,35.7
E00010765,49.8,50.2
E00010766,40.3,59.7
E00010767,59.8,40.2
E00010768,50.7,49.3
E00010769,60,40
E00010770,70.2,29.8
E00010771,55.8,44.2
E00010772,54,46
E00010773,53.7,46.3
E00010774,75.7,24.3
E00010775,62.8,37.2
E00010776,64.7,35.3
E00010777,63.1,36.9
E00010778,66.4,33.6
E00010779,55.9,44.1
E00010780,65.4,34.6
E00010781,59.4,40.6
E00010782,66.9,33.1
E00010783,66.5,33.5
E00010784,67.4,32.6
E00010785,46.3,53.7
E00010786,54.9,45.1
E00010787,63.6,36.4
E00010788,56.9,43.1
E00010789,68,32
E00010790,68.3,31.7
E00010791,56.2,43.8
E00010792,59.8,40.2
E00010793,64.6,35.4
E00010794,60.1,39.9
E00010795,64.4,35.6
E00010796,65.7,34.3
E00010797,50.6,49.4
E00010798,61.7,38.3
E00010799,55.9,44.1
E00010800,64.2,35.8
E00010801,39.8,60.2
E00010802,40.4,59.6
E00010803,57.4,42.6
E00010804,54.3,45.7
E00010805,50.3,49.7
E00010806,36.9,63.1
E00010807,50,50
E00010808,48,52
E00010809,48.9,51.1
E00010810,61.7,38.3
E00010811,58.9,41.1
E00010812,62.4,37.6
E00010813,49.6,50.4
E00010814,57.6,42.4
E00010815,62.4,37.6
E00010817,62.7,37.3
E00010818,58.7,41.3
E00010821,58.9,41.1
E00010823,50.4,49.6
E00010825,55.6,44.4
E00010826,47.2,52.8
E00010828,51.2,48.8
E00010829,42.5,57.5
E00010832,47.3,52.7
E00010833,41.2,58.8
E00010834,57.5,42.5
E00010836,47.1,52.9
E00010837,50.7,49.3
E00010843,46.9,53.1
E00010931,54.8,45.2
E00010932,63.5,36.5
E00010933,74.3,25.7
E00010934,53.1,46.9
E00010935,52.5,47.5
E00010936,71.4,28.6
E00010937,55.6,44.4
E00010938,51.7,48.3
E00010939,77.9,22.1
E00010940,59.8,40.2
E00010941,68.5,31.5
E00010942,58.2,41.8
E00010943,53.4,46.6
E00010944,66,34
E00010945,58.8,41.2
E00010946,64.9,35.1
E00010947,65.6,34.4
E00010948,59.5,40.5
E00010949,60.1,39.9
E00010950,63.9,36.1
E00010951,70.1,29.9
E00010952,63.3,36.7
E00010953,53.3,46.7
E00010954,59.5,40.5
E00010955,59.9,40.1
E00010956,59.3,40.7
E00010957,72.8,27.2
E00010958,53.1,46.9
E00010959,70,30
E00010960,50.9,49.1
E00010961,53.4,46.6
E00010962,56.5,43.5
E00010963,56.1,43.9
E00010964,57.5,42.5
E00010965,57.1,42.9
E00010966,62.9,37.1
E00010967,54,46
E00010968,57.6,42.4
E00010969,46,54
E00010970,73.8,26.2
E00010971,67.9,32.1
E00010972,70,30
E00010973,58.2,41.8
E00010974,68.7,31.3
E00010975,64.6,35.4
E00010976,79.7,20.3
E00010977,56.7,43.3
E00010978,46.8,53.2
E00010979,56.1,43.9
E00010980,76.9,23.1
E00010981,68.2,31.8
E00010982,58.1,41.9
E00010983,64.7,35.3
E00010984,63,37
E00010985,62.5,37.5
E00010986,55.6,44.4
E00010987,65.5,34.5
E00010988,63.1,36.9
E00010989,65.6,34.4
E00010990,67.8,32.2
E00010991,69.1,30.9
E00010992,67.8,32.2
E00011020,53.5,46.5
