geography_code,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E02003491,38.7,36.7,21.2,3,0.4
E02003492,26.1,29.1,37.2,6.4,1.1
E02003493,46.2,29.5,21.9,2,0.3
E02003494,44.9,31.8,20.8,2.3,0.3
E02003495,26.7,41.6,28.4,3,0.3
E02003496,29.4,34.3,30.1,5.2,1
E02003497,57.5,25.7,14.9,1.7,0.2
E02003498,18.8,26.8,46.5,7.1,0.9
E02003499,25.7,30.5,36,6.8,1
E02003500,40.4,34.6,22.7,2.1,0.3
E02003501,36.1,27.9,33,2.7,0.3
E02003502,26.1,35.3,33.8,4.1,0.6
E02003503,34.1,35.5,27,3,0.5
E02003504,21.4,28.7,45.8,3.8,0.3
E02003505,16.5,28.2,50.2,4.7,0.4
E02003506,31,33,32.5,3.2,0.4
E02003507,36.2,37.4,23,3,0.4
E02003508,25.5,36.8,33.9,3.6,0.2
E02003509,12.6,27,54.2,5.7,0.5
E02003510,20.5,30.9,44.7,3.7,0.2
E02003511,32.3,32.4,31.5,3.5,0.4
E02003512,19.5,33.9,43.1,3.1,0.4
E02003513,32.1,28.8,35.4,3.6,0.2
E02003514,9.5,23,63.1,4.2,0.3
E02003515,18,28.9,44.6,7.5,1
E02003516,6.3,27.7,60.7,5.1,0.1
E02003517,13,27.8,53.6,4.8,0.8
E02003518,15.8,29.9,49.9,4.1,0.2
E02003519,8,23.3,64.4,4,0.3
E02003520,9.7,25.4,58.7,5.6,0.6
E02003521,12.1,28.1,56,3.6,0.2
E02003522,18.4,35,42,4.4,0.3
E02003523,45.2,34.8,18.2,1.7,0.1
E02004380,53,32.1,13.7,1.1,0
E02004383,42,33.9,21.7,2.3,0.2
E02004384,36.8,36.4,24.6,2.1,0.1
E02004385,32,36.7,28.3,2.7,0.3
E02006373,48.2,28.8,20.9,1.7,0.4
E02006374,44.9,32.3,21.2,1.6,0.1
E02006391,48.6,31,18,2.3,0.1
E02006392,25.7,34.3,34.2,5.2,0.6
E02006437,48.1,29.1,20.7,2.1,0.1
E02006438,50.5,29.6,17.7,1.9,0.3
E02006448,48.2,31.4,18.7,1.5,0.1
E02006449,44.3,32.9,20.8,1.8,0.2
E02006450,54.5,27.5,16.2,1.7,0.1
E02006451,49.7,27,21.5,1.7,0.2
E02006453,51,30.2,17.6,1.2,0.1
E02006534,36.6,38.3,22.4,2.5,0.2
E02006535,47,35.7,15.4,1.6,0.3
E02006536,36,41.8,19.9,2.2,0.1
E02006537,24.9,35.6,34.8,4.1,0.7
E02006538,32.9,37,27.7,2.2,0.3
E02006539,29.4,40.1,27,3.2,0.3
E02006540,26.4,40.2,31,2.2,0.3
E02006541,21.4,41.7,33.5,3,0.4
E02006542,43.7,36,18.7,1.4,0.2
E02006543,42.3,38.6,17.6,1.4,0.2
E02006544,43.9,35.8,18.2,1.9,0.1
E02006545,27.9,36.6,31.4,3.5,0.5
E02006546,41.8,36.2,20.4,1.6,0.1
E02006547,40.5,36.5,20.7,2,0.3
E02006548,36.6,38.3,22.9,2,0.2
E02006549,45.8,41.8,11.3,0.9,0.1
E02006550,37.7,38.8,20.9,2.3,0.4
E02006551,43.8,40.1,15.3,0.8,0
E02006552,17.2,27.5,49.3,5.4,0.7
E02006553,29.7,41.4,25.6,3,0.4
E02006554,40.8,37.3,20.6,1.2,0.1
E02006555,20.7,34,38.7,5.9,0.7
E02006556,45.9,35.8,16.4,1.6,0.3
E02006557,26.6,30.9,35.4,6.4,0.7
E02006558,14.7,26.8,51.3,6.5,0.6
E02006562,60.1,24.8,13.8,1.3,0
E02006565,50.9,29.8,18.1,1.1,0.1
E02006575,25.5,28.5,35.6,8.4,1.9
E02006576,42.9,30.9,22.9,2.9,0.3
E02006577,26.6,29.2,37.6,5.7,0.9
E02006578,18.8,27,44.2,8.7,1.3
E02006579,33,30.6,31.5,4.2,0.6
E02006580,35.4,30,30,3.8,0.8
E02006581,23.6,26.8,41.2,7.6,0.8
E02006582,47.3,31,18.8,2.7,0.3
E02006583,34,31.5,30.1,3.8,0.6
E02006584,23.1,29.7,39.3,6.5,1.4
E02006585,32.8,32,29.3,5,0.9
E02006586,25.2,31.5,34,7.5,1.9
E02006587,19.7,28.9,42.6,7.6,1.2
E02006588,33.9,33,30.8,2.1,0.2
E02006589,50.7,31.2,17,0.9,0.1
E02006590,38.4,33.7,26.1,1.6,0.3
E02006591,33.9,32.8,31.3,1.9,0.2
E02006592,55.4,26.7,15.9,1.8,0.1
E02006593,25.9,32.7,38.5,2.8,0.2
E02006594,39.1,34.9,24.3,1.5,0.2
E02006595,59,26.9,12.8,1.1,0.1
E02006596,45,33.3,20.3,1.3,0.1
E02006597,43.8,32.4,22.2,1.4,0.1
E02006598,51,31.3,16.5,1.1,0.1
E02006599,69.6,22.1,7.9,0.4,0.1
E02006600,41.3,34,22.9,1.7,0
E02006601,45.4,31,21.7,1.6,0.2
E02006602,55.9,28.7,14.5,0.8,0.1
E02006603,46.3,35.4,17.1,1,0.2
E02006604,29.7,30.6,36.3,2.9,0.4
E02006605,51.2,29.7,16.8,1.4,0.9
E02006607,53.5,29.7,15.4,1.3,0.2
E02006608,52.4,30.4,15.9,1.1,0.2
E02006609,55.3,27.9,15.3,1.4,0.1
E02006610,50.6,26,21.8,1.5,0.2
E02006611,55.2,30,13.6,1.1,0.1
E02006612,28.7,34.9,33.7,2.5,0.2
E02006613,31,34.2,31.3,3.2,0.3
E02006614,46.6,29.4,21.8,2,0.1
E02006615,42,35.2,20.8,2,0.1
E02006616,40.8,35.3,21.9,1.8,0.2
E02006617,29,33.2,34.1,3.2,0.4
E02006618,56.4,30.9,11.8,0.9,0.1
E02006619,47.8,30.5,19.4,2.2,0.1
E02006620,48.8,33.6,16.5,1,0
E02006621,46,40.2,12.6,1.1,0.1
E02006622,33,40.4,24.1,2.1,0.4
E02006623,27.5,41.3,27.7,3.3,0.3
E02006624,48.4,33.3,16.6,1.6,0.1
E02006625,32.1,34.5,30.7,2.5,0.2
E02006626,30.9,36.4,28.6,3.8,0.3
E02006627,30.2,38.2,28.5,2.8,0.2
E02006628,22.5,32.3,40.3,4.4,0.5
E02006629,26.1,34.3,35,4.4,0.2
E02006630,13.6,31.9,50,4.2,0.4
E02006631,14.5,27.1,53.1,5,0.3
E02006632,33.7,38.8,25.6,1.6,0.2
E02006633,40.5,40.2,17.8,1.3,0.3
