geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E02003491,90.1,7,1.3,1,0.5
E02003492,79.2,7.1,2.6,2.1,8.9
E02003493,85.1,9.6,2.6,1.7,1
E02003494,87.5,8.8,1.6,1.3,0.9
E02003495,91.1,6.5,1.3,0.6,0.5
E02003496,82.4,11.6,2.5,1.9,1.6
E02003497,81.9,13,2,1.6,1.5
E02003498,81.9,9.6,2.7,2.4,3.5
E02003499,85.7,8,2.5,1.6,2.2
E02003500,86.5,8.1,2.2,1.6,1.5
E02003501,79.8,12.1,3.6,2.5,1.9
E02003502,88.3,7.6,2.1,1.1,0.8
E02003503,85.5,9.5,2.6,1.4,1
E02003504,81.2,9.8,3.7,2.7,2.5
E02003505,79.2,8.6,3.7,4.4,4.2
E02003506,83.1,10.2,3,2,1.7
E02003507,89.3,7.5,1.6,0.9,0.7
E02003508,83.7,7.7,3.1,2.5,3
E02003509,73,13.4,5.7,4.9,3
E02003510,73.8,12.8,5.7,4.4,3.2
E02003511,83.1,10.1,3.1,2.2,1.5
E02003512,82.2,8.7,3.2,2.7,3.1
E02003513,80.1,12.2,3.7,2.4,1.6
E02003514,72.7,11.5,6,5.8,4
E02003515,84.5,10.6,2.3,1.5,1.1
E02003516,70.5,13.1,7.2,5.7,3.5
E02003517,67.9,10.7,5.2,7.2,9
E02003518,75.4,14.1,4.7,3.3,2.6
E02003519,69.4,12.7,6.7,6.7,4.6
E02003520,70.1,13.4,5.4,5.8,5.4
E02003521,77,11.5,4.1,3.7,3.6
E02003522,70.1,14.1,5.3,4.9,5.5
E02003523,86.7,9.5,1.7,1.3,0.9
E02004380,91.5,6.8,0.8,0.6,0.3
E02004383,88.6,8.7,1.2,0.8,0.8
E02004384,89.6,7.3,1.6,0.8,0.6
E02004385,89.4,7.1,1.7,1.2,0.5
E02006373,90.5,7,1,0.9,0.6
E02006374,91.8,6.3,0.9,0.5,0.5
E02006391,85.5,10.2,2.1,1.4,0.8
E02006392,79.2,11,4,3.4,2.4
E02006437,91.2,6.7,0.9,0.7,0.6
E02006438,91.1,6.7,1.1,0.6,0.4
E02006448,87.4,8.8,1.8,1.3,0.7
E02006449,90.5,6.8,1.5,0.5,0.7
E02006450,86.7,8.5,1.9,1.5,1.5
E02006451,89.2,7.2,1.7,1.1,0.8
E02006453,90,6.4,1.1,1,1.5
E02006534,91.3,6,1.4,0.7,0.5
E02006535,93.3,5.4,0.5,0.4,0.3
E02006536,93.3,4.7,0.6,0.6,0.8
E02006537,90.1,6.8,1.7,0.9,0.5
E02006538,90.7,6.8,1.2,0.8,0.6
E02006539,93.7,4.8,0.8,0.4,0.3
E02006540,93.4,4.8,0.9,0.5,0.5
E02006541,90.8,5.8,2,0.7,0.6
E02006542,91,6.8,1,0.7,0.5
E02006543,94.3,4.7,0.3,0.3,0.3
E02006544,92.7,5.3,0.9,0.6,0.5
E02006545,88.5,7.2,2.4,1.1,0.8
E02006546,93.1,5.2,0.9,0.5,0.3
E02006547,92.7,5.8,0.8,0.3,0.4
E02006548,93.1,5,0.9,0.5,0.4
E02006549,92.9,5.7,0.8,0.2,0.4
E02006550,92.4,5.3,1.1,0.7,0.4
E02006551,92.9,5.8,0.5,0.5,0.2
E02006552,81.1,10.1,4,2.7,2
E02006553,86.9,8.1,3.1,1.1,0.7
E02006554,93.8,4.9,0.7,0.5,0.2
E02006555,82.2,10,4.1,2.3,1.4
E02006556,93.3,4.8,1.1,0.4,0.3
E02006557,81.9,9.7,4.1,2.6,1.6
E02006558,72,12.5,7.4,5.1,3
E02006562,91.5,6.6,1.1,0.4,0.4
E02006565,91.1,6.4,0.9,0.7,0.9
E02006575,62.7,22.7,5.8,5.4,3.3
E02006576,79.9,12.8,3.9,2.3,1.1
E02006577,75.9,14,5.2,3.1,1.8
E02006578,59,18.5,7.9,9,5.7
E02006579,73.3,14.5,5.3,4.4,2.5
E02006580,80.9,12.6,3.1,2.2,1.3
E02006581,68.1,17.1,6.8,5.1,2.9
E02006582,84.4,10.7,2.4,1.4,1.2
E02006583,79.2,12.8,3.7,2.7,1.6
E02006584,75.3,16.1,4.3,2.9,1.5
E02006585,78.2,12.8,4,3.3,1.6
E02006586,67.1,20.9,6.1,3.6,2.2
E02006587,74.2,16.5,4.7,2.7,1.9
E02006588,84.3,9.3,2.5,2.2,1.8
E02006589,89.3,7.4,1.6,1.1,0.6
E02006590,88.5,6.9,2.1,1.4,1.1
E02006591,87.3,7.9,1.9,1.9,1.1
E02006592,90.3,5.7,1,1,2
E02006593,82.1,8.9,3.6,2.9,2.4
E02006594,87,8.1,2.4,1.3,1.1
E02006595,88.6,7.2,1.7,1.5,1
E02006596,93,5,0.9,0.6,0.5
E02006597,91.9,5.9,1.1,0.7,0.5
E02006598,93.4,4.9,0.7,0.6,0.4
E02006599,93,5.8,0.4,0.5,0.3
E02006600,92.9,5.4,0.8,0.7,0.3
E02006601,91.5,6.2,0.9,0.6,0.8
E02006602,93.4,4.9,0.9,0.5,0.4
E02006603,93.8,4.6,0.6,0.5,0.5
E02006604,83.2,9.7,3.2,2.1,1.8
E02006605,89.1,7.3,1.4,1,1.2
E02006607,89.7,7.5,1.3,0.9,0.6
E02006608,92.3,6,0.8,0.5,0.5
E02006609,90.3,6.6,1,0.8,1.4
E02006610,89.1,7.4,1.6,0.9,1
E02006611,89.5,7.2,1.6,1.1,0.5
E02006612,80.6,11,3.5,2.7,2.1
E02006613,84.9,9.9,2.5,1.3,1.4
E02006614,86.7,8.7,2.1,1.1,1.4
E02006615,90,6.6,1.4,1,1.1
E02006616,89.9,6.4,1.6,1.2,1
E02006617,83.8,7.6,2.1,3.4,3.2
E02006618,91.2,5.9,1.2,0.8,0.9
E02006619,92.4,5.5,1,0.5,0.5
E02006620,92.4,5.8,0.8,0.7,0.3
E02006621,93.6,5.4,0.7,0.3,0.1
E02006622,92.2,5.6,1,0.6,0.6
E02006623,92.4,5.4,1.1,0.8,0.4
E02006624,92,6.2,1,0.6,0.3
E02006625,89,7.2,1.9,1.1,0.7
E02006626,89.3,7.3,1.7,1,0.6
E02006627,88.9,7.4,2.1,0.9,0.7
E02006628,84.9,9.2,3.2,1.7,1
E02006629,85.2,9.9,2.2,1.5,1.2
E02006630,82.8,9.4,3.4,2.7,1.7
E02006631,76.2,11.5,5,4,3.3
E02006632,88.3,8.2,1.8,0.9,0.8
E02006633,91.6,6.3,1.1,0.6,0.4
