geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E02003491,6,23.8,45.5,24.8
E02003492,13.8,21.5,43.4,21.3
E02003493,10,23.5,32.9,33.6
E02003494,7,22.6,34.6,35.7
E02003495,5.8,36.9,46.5,10.8
E02003496,10.9,34.1,37.5,17.6
E02003497,4,16.6,31.5,47.9
E02003498,24.2,31.6,30.8,13.4
E02003499,9,25.8,45,20.2
E02003500,9.5,16.3,37.2,37
E02003501,19,30.3,19.7,30.9
E02003502,13.9,29.4,44.8,12
E02003503,8.4,22.2,45.1,24.4
E02003504,32.3,30.5,17.3,19.9
E02003505,31,29.6,18.3,21.2
E02003506,16.9,24.7,39,19.5
E02003507,5.1,30.3,42.8,21.8
E02003508,12.2,31.3,32,24.5
E02003509,41.5,35.8,13.2,9.5
E02003510,29.4,38.9,14.4,17.3
E02003511,15.8,26.1,33.8,24.4
E02003512,23.3,31.5,26.3,18.9
E02003513,21.3,33.3,16.4,28.9
E02003514,52,32,8.1,7.9
E02003515,17.8,34.5,37.6,10.1
E02003516,46.7,40.5,9.4,3.4
E02003517,37.2,35.3,17.5,10
E02003518,39.7,38.1,12,10.2
E02003519,52.6,32.9,9.3,5.3
E02003520,44,35.4,12.7,7.9
E02003521,44.2,34.4,13.3,8.1
E02003522,25.4,43.4,20.6,10.6
E02003523,8.2,29.7,34.5,27.6
E02004380,4.9,22.1,34.1,39
E02004383,8.8,25.5,38.3,27.4
E02004384,10.2,29.2,37.8,22.8
E02004385,12.9,33.8,35.4,17.9
E02006373,9.8,20.2,36.7,33.2
E02006374,12.6,22.4,32.5,32.5
E02006391,5.3,20.9,37.6,36.2
E02006392,18.8,36,28.2,17
E02006437,8.6,22.5,34.8,34
E02006438,7.1,20.7,32.5,39.7
E02006448,6.6,23.9,29.7,39.8
E02006449,10.8,22.8,36.9,29.5
E02006450,6.9,19.3,30.6,43.2
E02006451,10.8,19.6,35.9,33.7
E02006453,8.6,21.6,33.8,36
E02006534,5,24.2,52.7,18.1
E02006535,3.9,22.7,47.6,25.8
E02006536,4.8,29,46.8,19.4
E02006537,13.6,32.9,41.1,12.5
E02006538,14.8,34.3,33.2,17.6
E02006539,11.7,31.1,44.8,12.5
E02006540,15.2,34.5,39.9,10.4
E02006541,19.1,39.6,31.7,9.6
E02006542,9,28.5,39.3,23.2
E02006543,5.9,27.8,46.6,19.7
E02006544,5.9,25.2,41.1,27.8
E02006545,8.8,30.2,46.9,14.1
E02006546,7.2,26.3,42,24.5
E02006547,6.8,26.5,44.4,22.4
E02006548,8.1,29.6,43.9,18.4
E02006549,4.2,37.2,34.8,23.8
E02006550,8,29.6,45.1,17.4
E02006551,9.1,37.4,32.9,20.6
E02006552,37.1,31.2,21.9,9.9
E02006553,7.8,35,43.9,13.3
E02006554,10.1,31.5,36.9,21.6
E02006555,19,35.3,35.2,10.5
E02006556,4.9,25.6,42.6,26.9
E02006557,16.1,24.4,44.5,15
E02006558,40.6,34,14.9,10.5
E02006562,5,16.4,32.6,46
E02006565,6.6,23,42.8,27.6
E02006575,9.5,18.5,58.3,13.6
E02006576,6,25.6,35.2,33.2
E02006577,15.7,24.3,47.8,12.2
E02006578,22.7,34,31.3,11.9
E02006579,12.8,19.4,51.9,15.8
E02006580,10.4,21.3,49.4,19
E02006581,21.6,31,32.3,15.1
E02006582,3.8,23.9,28.6,43.7
E02006583,12.9,21.8,47,18.2
E02006584,16.9,18.3,57.9,7
E02006585,7.1,14.8,67.8,10.3
E02006586,7.9,10.4,71.8,9.8
E02006587,22,28.3,39,10.6
E02006588,16.3,30.5,30.7,22.6
E02006589,6.7,18.7,38.2,36.4
E02006590,12.5,27.8,34.6,25.1
E02006591,17.5,26.5,35.6,20.4
E02006592,6.4,16.7,35.5,41.5
E02006593,23.5,31.9,30.3,14.3
E02006594,9.1,26.5,40.2,24.3
E02006595,5.2,18.4,30.6,45.8
E02006596,7.8,22.4,35.1,34.7
E02006597,8.4,24.8,38.5,28.4
E02006598,5.6,21,41.2,32.2
E02006599,2.9,14.1,34.2,48.8
E02006600,11.1,30.5,37.2,21.3
E02006601,9.6,25.4,36.4,28.6
E02006602,3,17.8,39.2,40
E02006603,7.8,26,36.9,29.2
E02006604,21.3,28.4,31.5,18.7
E02006605,5.6,16.7,39.3,38.3
E02006607,6,18.3,36.7,38.9
E02006608,6.7,17.9,37.5,37.9
E02006609,6.5,17.7,35.6,40.1
E02006610,10.9,19.2,32.1,37.8
E02006611,4.2,18.2,37.2,40.3
E02006612,20.9,35.3,22.7,21.1
E02006613,13.3,28.5,42.8,15.3
E02006614,8.8,21.8,34.2,35.2
E02006615,6.1,22.8,43.8,27.3
E02006616,6.3,27.9,41.4,24.4
E02006617,19.1,29.3,36.3,15.3
E02006618,2.1,18,39.6,40.3
E02006619,7.1,21.3,35.3,36.3
E02006620,7.3,21.4,38.6,32.7
E02006621,4.4,31,37.1,27.5
E02006622,11.1,32.4,37.5,19
E02006623,9.5,34.2,44.9,11.4
E02006624,5.9,19,38,37.1
E02006625,15.4,18.4,50.4,15.8
E02006626,7.2,23.8,53.2,15.8
E02006627,12.1,33.5,42,12.3
E02006628,22,30.6,35.4,11.9
E02006629,17.8,27.9,41.3,13
E02006630,38.6,40.7,10.6,10.1
E02006631,42.1,34.5,13.2,10.2
E02006632,14.8,34.9,28.4,21.9
E02006633,5.9,33.5,40.2,20.5
