geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E02003491,13.4,64.4,22.2
E02003492,36,33.7,30.3
E02003493,11.7,67.8,20.5
E02003494,13.3,67.2,19.5
E02003495,12.9,65.8,21.2
E02003496,10.9,63.1,25.9
E02003497,13,66.8,20.2
E02003498,19.4,51.7,29
E02003499,20.5,49.6,29.9
E02003500,22.7,55.4,21.9
E02003501,15.9,63.5,20.6
E02003502,13.6,61,25.4
E02003503,13.3,59.9,26.8
E02003504,23.6,56.1,20.4
E02003505,34,46.7,19.3
E02003506,19.9,55.9,24.2
E02003507,11.2,67.1,21.8
E02003508,31.6,48.5,19.8
E02003509,19.6,58.9,21.5
E02003510,17.3,62,20.8
E02003511,15.1,60.9,23.9
E02003512,32.6,47.5,19.9
E02003513,13.6,62.2,24.2
E02003514,23.2,57.4,19.4
E02003515,11.4,52.8,35.8
E02003516,23.4,57.5,19.1
E02003517,25.5,45.9,28.6
E02003518,14.6,63.4,21.9
E02003519,26.4,53.4,20.1
E02003520,20.3,52.7,27
E02003521,17.2,59.5,23.3
E02003522,14.3,60.3,25.4
E02003523,10.3,73.8,15.9
E02004380,11,72.1,16.9
E02004383,14.1,70,15.9
E02004384,11.6,69.9,18.5
E02004385,9,72.4,18.6
E02006373,13.3,70.7,16
E02006374,11,71.3,17.7
E02006391,15.1,66.5,18.4
E02006392,14.5,65,20.6
E02006437,9.3,70.3,20.4
E02006438,11.1,69.5,19.4
E02006448,11.5,68.4,20.2
E02006449,10,74.9,15.1
E02006450,13.6,71.7,14.6
E02006451,10.7,72.2,17.1
E02006453,11,70.7,18.2
E02006534,10.6,68.8,20.7
E02006535,10.8,75.2,14
E02006536,11,68.6,20.4
E02006537,11.4,64.2,24.4
E02006538,11.4,73.9,14.7
E02006539,10.8,67.6,21.7
E02006540,11.6,69.4,19
E02006541,8.4,74,17.6
E02006542,10.9,75.1,14
E02006543,9.8,75.8,14.5
E02006544,10.9,70.7,18.4
E02006545,14,65.1,20.9
E02006546,10.5,72.2,17.3
E02006547,10.8,66.6,22.6
E02006548,11.8,73.6,14.7
E02006549,7.4,81.1,11.5
E02006550,8.1,74.3,17.6
E02006551,6,83.2,10.8
E02006552,12.1,67.7,20.2
E02006553,11.7,70,18.3
E02006554,8.4,77.2,14.3
E02006555,13.7,63.6,22.7
E02006556,10.1,76,13.9
E02006557,15.5,58.6,25.9
E02006558,14.8,62.1,23.1
E02006562,12.2,74.4,13.4
E02006565,12.8,71.6,15.6
E02006575,19.3,50.1,30.6
E02006576,17.5,63.4,19.1
E02006577,16,59,25.1
E02006578,21.2,51.1,27.7
E02006579,15.6,61.5,22.9
E02006580,15.7,63.3,20.9
E02006581,18.6,55.2,26.2
E02006582,18.2,61.9,19.9
E02006583,15.9,63.4,20.7
E02006584,19.4,51.2,29.4
E02006585,16.7,57.8,25.6
E02006586,21.3,47.9,30.8
E02006587,19.2,52.7,28.1
E02006588,15.1,67.4,17.5
E02006589,12.9,72.6,14.4
E02006590,12,71.8,16.2
E02006591,13.2,69.8,17
E02006592,11.5,69.4,19.1
E02006593,12.4,68.3,19.2
E02006594,14.4,69.6,16
E02006595,12.2,67.6,20.2
E02006596,13,72,14.9
E02006597,12.6,70.8,16.6
E02006598,13.1,73.1,13.8
E02006599,8.2,82.5,9.2
E02006600,9.7,77.1,13.2
E02006601,11.2,70.6,18.2
E02006602,12.8,72.3,15
E02006603,10,77.7,12.2
E02006604,12.7,70.1,17.2
E02006605,15.2,64.8,20
E02006607,11.9,74.1,14
E02006608,11.9,74.9,13.3
E02006609,11.9,71.2,16.9
E02006610,12.9,71.5,15.6
E02006611,11,76.7,12.4
E02006612,12.8,70.5,16.8
E02006613,13,65.4,21.6
E02006614,12.6,69.7,17.8
E02006615,15.5,66.9,17.6
E02006616,12.5,71.8,15.7
E02006617,12.1,67.5,20.4
E02006618,11.2,75.8,13
E02006619,14.4,67.5,18
E02006620,9.7,76.3,14
E02006621,8.9,78.7,12.4
E02006622,11.2,72.9,15.9
E02006623,9.7,68.7,21.6
E02006624,15.1,70.6,14.4
E02006625,14.3,64.9,20.8
E02006626,13,62.4,24.6
E02006627,10.3,71.8,17.9
E02006628,15.8,61.7,22.5
E02006629,11.5,65.4,23.2
E02006630,9.7,69.3,21
E02006631,13.9,64.5,21.6
E02006632,10.7,76.3,13.1
E02006633,8.2,77.5,14.3
