geography_code,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00089400,13,11.6,56.5,18.8
E00137250,10.9,19.7,64.2,5.1
E00137251,14,14.9,65.3,5.8
E00137252,5.8,17.5,66.7,10
E00137256,17.4,9,63.2,10.3
E00137257,10.7,15.6,57.3,16.4
E00137260,7.9,7.9,73,11.2
E00137261,9.4,18.4,63.4,8.7
E00137262,11.2,15.9,64.1,8.8
E00137263,9.1,12.9,68.9,9.1
E00137264,7.7,18.1,64.3,9.9
E00137270,8.8,21.9,54.4,14.9
E00137271,8.7,15.5,60.2,15.5
E00137272,4.8,20.2,61.5,13.5
E00137273,10.8,18.1,59,12
E00137274,10,7.7,68.5,13.8
E00137275,4.5,8,81.3,6.3
E00137276,9.1,12.9,65.2,12.9
E00137277,9.4,17,65.1,8.5
E00137278,13.6,14.6,64.1,7.8
E00137279,4.9,13,69.9,12.2
E00137280,11.3,17.5,58.1,13.1
E00137281,6.9,12.6,73.6,6.9
E00137282,3.8,17.9,66.5,11.8
E00137283,18.5,19.3,42,20.2
E00137284,9.2,14.9,56.9,19
E00137285,12.5,16,44.4,27.1
E00137286,10.6,15,58.1,16.3
E00137287,9.8,11.8,59.5,19
E00137288,13.2,23.1,49.6,14
E00137289,14.3,16.8,51.3,17.6
E00137336,7.7,23.1,54.5,14.7
E00137337,13.8,15.9,59.8,10.6
E00137338,17.4,12.9,53.5,16.1
E00137339,10.9,16.7,59.4,13
E00137340,9.6,15.2,53.6,21.6
E00137341,10.7,19.8,49.2,20.3
E00137354,6.3,16,70.2,7.6
E00137355,7.1,17.5,66.2,9.1
E00137356,9.1,14.9,64.9,11.2
E00137357,5.3,25.5,66,3.2
E00137358,7.4,12,68.5,12
E00137359,9.6,12.2,68.6,9.6
E00137360,9.1,12.3,66.2,12.3
E00137361,11.4,13.9,68.2,6.5
E00137362,4.2,12,71.7,12
E00137363,10.3,16.8,65.2,7.7
E00137364,2.7,22.3,61.5,13.5
E00137365,13.3,14.7,58.7,13.3
E00137366,9,14.5,61.4,15.1
E00137367,10.9,15.6,60.2,13.3
E00137368,11.8,13.6,62.7,11.8
E00137369,11.1,20.6,63.5,4.8
E00137370,6.2,14.9,70.2,8.7
E00137371,10.8,12,68.7,8.4
E00137372,9.1,16.7,67,7.2
E00137373,10.9,13.2,70.5,5.4
E00137375,12.5,19.1,55.1,13.2
E00137376,13.5,22.6,52.6,11.3
E00137377,11.5,22.3,56.1,10.1
E00137378,11.7,17.8,53.7,16.8
E00137383,11,14,67,8
E00137384,9.8,13.7,68.6,7.8
E00137385,10.4,14.8,63,11.9
E00137386,15.3,18.2,61.3,5.1
E00137388,12,17.4,59.3,11.4
E00137389,6.6,17.2,63.1,13.1
E00137390,11.4,20.3,57.7,10.6
E00137391,9.2,10.6,68.1,12.1
E00137392,3.3,20.3,66.7,9.8
E00137393,10.6,14.6,67.5,7.3
E00137394,10.6,15.3,68.2,5.9
E00137444,12.8,9.2,57.8,20.2
E00137445,14.7,20.6,48,16.7
E00137446,11.7,14.6,51.8,21.9
E00137447,14,9.8,61.7,14.5
E00137448,6.9,17.2,60.3,15.7
E00137449,3.3,18,69.2,9.5
E00137450,8.4,16,64,11.6
E00137451,9.1,17.6,62.4,10.9
E00137452,13,16.8,58.2,12
E00137453,10.7,17.3,58,14
E00137454,8,18.2,54.5,19.3
E00137467,7,25.6,48.1,19.4
E00137468,12.4,13.6,62.7,11.3
E00137469,12.6,13.8,62.9,10.7
E00137470,6.5,12.1,67.7,13.7
E00137471,8.5,17.8,62.4,11.3
E00137472,12.5,13.1,63.1,11.4
E00137473,7.3,20.6,63,9.1
E00137474,8.1,17.3,63.5,11.2
E00137475,7.6,20.3,57.6,14.6
E00137476,5.5,17.8,61.3,15.3
E00137477,13.4,15.5,57.2,13.9
E00138671,7,16,60,17
E00138672,14.8,19.5,45.6,20.1
E00138673,9,21.6,56,13.4
E00138674,16.7,20,47.8,15.6
E00138675,11.9,20.5,53,14.6
