geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00089400,6.9,36.2,56.9
E00137250,4.8,26.4,68.8
E00137251,4.7,29.5,65.9
E00137252,5.3,41.2,53.4
E00137256,3.2,23,73.8
E00137257,5.6,19.2,75.3
E00137260,9.7,34.7,55.6
E00137261,12.3,28.1,59.6
E00137262,5.3,21.2,73.5
E00137263,6.9,26.9,66.2
E00137264,10.2,21.1,68.8
E00137270,4.2,25,70.8
E00137271,0,29.8,70.2
E00137272,4.6,36.7,58.7
E00137273,5.6,40.3,54
E00137274,9.6,60.3,30.1
E00137275,4,53,43
E00137276,4.7,43.2,52
E00137277,0.8,26.4,72.7
E00137278,4.7,31.5,63.8
E00137279,4.2,44.5,51.3
E00137280,9.4,20.5,70.1
E00137281,2.3,61.7,36.1
E00137282,5.9,64.9,29.3
E00137283,4.5,27.8,67.7
E00137284,4.8,20.7,74.5
E00137285,3.9,27.3,68.8
E00137286,9.8,21.3,68.9
E00137287,5.6,20.2,74.2
E00137288,8,26.5,65.5
E00137289,7.7,29.8,62.5
E00137336,5.7,32.1,62.1
E00137337,8.6,22.4,69.1
E00137338,4.2,27.3,68.5
E00137339,6.6,24.6,68.9
E00137340,7.8,28.7,63.5
E00137341,2.5,25.3,72.2
E00137354,9.9,23.6,66.5
E00137355,8,33.6,58.4
E00137356,8.7,17.4,73.9
E00137357,3.1,32.7,64.3
E00137358,9.6,23.1,67.3
E00137359,3.9,22.5,73.6
E00137360,7,44.5,48.4
E00137361,10.7,28,61.3
E00137362,3.8,39.7,56.5
E00137363,4.9,18.9,76.2
E00137364,10.1,38.8,51.2
E00137365,4.3,23.7,71.9
E00137366,4.1,26,69.9
E00137367,8.1,17.9,74
E00137368,4.5,22.7,72.7
E00137369,8.5,27.1,64.4
E00137370,9.3,24,66.7
E00137371,9.4,19.7,70.9
E00137372,3.9,16.2,79.9
E00137373,10.5,29.8,59.6
E00137375,5.1,22.9,72
E00137376,5.3,24.4,70.2
E00137377,3.7,25.2,71.1
E00137378,4.4,36.3,59.3
E00137383,3.3,28.9,67.8
E00137384,5.6,21.8,72.6
E00137385,8.3,34.1,57.6
E00137386,11.9,21.2,66.9
E00137388,9.3,23.3,67.3
E00137389,5.9,37.3,56.8
E00137390,6.3,30.2,63.5
E00137391,8.5,28.8,62.7
E00137392,10.2,31.4,58.5
E00137393,12.4,20.6,67
E00137394,14.2,17.3,68.5
E00137444,7,30,63
E00137445,2.5,23.8,73.8
E00137446,0,19.3,80.7
E00137447,5.9,14.4,79.7
E00137448,5,27.7,67.3
E00137449,5.7,27,67.2
E00137450,2.2,48.9,48.9
E00137451,6.4,28.4,65.2
E00137452,4.3,22,73.8
E00137453,4.9,27,68
E00137454,0.8,37.6,61.7
E00137467,1.9,25.2,72.9
E00137468,3.6,29.3,67.1
E00137469,2.2,24.1,73.7
E00137470,2.7,55.8,41.5
E00137471,6.5,12.3,81.2
E00137472,5.8,21.9,72.3
E00137473,3.4,29.7,66.9
E00137474,8.7,26.1,65.2
E00137475,2.3,32.1,65.6
E00137476,4.8,34.7,60.5
E00137477,5,27.3,67.7
E00138671,1.1,30.1,68.8
E00138672,0,21.8,78.2
E00138673,2.7,33.6,63.6
E00138674,6.3,4.2,89.6
E00138675,3.5,21.1,75.4
E00138676,4.3,14.9,80.9
E00138677,3.4,19.8,76.7
E00138678,1.5,22.1,76.5
E00138680,2.1,35.4,62.5
E00138681,3.6,18.3,78.1
E00138683,3.4,17.2,79.3
E00138684,3.4,18.4,78.2
E00138685,4.5,19.5,76
E00138826,4.6,20,75.4
E00138841,3.1,24.2,72.7
E00138842,1.9,19.3,78.7
E00138843,4.1,21.6,74.3
E00138844,1.7,38.5,59.8
E00138845,4.9,28.5,66.7
E00138846,1.7,28.8,69.5
E00138847,3.3,26.8,69.9
E00138848,5.9,30.3,63.9
E00138849,0.8,31.9,67.2
