geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00052690,34.1,38.9,6.6,17.5,2.8
E00052691,47.6,31.9,4.4,12.5,3.6
E00052692,25.6,42.4,6.9,21.9,3.2
E00052693,20.1,44.8,7.1,26.9,1.1
E00052694,30.9,43,7.2,18.8,0
E00052695,37.6,38.6,5,12.9,5.9
E00052696,31.6,43.3,5,17.6,2.5
E00052697,32.7,40.6,6.6,15.5,4.6
E00052698,36.4,42.2,7.6,10.2,3.6
E00052699,29.8,49.6,4.6,10.3,5.7
E00052700,31.8,36.8,5.4,18.1,7.9
E00052701,25.6,46.9,10.1,17.3,0
E00052702,31.5,40.7,2.8,22.7,2.3
E00052703,25.5,41.7,7.2,25.5,0
E00052704,19.5,50.4,4.1,23.2,2.8
E00052706,28.8,44.7,4.4,17.7,4.4
E00052707,26.9,40.7,6.5,23.6,2.3
E00052709,28.2,37.7,6.3,22.9,4.9
E00052711,11.7,40.4,8.7,35.2,3.9
E00052712,23.3,40.5,6,26,4.2
E00052713,17.9,41,6.2,32.8,2.1
E00052714,20.4,43,8.7,26.8,1.1
E00052715,22.4,48.6,4.6,22.4,1.9
E00052716,24.4,39.3,7.9,24,4.5
E00052717,29.4,41.5,5.6,21,2.4
E00052718,20.9,42.2,5.8,27.1,4
E00052719,21.5,40.4,6.5,26.5,5
E00052720,15.6,41.8,9.1,31.6,1.9
E00052721,27,46,5.5,18.2,3.3
E00052722,30.2,43.3,3.7,19.6,3.3
E00052723,23.3,43.8,5.2,26.5,1.2
E00052724,23.5,42.3,9.4,23.1,1.7
E00052725,33.9,43,7,14.3,1.7
E00052873,23.1,42.8,4.7,25.3,4.1
E00052894,28.6,37.4,4.2,21.8,8
E00052901,30.4,37.7,3.8,24.7,3.5
E00052902,21.1,40.6,3.2,30.7,4.4
E00052904,26.3,44.9,3.9,21.1,3.9
E00052906,37.8,39,5.8,13.4,4.1
E00052911,31.7,31.7,5.4,23.6,7.7
E00052914,39.9,34.1,2.5,19.6,4
E00052915,38.3,33,5.3,18.6,4.9
E00052916,37.9,32,3,21.6,5.6
E00052918,36.2,35.3,5.9,19.5,3.2
E00052920,34.8,42.7,4.1,16.5,1.9
