geography_code,in_full_time_education-001,in_full_time_education-002
E00052690,18.6,81.4
E00052691,17.7,82.3
E00052692,21.9,78.1
E00052693,13.7,86.3
E00052694,16.3,83.7
E00052695,10.6,89.4
E00052696,30.2,69.8
E00052697,19.7,80.3
E00052698,22.7,77.3
E00052699,32.1,67.9
E00052700,19.8,80.2
E00052701,25.9,74.1
E00052702,22.5,77.5
E00052703,23.1,76.9
E00052704,16.5,83.5
E00052706,23,77
E00052707,21.5,78.5
E00052709,33.3,66.7
E00052711,25,75
E00052712,9.3,90.7
E00052713,15.9,84.1
E00052714,13.8,86.2
E00052715,13.7,86.3
E00052716,13.7,86.3
E00052717,18.1,81.9
E00052718,9.8,90.2
E00052719,19.8,80.2
E00052720,17.6,82.4
E00052721,31.1,68.9
E00052722,22,78
E00052723,27.2,72.8
E00052724,16,84
E00052725,13.2,86.8
E00052873,33.2,66.8
E00052894,27.9,72.1
E00052901,29.8,70.2
E00052902,23.7,76.3
E00052904,34.7,65.3
E00052906,3.4,96.6
E00052911,29.3,70.7
E00052914,33.4,66.6
E00052915,30.8,69.2
E00052916,26.9,73.1
E00052918,19.5,80.5
E00052920,35.7,64.3
E00052921,43.9,56.1
E00052922,35.5,64.5
E00052923,35.5,64.5
E00052924,25.7,74.3
E00052925,30.8,69.2
E00052926,25.8,74.2
E00052929,29.3,70.7
E00052930,34.3,65.7
E00052931,24.8,75.2
E00052932,32.2,67.8
E00052933,27.3,72.7
E00052934,24.4,75.6
E00052935,23.8,76.2
E00052937,35.6,64.4
E00052938,38.3,61.7
E00052940,30.6,69.4
E00052941,30,70
E00052943,38,62
E00052944,34.6,65.4
E00052945,32.7,67.3
E00052946,30.9,69.1
E00052989,13.2,86.8
E00052990,19.3,80.7
E00052991,23.2,76.8
E00052992,28.3,71.7
E00052993,18.7,81.3
E00052994,23.2,76.8
E00052995,21.9,78.1
E00052996,19,81
E00052997,6.8,93.2
E00052998,26.8,73.2
E00052999,27.6,72.4
E00053000,20.6,79.4
E00053001,10.6,89.4
E00053002,11.7,88.3
E00053003,21.8,78.2
E00053004,19.9,80.1
E00053005,25.4,74.6
E00053006,13.3,86.7
E00053007,31.3,68.7
E00053008,21.2,78.8
E00053009,18.7,81.3
E00053010,38,62
E00053011,23.1,76.9
E00053012,28.5,71.5
E00053013,18.3,81.7
E00053014,15.9,84.1
E00053015,24.2,75.8
E00053016,9.9,90.1
E00053017,23.2,76.8
E00053018,19.4,80.6
E00053019,23.6,76.4
E00053020,19.5,80.5
E00053021,13.9,86.1
E00053022,16.2,83.8
E00053023,15.8,84.2
