geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00052690,18.5,10.1,4,62.9,4.4
E00052691,6.7,9.8,6.3,74.7,2.5
E00052692,4.6,11.8,3.9,76.7,3
E00052693,6.1,4.9,4.9,84.1,0
E00052694,1.5,3.4,4.5,89.1,1.5
E00052695,3.9,1.3,1.3,93.4,0
E00052696,1.1,9.2,5.6,84,0
E00052697,1.7,8.4,5.9,79.6,4.5
E00052698,3.5,4.2,10.6,81.3,0.4
E00052699,5.9,11.8,15.5,65.5,1.2
E00052700,5,6.7,5.8,82.5,0
E00052701,2.5,4.7,4.7,84.7,3.6
E00052702,16.3,5.6,6.7,67,4.4
E00052703,6.1,16.7,8.8,67.3,1
E00052704,4,4.3,5.3,86.4,0
E00052706,6.6,2.1,5.2,86.1,0
E00052707,7.5,21.4,7.3,62.2,1.7
E00052709,3.7,22.1,12.3,61.9,0
E00052711,14.8,4.6,5.9,74.8,0
E00052712,4.5,1.6,2.5,91.4,0
E00052713,5.5,0.8,2.1,89.5,2.1
E00052714,1.3,1.6,1.3,94.5,1.3
E00052715,3.4,1.7,6.8,86.1,2
E00052716,6.1,1.4,0.7,88.8,2.9
E00052717,4,2.7,4,89.2,0
E00052718,6.2,3.3,3.3,87.3,0
E00052719,5.8,0.9,4.6,86.9,1.8
E00052720,11.1,4.3,4,77.8,2.8
E00052721,0,8.9,8.3,82.8,0
E00052722,2.7,5.8,1,88.8,1.7
E00052723,2.4,5.1,4.8,85.5,2.1
E00052724,7.5,2.1,2.8,87.5,0
E00052725,4,3.3,4.7,86.5,1.5
E00052873,29.9,21.9,9.7,32,6.5
E00052894,37.2,17.8,7.2,33.4,4.4
E00052901,10.1,21.1,10.1,51.2,7.4
E00052902,18,26.8,9.5,43.3,2.4
E00052904,9.3,34.1,10.5,36.1,10
E00052906,8.9,18.3,11.1,57.8,3.9
E00052911,24.1,25.5,4,39.4,7.1
E00052914,18,14.9,5.6,58.5,3
E00052915,34.3,26.8,5.8,24.9,8.3
E00052916,32.5,16.7,4.2,36.2,10.5
E00052918,1.9,12.3,2.7,83.1,0
E00052920,1.5,7.1,12.3,76.4,2.7
E00052921,1.8,11,9.8,77.2,0.3
E00052922,0.2,6.8,12,81,0
E00052923,2.5,19.9,9.8,67.8,0
E00052924,2,4.6,8.3,80.8,4.3
E00052925,5.8,6.6,7.2,80.3,0
E00052926,11.2,15.2,9,64.3,0.3
E00052929,1.8,12.1,11.2,69.7,5.2
E00052930,8.5,29,7.4,51.1,4.1
E00052931,5.2,7,12.2,72,3.5
E00052932,3.1,8.9,4.6,79.8,3.7
E00052933,9,22.7,9.7,56.1,2.5
E00052934,1.4,27.3,4.3,65.6,1.4
E00052935,3.1,15.4,5.2,73.8,2.5
E00052937,5.2,12.8,9.7,71.5,0.8
E00052938,5.7,26.2,7.2,60,1
E00052940,29.6,25,9.2,32.7,3.5
