geography_code,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00052690,88.5,4.8,2.9,3.8
E00052691,95.2,0.8,0.8,3.2
E00052692,88.2,3.2,1.6,7
E00052693,97.8,1.4,0.7,0
E00052694,97.6,0.8,0,1.6
E00052695,95.8,1.7,0,2.5
E00052696,98,0.7,0,1.4
E00052697,95.9,0.6,0.6,2.9
E00052698,97.5,0,1.6,0.8
E00052699,87.5,6.3,1.4,4.9
E00052700,94.9,0,1.3,3.8
E00052701,94.8,0,0.7,4.4
E00052702,84,6.6,0.9,8.5
E00052703,93.2,0.8,2.3,3.8
E00052704,97.7,1.5,0,0.8
E00052706,93.9,3.5,0,2.6
E00052707,85.3,4.9,1.5,8.3
E00052709,91.7,2.5,1.9,3.8
E00052711,94,4.3,0,1.7
E00052712,95.8,0.8,2.5,0.8
E00052713,96.1,2,0,2
E00052714,95.9,2.4,0,1.6
E00052715,100,0,0,0
E00052716,96.2,2.3,0.8,0.8
E00052717,96.2,2.3,0,1.5
E00052718,97.1,1.4,0,1.4
E00052719,97.8,0,0.7,1.5
E00052720,90.8,4.2,0,4.9
E00052721,97.1,1.5,0,1.5
E00052722,94.3,3.3,0.8,1.6
E00052723,94,2.6,0.9,2.6
E00052724,95.2,2.4,0,2.4
E00052725,95.5,0,0.8,3.8
E00052873,62.7,10.7,6.5,20.1
E00052894,61.4,5.7,7.9,25
E00052901,84.3,2.5,5.7,7.5
E00052902,84,4.9,1.4,9.7
E00052904,63.9,11.8,8.4,16
E00052906,86,0.7,1.4,11.9
E00052911,53.9,9.4,7,29.7
E00052914,65.9,12.6,8.9,12.6
E00052915,48.8,7.9,7.9,35.4
E00052916,48.8,15.5,5.4,30.2
E00052918,96.3,0.9,0,2.8
E00052920,94.6,1.5,0.8,3.1
E00052921,90.8,1.7,1.7,5.9
E00052922,99.2,0,0,0.8
E00052923,95.2,4.8,0,0
E00052924,96.1,1.3,1.3,1.3
E00052925,96.8,0,0.8,2.4
E00052926,89.4,2.8,2.1,5.7
E00052929,90.6,3.1,2.3,3.9
E00052930,78.9,3.9,6,11.2
E00052931,86.7,4.4,2.2,6.7
E00052932,92.1,1.8,0.9,5.3
E00052933,82.5,2.9,2.9,11.7
E00052934,89.1,0,4.5,6.4
E00052935,86.3,4.6,1.3,7.8
E00052937,89.4,4.9,2.4,3.3
E00052938,84.7,4.8,4,6.5
E00052940,73.1,10.6,4.8,11.5
E00052941,85.2,8.7,0.9,5.2
E00052943,85.4,7.3,4.1,3.3
E00052944,77.6,4.8,6.4,11.2
E00052945,81.4,7.8,3.1,7.8
E00052946,78.1,12.5,2.3,7
E00052989,95.3,2.4,0.8,1.6
E00052990,92.5,2.3,0.8,4.5
E00052991,90.2,4.9,1.4,3.5
E00052992,90.9,4.5,1.5,3
E00052993,88.2,6.4,1.8,3.6
E00052994,96,1.6,0,2.4
E00052995,90.2,3.7,4.3,1.8
E00052996,82.3,6.2,6.2,5.4
E00052997,92.5,1.4,0.7,5.5
E00052998,90.8,3.4,3.4,2.5
E00052999,94,2.6,0.9,2.6
E00053000,88.7,3.5,0.9,7
E00053001,93.3,1.7,1.7,3.4
E00053002,97.7,1.6,0,0.8
E00053003,94.5,1.6,1.6,2.3
E00053004,87.9,2,1,9.1
E00053005,87.7,5.7,2.8,3.8
E00053006,94.1,1.7,0,4.2
E00053007,88.2,4.2,2.8,4.9
E00053008,92.3,3.8,1.5,2.3
E00053009,84.8,6.1,0.8,8.3
E00053010,85.5,3.4,8.5,2.6
E00053011,84.4,9.2,2.1,4.3
E00053012,92.4,2.9,1.9,2.9
E00053013,89.3,6.3,0,4.5
E00053014,87.9,7.3,0,4.8
E00053015,88.9,9.5,0,1.6
E00053016,93.3,2.5,0.8,3.4
E00053017,82.9,7.8,2.3,7
E00053018,81.5,6.9,2.3,9.2
E00053019,77.7,11.7,1.9,8.7
E00053020,86.8,7,1.8,4.4
E00053021,89.8,3.4,1.7,5.1
E00053022,85.1,1.8,0,13.2
E00053023,95.7,1.7,0.9,1.7
E00053024,85.8,6.6,2.8,4.7
E00053025,93.4,2.5,1.6,2.5
E00053026,93.8,2.7,1.8,1.8
E00053027,85.1,6.8,2,6.1
E00053028,92.3,0.6,1.2,5.9
E00053029,93,6.1,0.9,0
E00053030,88.9,2.6,2.6,6
E00053032,77.9,8.7,0.6,12.8
E00053033,83,5.7,0,11.3
E00053034,77.6,7.5,5.6,9.3
E00053051,83.1,9.2,0.8,6.9
E00053052,78.6,5.4,5.4,10.7
E00053053,85.1,6,0.7,8.2
E00053054,88.8,4.1,0,7.1
E00053055,87.5,2.1,2.8,7.6
E00053056,61,13.2,2.2,23.5
E00053057,47.5,17.8,4.2,30.5
E00053058,71.6,9.2,2.8,16.3
E00053059,55.8,14.5,1.2,28.5
E00053060,83,3.8,0,13.2
E00053061,67.3,15,0.9,16.8
E00053115,67.5,14.3,7.1,11.1
E00053116,60.7,12.1,5.6,21.5
E00053117,75.7,9.6,3.5,11.3
E00053118,56.1,15,4.7,24.3
E00053119,69.9,7,10.5,12.6
E00053120,84.3,6.3,3.1,6.3
E00053121,54.9,12.8,4.5,27.8
