areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00141579,98.9,0,0,1.1
E00141584,100,0,0,0
E00141593,99,1,0,0
E00141594,100,0,0,0
E00141595,98.3,0.8,0,0.8
E00141596,98.5,0,0,1.5
E00141597,99.2,0,0,0.8
E00141598,100,0,0,0
E00141599,99.3,0,0,0.7
E00141614,100,0,0,0
E00141615,99.5,0.5,0,0
E00141616,100,0,0,0
E00141626,100,0,0,0
E00141633,95.1,0,1.6,3.3
E00141634,89.7,2.8,0.7,6.9
E00141635,86.1,1.9,1.9,10.1
E00141636,92.5,2.3,0.8,4.5
E00141637,88.8,4.8,0,6.4
E00141638,90.3,1.1,1.1,7.5
E00141639,88.3,1.1,1.1,9.6
E00141640,93.8,1.1,0.6,4.5
E00141641,84.3,1.2,1.2,13.4
E00141642,90.2,3.3,0.8,5.7
E00141643,86.2,8.1,0,5.7
E00141644,87.1,2,2,8.9
E00141645,95,0,2.5,2.5
E00141646,100,0,0,0
E00141647,94.8,3.5,0,1.7
E00141648,96.7,0,0,3.3
E00141649,90.8,3.1,0.8,5.3
E00141650,99,1,0,0
E00141651,98.8,0,0.4,0.8
E00141652,100,0,0,0
E00141653,98.6,0.7,0,0.7
E00141654,100,0,0,0
E00141655,98.5,0,0,1.5
E00141656,97.8,1.1,0.5,0.5
E00141657,100,0,0,0
E00141658,100,0,0,0
E00141659,99.4,0.6,0,0
E00141660,98.8,1.3,0,0
E00141661,99.4,0.6,0,0
E00141662,98.6,0.7,0,0.7
E00141663,98.1,0,0,1.9
E00141664,99.2,0.8,0,0
E00141665,100,0,0,0
E00141666,88.5,5.4,0,6.2
E00141667,90.8,2.5,2.5,4.2
E00141668,95.1,0.7,2.1,2.1
E00141669,93.9,1.4,0.7,4.1
E00141670,95.2,0.8,2.4,1.6
E00141671,83.6,4.2,1.2,10.9
E00141672,87.1,0.8,0.8,11.3
E00141673,81.1,6.6,1.9,10.4
E00141674,100,0,0,0
E00141675,94.4,0.6,0.6,4.3
E00141676,94.6,3.1,0.8,1.5
E00141677,95.6,0,0.7,3.6
E00141678,94.1,2.5,1.7,1.7
E00141679,93.8,2.7,0.9,2.7
E00141680,96.5,2.1,1.4,0
E00141681,95,0,0,5
E00141689,98.6,1.4,0,0
E00141691,99.4,0,0.6,0
E00141692,100,0,0,0
E00141693,97.1,1.9,1,0
E00141694,100,0,0,0
E00141695,99.3,0.7,0,0
E00141696,100,0,0,0
E00141697,97.7,2.3,0,0
E00141698,99.1,0.9,0,0
E00141699,100,0,0,0
E00141700,99.1,0.9,0,0
E00141702,97.9,1.6,0.5,0
E00141703,98.5,1.5,0,0
E00141704,100,0,0,0
E00141708,98.5,0,1.5,0
E00141710,99.1,0.9,0,0
E00141711,95.7,2.6,0,1.7
E00141712,96,0,0.8,3.2
E00141713,97.2,0.9,0,1.9
E00141716,100,0,0,0
E00141717,97.6,0.8,0,1.6
E00141719,98.6,0.7,0,0.7
E00141720,99.2,0.8,0,0
E00141721,97.7,0,0,2.3
E00141723,99,0,0,1
E00141724,98.4,0.8,0.8,0
E00141725,94,2,0.7,3.4
E00141728,99.3,0.7,0,0
E00141729,100,0,0,0
E00141730,99.2,0,0,0.8
E00141731,100,0,0,0
E00141732,99.3,0,0,0.7
