areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00141579,98.9,1.1,0
E00141584,100,0,0
E00141593,99.5,0.5,0
E00141594,100,0,0
E00141595,99,1,0
E00141596,96.9,1.7,1.4
E00141597,99.6,0.4,0
E00141598,100,0,0
E00141599,98.8,1.2,0
E00141614,100,0,0
E00141615,99.6,0.4,0
E00141616,100,0,0
E00141626,100,0,0
E00141633,93.2,5,1.8
E00141634,85.2,10.1,4.7
E00141635,85.9,13.1,1
E00141636,92.7,4.5,2.7
E00141637,89.7,9.8,0.5
E00141638,86.8,6.6,6.6
E00141639,89.5,8.8,1.7
E00141640,90.3,7.8,1.9
E00141641,80.7,10.8,8.5
E00141642,90.2,6.8,2.9
E00141643,88,8.5,3.5
E00141644,80.5,11.3,8.2
E00141645,96.9,2.6,0.5
E00141646,100,0,0
E00141647,96.6,3.4,0
E00141648,97.5,2,0.5
E00141649,88.7,10,1.3
E00141650,99.5,0,0.5
E00141651,98.5,1.5,0
E00141652,100,0,0
E00141653,98.9,1.1,0
E00141654,100,0,0
E00141655,98.9,1.1,0
E00141656,99,1,0
E00141657,100,0,0
E00141658,100,0,0
E00141659,99.8,0.2,0
E00141660,99.4,0.6,0
E00141661,99.7,0.3,0
E00141662,98.4,1.2,0.4
E00141663,98.8,1.2,0
E00141664,99.2,0.8,0
E00141665,100,0,0
E00141666,90.6,7,2.4
E00141667,90,8.5,1.4
E00141668,96.5,2.9,0.6
E00141669,90.9,5.6,3.5
E00141670,95.8,3.8,0.4
E00141671,82.6,14.5,2.8
E00141672,86.1,12.2,1.6
E00141673,86.2,10.5,3.3
E00141674,100,0,0
E00141675,95.6,4.1,0.3
E00141676,94.6,5,0.4
E00141677,95.5,3.8,0.7
E00141678,94.2,4.1,1.7
E00141679,93.9,4.9,1.2
E00141680,97.8,2.2,0
E00141681,93.8,3.4,2.8
E00141689,99.4,0.6,0
E00141691,99.2,0.8,0
E00141692,100,0,0
E00141693,98.5,1.5,0
E00141694,100,0,0
E00141695,99.7,0.3,0
E00141696,100,0,0
E00141697,99,1,0
E00141698,99.6,0.4,0
E00141699,100,0,0
E00141700,99.5,0.5,0
E00141702,98.5,1.5,0
E00141703,98.9,0.7,0.4
E00141704,100,0,0
E00141708,98.9,1.1,0
E00141710,98.1,1.9,0
E00141711,95.6,2.3,2
E00141712,97.1,2.6,0.3
E00141713,98.2,1.8,0
E00141716,100,0,0
E00141717,98.8,1.2,0
E00141719,98.4,1.6,0
E00141720,97.4,2.6,0
E00141721,97.3,2.7,0
E00141723,98.2,1.1,0.7
E00141724,98.8,0.9,0.3
E00141725,94.8,3.7,1.5
E00141728,99.7,0.3,0
E00141729,100,0,0
E00141730,99.6,0.4,0
E00141731,100,0,0
E00141732,99.7,0.3,0
E00141733,97.8,2.2,0
E00141734,99.2,0.8,0
E00141735,100,0,0
E00141741,98.4,1.6,0
E00141742,94.2,4.1,1.7
E00141744,92.1,5,2.9
E00141745,93.9,5.2,0.9
E00141746,95.4,2.9,1.6
E00141747,99.1,0.9,0
E00141748,90.8,8.5,0.7
E00141749,97.5,2.2,0.4
E00141750,96.2,3.8,0
E00141751,92.9,5.8,1.4
E00141752,95.6,2.6,1.8
E00141753,99.7,0.3,0
E00141754,97.2,2.4,0.4
E00141755,98.1,1.9,0
E00141756,91,7.8,1.2
E00141757,98.6,1.4,0
E00141758,100,0,0
E00141759,98.5,0.7,0.7
E00141760,100,0,0
E00141761,99.5,0.5,0
E00141762,96.2,2.4,1.4
E00141763,99.2,0.8,0
E00141764,99.6,0.4,0
E00141765,100,0,0
E00141766,98.9,1.1,0
E00141768,100,0,0
E00141769,99.7,0.3,0
E00141770,99.1,0.9,0
E00141771,99.6,0.4,0
E00141772,100,0,0
E00141773,99.1,0,0.9
E00141774,99.8,0,0.2
E00141775,100,0,0
E00141776,100,0,0
E00141777,100,0,0
E00141778,97.1,1.5,1.5
E00141779,98.8,1.2,0
E00141780,100,0,0
E00141781,96.1,3.6,0.3
E00141782,99.6,0,0.4
E00141783,100,0,0
E00141784,99.6,0.4,0
E00141785,99.2,0.8,0
E00141786,100,0,0
E00141787,99.2,0.8,0
E00141788,99.1,0.5,0.5
E00141789,98.3,1.7,0
E00141790,99.4,0.6,0
E00141791,99.5,0.5,0
E00141792,100,0,0
E00141793,99.1,0.6,0.3
E00141794,99.2,0.8,0
E00141795,99,1,0
E00141796,99.7,0.3,0
E00141797,96.8,3.2,0
E00141798,99.2,0.8,0
E00141799,100,0,0
E00141800,100,0,0
E00141801,99.1,0.9,0
E00141802,100,0,0
E00141803,99.4,0.6,0
E00141805,100,0,0
E00141806,100,0,0
E00141807,99.6,0.4,0
E00141808,97.8,1.9,0.3
E00141809,98.8,1.2,0
E00141810,99.4,0.6,0
E00141811,98.5,1.2,0.3
E00141812,100,0,0
E00141813,100,0,0
E00141814,100,0,0
E00141815,99.7,0,0.3
E00141816,100,0,0
E00141817,100,0,0
E00141818,98.8,0.8,0.4
E00141819,99.6,0.4,0
E00141821,98.6,0.7,0.7
E00141822,99,1,0
E00141823,100,0,0
E00141824,100,0,0
E00141825,98.6,1,0.3
E00141826,99.3,0.7,0
E00141827,98.8,0.8,0.4
E00141835,99.5,0,0.5
E00141836,98.4,1.6,0
E00141838,100,0,0
E00141841,99.3,0.7,0
E00141842,98.9,1.1,0
E00141843,100,0,0
E00141844,100,0,0
E00141845,99.1,0.9,0
E00141846,95.8,3.5,0.6
E00141847,97.6,2.4,0
E00141848,98,2,0
E00141849,99.7,0.3,0
E00141850,99.4,0.3,0.3
E00141851,97.2,2.8,0
E00141852,96.8,2.5,0.7
E00141853,99.3,0.7,0
E00141854,99.1,0.9,0
E00141855,95.9,3.4,0.7
E00141856,98.6,1.4,0
E00141857,95.5,3.6,0.8
E00141858,100,0,0
E00141859,97.9,0.6,1.5
E00141860,99.1,0.9,0
E00141861,98.6,1.4,0
E00141862,97.5,2.5,0
E00141863,90.5,7.9,1.7
E00141864,87.6,6.6,5.8
E00141865,90.3,6.3,3.4
E00141866,94.7,3.9,1.3
E00141867,86.5,7.7,5.7
E00141868,97.4,2.6,0
E00141869,100,0,0
E00141870,94.7,4.5,0.8
E00141871,93.6,3.2,3.2
E00141872,83,13.1,3.9
E00141873,89.3,8.8,2
E00141874,89.5,8,2.5
E00141875,94.5,4.7,0.8
E00141876,90.8,6.4,2.8
E00141877,99.2,0.8,0
E00141878,99.6,0.4,0
E00141879,98,1.7,0.3
E00141880,98.9,1.1,0
E00141881,96.2,3.4,0.4
E00141882,94.7,3.4,1.9
E00141883,100,0,0
E00141884,99.4,0.3,0.3
E00141885,99.6,0.4,0
E00141886,97.2,2.5,0.4
E00141887,95.3,4.7,0
E00141888,94.5,5.5,0
E00141889,98.9,0.4,0.7
E00141890,99.2,0.4,0.4
E00141891,98.6,1.4,0
E00141892,98.3,1,0.7
E00141893,91.7,6.5,1.9
E00141894,85.4,14.6,0
E00141895,89.2,9.4,1.4
E00141896,93.8,5.4,0.8
E00141897,85.4,9.5,5
E00141898,79.7,14.8,5.5
E00141899,94.5,5.5,0
E00141900,86.7,8.9,4.4
E00141901,79,15.9,5.1
E00141902,88.6,6.7,4.7
E00141903,89.6,9.5,0.9
E00141904,90.6,6.6,2.8
E00141905,92.5,5.7,1.8
E00141906,97.7,2.3,0
E00141907,97,3,0
