geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00000135,20.2,44.6,3.7,28.8,2.6
E00000136,18.5,37.2,5.7,35.2,3.4
E00000137,22.4,35.5,3,35.8,3.3
E00000138,19.1,41.6,2.7,31.5,5
E00000139,27.9,31.7,3.2,32.1,5.1
E00000140,20.5,35.4,4.2,36.7,3.2
E00000141,26.9,42.9,3.2,23.7,3.2
E00000142,27.3,39.9,3.4,28.2,1.3
E00000143,20.9,35.6,4.7,35.6,3.2
E00000144,23.1,37.5,3.6,32.3,3.6
E00000145,29.3,32.8,4,27.8,6.1
E00000146,21.5,29.2,6.9,38.6,3.9
E00000147,20.8,40.5,4.6,30.6,3.5
E00000148,32.9,32.2,8.1,22.1,4.7
E00000149,17.6,40.1,3.7,37.1,1.5
E00000150,21.3,40.9,4,31.4,2.4
E00000151,22.4,36.1,4.8,32.1,4.5
E00000152,21.3,32.8,4.1,36.9,4.9
E00000153,26,40,3.9,26.7,3.5
E00000154,24.3,36.8,2.9,31.4,4.6
E00000155,23.6,33.3,2.4,35.8,5
E00000156,28.8,37.9,4.6,24.2,4.6
E00000157,18.2,37.9,4.3,35.6,4
E00000158,29.5,41.5,3.4,21.8,3.7
E00000159,19.2,34.2,3.1,41.1,2.5
E00000160,31,43.7,5.3,16.3,3.7
E00000161,24.6,31.9,4.6,36.5,2.5
E00000162,29.2,36.7,3,29.2,1.9
E00000163,15.7,39.7,5,38.2,1.5
E00000164,21.9,41.7,5,28.2,3.1
E00000165,19.9,38.1,5.9,32.6,3.4
E00000166,24.3,33.1,6.8,33.8,2
E00000183,23.6,39.9,6.2,27.5,2.7
E00000186,22.6,42.5,4.7,27.6,2.7
E00000482,20.6,39.7,3.5,35.8,0.4
E00000483,22.7,42.5,3.7,25.5,5.6
E00000510,29.3,37.1,4.2,24.4,4.9
E00000545,30.2,34.2,4.7,28.4,2.5
E00000547,17.6,38.8,3.5,36.2,3.8
E00000548,21.8,44.8,3.8,26.8,2.7
E00000549,23.2,30.8,0.9,42.4,2.7
E00000550,23,29.7,3.5,39.6,4.2
E00000551,28.6,38.1,4.8,26.8,1.7
E00000552,18.9,42.2,2.7,32.2,4
E00000553,21.5,36.7,4.5,33.4,3.9
E00000560,22,39.3,2.3,34.3,2
E00000561,20.3,35.8,3.4,34.8,5.7
E00000562,21.5,36,5.4,33.2,3.9
E00000563,28.8,32,4.5,30.6,4.1
