geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00000135,1.8,14.7,63.3,20.2
E00000136,0,10.7,66.9,22.3
E00000137,17,24.5,46.9,11.6
E00000138,3.1,25,64.8,7
E00000139,12.7,17.6,54.9,14.8
E00000140,1.5,37.5,51.5,9.6
E00000141,19.9,70.6,8.8,0.7
E00000142,29.7,62.7,5.1,2.5
E00000143,0.9,17.7,69,12.4
E00000144,0.9,23.9,54.1,21.1
E00000145,1.9,66.7,17.1,14.3
E00000146,5.5,4.4,58.2,31.9
E00000147,0,19.3,53.5,27.2
E00000148,44.4,42.4,10.1,3
E00000149,7.3,17.7,62.1,12.9
E00000150,0.8,5.6,75.2,18.4
E00000151,8.3,22.8,51,17.9
E00000152,20.2,14.3,48.7,16.8
E00000153,6,11.3,66.2,16.5
E00000154,27.1,30.1,33.8,9
E00000155,17.8,59.6,16.4,6.2
E00000156,2.3,40,53.1,4.6
E00000157,2.5,32.2,50.4,14.9
E00000158,12.9,31,43.2,12.9
E00000159,1.1,57.1,28.2,13.6
E00000160,0.8,29.2,64.6,5.4
E00000161,8.8,28.8,55.2,7.2
E00000162,21.5,28,36.4,14
E00000163,16.2,68.6,13.5,1.6
E00000164,19.9,32.5,45.7,2
E00000165,10.8,8.1,74.8,6.3
E00000166,41.8,45.1,12.1,1.1
E00000183,10.5,17.5,51.8,20.2
E00000186,0.8,7.9,73,18.3
E00000482,2.4,50,42.1,5.6
E00000483,3.2,11.3,75,10.5
E00000510,31.4,42.9,19.2,6.4
E00000545,2.6,31.3,51.3,14.8
E00000547,0.8,11.5,73.1,14.6
E00000548,10.4,17.8,55.6,16.3
E00000549,41,37.3,20.1,1.5
E00000550,7.8,7,76.7,8.5
E00000551,13.5,54,31.7,0.8
E00000552,4.8,6.4,72.8,16
E00000553,14.3,17,51,17.7
E00000560,5.6,30.3,42.3,21.8
E00000561,1.6,25.4,53.3,19.7
E00000562,1.4,7.5,57.8,33.3
