geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00000135,35,18.6,26.4,20
E00000136,27.8,22.8,26.7,22.8
E00000137,28.7,21.5,21.5,28.2
E00000138,27.5,29.3,18.6,24.6
E00000139,24.7,26.5,22.8,25.9
E00000140,30.7,28.6,20.1,20.6
E00000141,43,21.5,11.6,24
E00000142,33.1,24.2,21.8,21
E00000143,29.1,21.5,25.3,24.1
E00000144,29.4,22.1,27.2,21.3
E00000145,31,23,26.4,19.5
E00000146,27.4,34.8,25.2,12.6
E00000147,34.8,21.3,25.2,18.7
E00000148,32.6,13,23.9,30.4
E00000149,25.8,20.6,34.2,19.4
E00000150,38.1,21.1,19.1,21.6
E00000151,22.9,26,31.8,19.3
E00000152,20.3,27.3,37.5,14.8
E00000153,30.9,21.6,19.4,28.1
E00000154,29.1,25.2,21.9,23.8
E00000155,23.6,26.8,25.2,24.4
E00000156,31.1,24.6,13.8,30.5
E00000157,33.3,28.1,19,19.6
E00000158,35.1,19.6,20.8,24.4
E00000159,27.7,22.3,29,21
E00000160,32.9,18.1,16.1,32.9
E00000161,28,28.7,20.4,22.9
E00000162,33.1,20,18.5,28.5
E00000163,30.7,27.5,24.8,17
E00000164,42.3,24.6,11.3,21.8
E00000165,32.1,29,18.3,20.6
E00000166,40.5,24.3,20.3,14.9
E00000183,27.4,24.4,25.9,22.2
E00000186,32.2,20.3,31.6,15.8
E00000482,29.5,22.7,21.6,26.1
E00000483,34.6,25.4,15.1,24.9
E00000510,30,20.7,19.3,30
E00000545,29.3,26.2,19.5,25
E00000547,31.9,22.1,23.5,22.5
E00000548,29.1,27.3,14.5,29.1
E00000549,28.8,28.8,29.5,13
E00000550,28.6,32,22.9,16.6
E00000551,26,23.6,23.6,26.8
E00000552,35.3,17.9,29.3,17.4
E00000553,29.2,32.3,22.6,15.9
E00000560,24.1,25.3,29.3,21.3
E00000561,31.9,22.5,26.4,19.2
E00000562,26.3,24.1,27.6,21.9
E00000563,31.8,23.9,27.3,17
E00000564,31,27.1,22.6,19.4
E00000565,28.7,16.4,29.8,25.1
E00000566,29.6,22.3,27.4,20.7
E00000567,19.2,28.5,17.1,35.2
E00000568,33.2,23.2,16.8,26.8
E00000569,31.9,23.9,21.8,22.3
E00000570,28.6,18.8,29.3,23.3
E00000571,23.2,24.6,30.8,21.3
E00000572,26.6,20.8,32.9,19.8
E00000573,26.1,27.9,23.9,22.1
E00000574,28.9,29.6,24.6,16.9
E00000575,25.8,25.8,30.4,18
E00011202,34.3,26.3,22.7,16.7
E00011203,31.9,20.9,27,20.2
E00011204,28,20.7,28.7,22.7
E00011208,31.1,22,25,22
E00011209,39.6,14.9,18,27.5
E00011210,31.5,33.6,21.9,13
E00011211,38.9,19.8,24.6,16.7
E00011212,34,28.6,16.3,21.1
E00011214,29.1,29.7,27.5,13.7
E00011215,23.6,16.9,43.6,16
E00011216,44.8,24.5,14.7,16.1
E00011217,28,20.4,32.5,19.1
E00011218,25.7,23.9,27.5,22.9
E00011219,22.2,27.3,31.3,19.2
E00011220,23.6,21.1,33.5,21.7
E00011221,26.3,20.6,34.5,18.6
E00011222,27.5,19.3,32.2,21.1
E00011223,21.9,26,39.8,12.2
E00011224,26.8,22.2,34,17
E00011225,26.8,21.1,35.9,16.2
