areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E02002722,36.3,63.7
E02003742,28.8,71.2
E02003743,23,77
E02003744,25.5,74.5
E02003745,29.8,70.2
E02003746,29,71
E02003748,29,71
E02003750,28.3,71.7
E02003751,28.2,71.8
E02005417,33.4,66.6
E02005425,35.2,64.8
E02005426,31.9,68.1
E02005428,42.2,57.8
E02005429,40.6,59.4
E02005431,35.4,64.6
E02005432,36.3,63.7
E02005433,41.2,58.8
E02005435,36.7,63.3
E02005436,36.1,63.9
E02005437,37.8,62.2
E02005438,38.1,61.9
E02005440,37.8,62.2
E02005466,29.1,70.9
E02005467,27.2,72.8
E02005472,28.2,71.8
E02005474,27.7,72.3
E02005503,34.3,65.7
E02005504,34.7,65.3
E02005505,34.2,65.8
E02005506,34.6,65.4
E02005507,30.7,69.3
E02005508,34.4,65.6
E02005509,32.6,67.4
E02005510,34.3,65.7
E02005511,24.3,75.7
E02005512,31,69
E02005513,28.6,71.4
E02005514,30.7,69.3
E02005515,31,69
E02005520,36.5,63.5
E02005521,35.1,64.9
E02005522,33.6,66.4
E02005523,31.7,68.3
E02005524,34,66
E02005525,33,67
E02005526,34.4,65.6
E02005527,32.3,67.7
E02005528,32.7,67.3
E02005529,34.9,65.1
E02005530,32,68
E02005531,33.7,66.3
E02005532,29.2,70.8
E02005533,34.2,65.8
E02005534,33.4,66.6
E02005535,30.4,69.6
E02005536,34.1,65.9
E02005537,35.5,64.5
E02005538,36.5,63.5
E02005539,35.1,64.9
E02005540,35.9,64.1
E02005541,36,64
E02005542,32.5,67.5
E02005543,33.9,66.1
E02005544,33.9,66.1
E02005545,33.7,66.3
E02005546,36.7,63.3
E02005547,33.9,66.1
E02005548,34.4,65.6
E02005549,35.8,64.2
E02005550,33.1,66.9
E02005551,38.5,61.5
E02005552,38.2,61.8
E02005553,38.1,61.9
E02005554,35.9,64.1
E02005555,32.1,67.9
E02005556,30.3,69.7
E02005557,30.4,69.6
E02005558,34,66
E02005559,29.6,70.4
E02005560,27.4,72.6
E02005561,27.3,72.7
E02005562,33.5,66.5
E02005563,32.1,67.9
E02005564,27.2,72.8
E02005565,30.8,69.2
E02005566,29.6,70.4
E02005567,28,72
E02005568,33.4,66.6
E02005569,28,72
E02005570,41.7,58.3
E02005571,40.5,59.5
E02005572,38.8,61.2
E02005573,40.2,59.8
E02005574,39.2,60.8
E02005575,41.2,58.8
E02005576,38,62
E02005577,37.5,62.5
E02005578,34.4,65.6
E02005580,33.5,66.5
E02005581,35.8,64.2
E02005582,38,62
E02005583,39,61
E02005584,30.8,69.2
E02005585,32.7,67.3
E02005586,28.7,71.3
E02005587,34.7,65.3
E02005588,36.6,63.4
E02005589,35.3,64.7
E02005592,34.7,65.3
E02005593,50.7,49.3
E02005594,31.5,68.5
E02005595,35,65
E02005596,34.9,65.1
E02005598,30.7,69.3
E02005599,29.7,70.3
E02005600,34.5,65.5
E02005601,32.8,67.2
E02005602,33,67
E02005603,30.9,69.1
E02005604,33.8,66.2
E02005605,33.3,66.7
E02005606,33.7,66.3
E02005607,33,67
E02006302,34.3,65.7
E02006303,35.5,64.5
E02006304,33.7,66.3
E02006907,25.5,74.5
E02006908,28.4,71.6
E02007032,36.6,63.4
E02007033,33.7,66.3
E02007052,33.8,66.2
E02007053,33.5,66.5
E02007054,26.5,73.5
E02007055,32.4,67.6
