areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E02002722,32.4,40.5,12.4,14.8
E02003742,27.4,42.9,14.6,15.2
E02003743,27,34.7,18.2,20
E02003744,33.3,33.4,16.7,16.6
E02003745,26.6,41.1,15.1,17.2
E02003746,27.7,36.7,16.5,19.1
E02003748,32.9,39,14,14.1
E02003750,31.8,38.8,13.6,15.8
E02003751,23.5,42.8,15.4,18.4
E02005417,25,43.3,14.3,17.3
E02005425,24.3,46.2,14.1,15.3
E02005426,31,37.1,15.7,16.3
E02005428,32.5,43.7,11.7,12.1
E02005429,33.1,51.8,8.8,6.3
E02005431,29,44.2,13.1,13.6
E02005432,23.9,49.3,13.5,13.3
E02005433,32.6,47.7,10.7,9
E02005435,31,42,14,12.9
E02005436,29.6,42.5,14.3,13.5
E02005437,43.5,30.3,12.5,13.7
E02005438,33.9,37.1,14.2,14.7
E02005440,26.4,41.7,15.7,16.2
E02005466,24.6,44.3,15.1,16.1
E02005467,33.5,36.7,14.7,15.1
E02005472,31.5,39,14.2,15.3
E02005474,23.9,45.6,14.8,15.8
E02005503,24.9,44,13.4,17.7
E02005504,24.4,44.8,14.4,16.4
E02005505,28.2,38.5,14.9,18.4
E02005506,25.7,42.1,15,17.2
E02005507,33.4,36.5,14.7,15.4
E02005508,24.7,43.5,13.6,18.3
E02005509,32.7,41.5,13,12.7
E02005510,27.7,44,13.9,14.4
E02005511,29.7,42.1,13.5,14.8
E02005512,21.2,42.7,17.3,18.8
E02005513,30.6,37.8,15.1,16.4
E02005514,26.2,44.4,13.9,15.5
E02005515,23.5,41.5,15.6,19.4
E02005520,31,40.6,13.9,14.6
E02005521,27.2,41.6,14.6,16.6
E02005522,25.8,42.3,15.3,16.5
E02005523,22.9,39.6,17.3,20.2
E02005524,28.2,40.7,14.9,16.2
E02005525,27.1,38.9,15.7,18.3
E02005526,28.3,38.7,14.6,18.4
E02005527,23.6,41.4,15.9,19.1
E02005528,28.8,40.6,14.5,16.1
E02005529,32.1,39.6,14.2,14.1
E02005530,29.6,39.3,13.8,17.2
E02005531,29.9,39.5,14.1,16.5
E02005532,30.6,40.1,14.7,14.5
E02005533,25,43.9,14.4,16.7
E02005534,31.7,39.4,13.7,15.2
E02005535,28.5,38,15.1,18.3
E02005536,27.1,42.3,14.6,16
E02005537,30.3,40.5,13.8,15.4
E02005538,27.9,44.5,13.7,13.8
E02005539,24,44,15.3,16.7
E02005540,32.3,41.8,14.2,11.7
E02005541,33.7,33.3,14.9,18
E02005542,41.3,30.2,14.5,14
E02005543,41.1,28.5,13.5,16.9
E02005544,35.1,30.2,16.7,18.1
E02005545,27.2,41.6,14.7,16.5
E02005546,37.4,33.9,15.6,13.1
E02005547,32.2,36.9,15.4,15.5
E02005548,28.6,35.6,16.9,18.9
E02005549,29,42,13.4,15.6
E02005550,30.3,38,15.1,16.5
E02005551,40.4,43,9,7.6
E02005552,32.2,44.8,11.8,11.1
E02005553,33.5,46.2,9.9,10.4
E02005554,32.2,43.1,12,12.6
E02005555,22.2,43.6,16.2,17.9
E02005556,27.5,37.3,17.5,17.7
E02005557,26.9,30.5,20.9,21.7
E02005558,24.1,41.8,15.6,18.6
E02005559,31,32.3,16.7,20
E02005560,26.9,32.6,18,22.4
E02005561,43.2,29.1,13.4,14.3
E02005562,27.5,42.4,14.7,15.4
E02005563,23.4,39.8,17.1,19.7
E02005564,22.8,42.8,16.2,18.2
E02005565,25.1,40.9,16.2,17.8
E02005566,25,40.5,15.6,19
E02005567,34.6,39.1,12.6,13.7
E02005568,26,43.7,15,15.3
E02005569,24.6,39.7,15.4,20.3
E02005570,35.5,42.9,10.5,11.1
E02005571,35.5,42.7,10.6,11.2
E02005572,42.6,37.8,10,9.5
E02005573,38.9,44.1,7.9,9.2
E02005574,29.7,46.1,12.4,11.8
E02005575,28.2,44.2,14.1,13.5
E02005576,33.3,43.6,11,12.1
E02005577,29.6,43.3,12.9,14.2
E02005578,29.7,42,12.8,15.5
E02005580,35.8,37.8,13.3,13.1
E02005581,26.7,45.2,13.4,14.7
E02005582,35.5,40.4,11.5,12.6
E02005583,30.3,46.4,11.5,11.8
E02005584,35.8,31.4,15.3,17.5
E02005585,34.3,30.8,15.9,19
E02005586,39.1,36.3,13.2,11.4
E02005587,33.3,33.1,15.5,18.1
E02005588,28.5,29,17.2,25.3
E02005589,30.6,29.6,17,22.7
E02005592,33.8,35.8,14.3,16.1
E02005593,29.1,26.5,16.9,27.5
E02005594,45.4,31.4,12.6,10.7
E02005595,30.6,37.7,14,17.7
E02005596,37.4,32,14.4,16.2
E02005598,24.3,39.7,16,20.1
E02005599,27.3,39.2,15.5,18
E02005600,25.2,42.5,13.5,18.8
E02005601,39.9,37.8,11.4,10.8
E02005602,27.5,40.4,15.6,16.5
E02005603,25.8,35.6,17,21.6
E02005604,27.3,41.5,13.9,17.3
E02005605,24.6,41.3,15.3,18.9
E02005606,24,43.9,14.6,17.4
E02005607,24,41.5,15.5,18.9
E02006302,28.2,45.2,13,13.7
E02006303,32.9,30.5,15,21.6
E02006304,28.8,42.8,13.5,15
E02006907,57.2,31.4,6.7,4.8
E02006908,45.8,35.6,11.1,7.5
E02007032,36.5,37.2,13.7,12.6
E02007033,36.6,37.6,12,13.8
E02007052,54.4,28.2,10.1,7.3
E02007053,57.1,31.1,7.1,4.7
E02007054,24.4,35.6,17.6,22.4
E02007055,31.5,39.5,13.9,15.2
