areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00053547,96.9,0,3.1
E00053548,84.2,2.5,13.3
E00053550,92,1.9,6.1
E00053552,93,0.7,6.3
E00053553,85.1,2.7,12.1
E00053555,92.9,1,6.1
E00053556,73.8,5.6,20.6
E00053557,76,3,21
E00053558,92.2,0,7.8
E00053559,88.5,1.2,10.2
E00053560,96.1,0.4,3.5
E00053561,79.8,2.5,17.6
E00053562,91.6,1.6,6.9
E00053563,89.4,1.3,9.3
E00053564,80.7,3,16.3
E00053565,88.1,1.4,10.6
E00053566,86.7,2.9,10.4
E00053567,81.9,1.6,16.5
E00053568,90.6,1.4,8
E00053569,83.1,1.3,15.6
E00053570,91.9,0.3,7.8
E00053571,91,0.6,8.4
E00053572,92.9,1,6.2
E00053573,88.4,2.4,9.2
E00053574,89.9,0.3,9.8
E00053575,90.9,4.3,4.9
E00053576,89.9,2.3,7.7
E00053577,80,4.5,15.5
E00053578,94.6,0.9,4.5
E00053579,81.8,3.7,14.5
E00053580,93.4,3.4,3.1
E00053581,96.2,0.7,3.1
E00053582,81.9,3.6,14.5
E00053583,78.3,3.6,18.1
E00053584,84.4,2.8,12.8
E00053585,77.4,3.9,18.6
E00053586,76.7,1.2,22.1
E00053587,76.7,2.3,21
E00053588,77.8,0.6,21.5
E00053589,66,0.8,33.2
E00053590,72.4,1.5,26.1
E00053591,81.9,5.3,12.8
E00053592,81.7,4.1,14.2
E00053593,89.5,1.4,9.2
E00053594,73.3,1.8,24.9
E00053595,79.3,3.9,16.8
E00053596,77.6,2.4,20
E00053597,83.1,3.1,13.7
E00053598,70.6,4.1,25.3
E00053599,69.9,1.9,28.3
E00053600,74.7,3.7,21.7
E00053602,82.1,1,16.9
E00053604,82,2.3,15.8
E00053605,88.1,2.1,9.8
E00053616,83.9,3.3,12.8
E00053617,86.6,2.4,11
E00053618,79.7,3.5,16.7
E00053621,82.8,2.3,14.9
E00053622,84.1,2.9,13
E00053623,83.5,1.9,14.6
E00053624,83.9,2.7,13.4
E00053625,86.5,3.1,10.4
E00053626,81.5,2.9,15.6
E00053627,79.9,3.3,16.8
E00053629,75.6,3.9,20.5
E00053630,83.9,3.5,12.6
E00053631,80.5,1.1,18.4
E00053632,83,5.5,11.5
E00053633,68.6,3.7,27.7
E00053634,69.1,1.6,29.3
E00053635,83.8,1.7,14.6
E00053637,87.1,1.9,10.9
E00053638,81.2,4.2,14.7
E00053639,77.5,5,17.5
E00053640,77.6,1.6,20.8
E00054128,58.6,3,38.4
E00054129,71.9,1.9,26.2
E00054132,63,4.3,32.7
E00054133,72.7,6.5,20.7
E00054137,61,2,37.1
E00054140,62.6,2,35.3
E00054142,77.4,1.3,21.3
E00054145,70.3,4.9,24.9
E00054149,74.3,4.4,21.4
E00054156,70.3,3.8,25.9
E00054158,74,0,26
E00054160,61.9,7.6,30.5
E00054161,69.6,2,28.4
E00054163,67.3,5.1,27.6
E00054165,66.7,3.4,30
E00054166,67.9,3,29.1
E00054170,74.5,1.2,24.3
E00054171,80.9,1.1,18
E00054173,72.3,1.6,26.2
E00054180,73.2,1.1,25.7
E00054185,92.1,2.5,5.4
E00054195,98.6,0.4,1.1
E00054201,99.4,0,0.6
E00054204,96.4,0.6,3
E00054207,53.7,1.3,45
E00054212,81.9,2.3,15.8
E00054213,76.5,4.2,19.3
E00054215,82.9,2.4,14.7
E00054217,81.6,2.2,16.1
E00054219,78.8,2.4,18.8
E00054223,86.2,2.3,11.5
E00054524,88,1.1,10.9
E00054525,91.6,2.7,5.8
E00054526,78.8,2.7,18.4
E00054527,92.3,2.7,5.1
E00054528,92.7,2.2,5.1
E00054529,97.5,1.8,0.7
E00054530,95.4,0.6,4
E00054531,86,4.1,9.9
E00054533,97.7,0.3,2
E00054535,86,1.3,12.7
E00054536,91.3,0.8,7.9
E00054537,82.4,2.2,15.5
E00054538,88.1,0.7,11.3
E00054539,79.1,4.2,16.7
E00054541,87.5,2.2,10.3
E00054542,90.7,0.9,8.4
E00054543,87.2,1,11.8
E00054544,91.7,2.3,6
E00054545,96.8,0.3,2.9
E00054546,89.4,3.5,7.1
E00054547,92.9,0.4,6.8
E00054548,88,1.3,10.7
E00054549,88.2,0.3,11.5
E00054550,79.9,1.9,18.3
E00054551,87.5,2.3,10.2
E00054552,81.1,2.2,16.7
E00054553,87.2,0,12.8
E00054554,91.3,2.5,6.2
E00054555,90.5,0.7,8.8
E00054556,96.2,0,3.8
E00054557,89.2,0.5,10.4
E00054558,90.2,0.3,9.5
E00054559,97.3,0.3,2.4
E00054560,96.6,0.7,2.7
E00054562,92.1,2.2,5.6
E00054563,93.9,1.1,5
E00054564,86.8,0,13.2
E00054565,88.7,1.8,9.5
E00054566,83,2,15
E00054567,97.7,0.6,1.7
E00054597,77.9,1.4,20.7
E00054780,98.7,0.9,0.4
E00054781,97.8,0.4,1.8
E00054786,97.3,0.3,2.4
E00054787,96.7,1.4,1.9
E00054793,97,0,3
E00054794,97.6,0.8,1.6
E00054796,96.9,0.3,2.8
E00055670,96.4,0.7,2.9
E00055671,98,0.3,1.7
E00055676,99.3,0,0.7
E00055677,99.1,0.3,0.6
E00055688,95.1,0.8,4.1
E00055689,99.3,0,0.7
E00055690,98.8,0.6,0.6
E00055691,98.6,0.7,0.7
E00055692,99.3,0,0.7
E00055693,98.8,0.4,0.8
E00055694,98.8,0.8,0.4
E00055696,98.7,0.4,0.8
E00055697,98,1.4,0.7
E00058047,94.2,0.4,5.4
E00058056,97.4,0.7,1.8
E00058399,95.7,0,4.3
E00058400,88.3,1,10.7
E00058401,96.1,0.9,3
E00058432,98.2,0.9,0.9
E00058433,97.2,0.3,2.4
E00058434,93.2,1.3,5.5
E00058438,95.5,1.2,3.3
E00058440,93.2,1.1,5.7
E00058464,98.8,0,1.2
E00058476,97.7,1,1.3
E00058479,97.3,0.4,2.3
E00058481,98.9,0.2,0.9
E00058484,93.3,0.7,6
E00058486,95,0.5,4.5
E00058487,98,1.6,0.3
E00058491,92.8,1.2,6
E00058494,98.4,0.5,1.1
E00058498,93.4,1.7,5
E00058499,99.4,0.3,0.3
E00058500,89.2,2.4,8.4
E00058502,97.4,1,1.6
E00058524,95.1,1.2,3.8
E00058525,99.2,0.4,0.4
E00058528,96.6,3,0.4
E00058531,92.6,0.9,6.6
E00058532,94.5,1.1,4.4
E00058537,99.7,0,0.3
E00176104,40.5,3,56.4
E00176107,49.7,4.9,45.4
E00176108,45.1,8.3,46.6
E00176109,60.8,5.3,34
E00176111,30.4,3.3,66.3
E00176129,83,3.4,13.6
E00176137,64.6,4.5,30.9
E00176139,35,4.7,60.3
E00176140,70.2,3.1,26.7
E00176145,81.3,3.1,15.6
E00176146,38.2,5.9,55.9
E00176148,73.2,1.8,25
E00176158,69.7,3.7,26.6
E00176161,78.6,8.4,13
E00176162,84.2,3.2,12.6
E00176166,29.9,1.6,68.5
E00176169,82.6,3.3,14.1
E00176170,77.4,3.2,19.4
E00176171,82.4,3,14.6
E00176173,90.8,2.1,7.1
E00176174,66.8,5.7,27.4
E00176184,62.9,5.2,31.9
E00176187,78.3,3.2,18.5
E00176188,81.8,1.1,17.1
E00176189,92.4,1.5,6.1
E00176192,85.9,4,10.1
E00176193,88.4,1.1,10.5
E00176194,75.9,1.6,22.5
E00176196,84.4,3.8,11.9
E00176200,65.3,4.9,29.8
E00177767,73.1,3,23.9
E00177772,90.4,3.1,6.5
E00177777,42.4,6.8,50.8
E00177783,46.4,3.6,50
E00177791,70.8,2,27.2
E00177799,85.2,2.1,12.7
E00177805,73.9,2.9,23.2
E00177822,81.9,0.5,17.6
E00177828,92.3,1.2,6.5
E00177830,88.3,2,9.7
E00177849,90.4,2,7.6
E00177858,40.1,9.2,50.7
E00177864,91.9,3.6,4.5
E00178720,97.5,0,2.5
E00187040,96.6,1.1,2.4
E00187045,91.1,1,7.8
E00187070,98.2,0.6,1.2
E00187112,88.6,1.6,9.8
E00187117,89.5,0.4,10.2
E00187133,79.5,3.3,17.2
