areacd,disability_3a-001,disability_3a-002
E00053547,28.1,71.9
E00053548,19.2,80.8
E00053550,17.1,82.9
E00053552,26.1,73.9
E00053553,21.3,78.7
E00053555,26,74
E00053556,12.2,87.8
E00053557,20.1,79.9
E00053558,27,73
E00053559,16.9,83.1
E00053560,32,68
E00053561,18,82
E00053562,21.3,78.7
E00053563,26.3,73.7
E00053564,18.9,81.1
E00053565,28.9,71.1
E00053566,18.8,81.3
E00053567,25.9,74.1
E00053568,20.2,79.8
E00053569,17.7,82.3
E00053570,20.1,79.9
E00053571,19.6,80.4
E00053572,32.1,67.9
E00053573,19.6,80.4
E00053574,24.1,75.9
E00053575,18.8,81.3
E00053576,16.9,83.1
E00053577,16.9,83.1
E00053578,13.1,86.9
E00053579,12.8,87.2
E00053580,19.1,80.9
E00053581,20.4,79.6
E00053582,20.9,79.1
E00053583,16.5,83.5
E00053584,17.1,82.9
E00053585,23.3,76.7
E00053586,15.8,84.2
E00053587,16.4,83.6
E00053588,21.5,78.5
E00053589,22.1,77.9
E00053590,21.2,78.8
E00053591,22.3,77.7
E00053592,10.2,89.8
E00053593,15.6,84.4
E00053594,31.4,68.6
E00053595,12.8,87.2
E00053596,10.8,89.2
E00053597,17.4,82.6
E00053598,10.2,89.8
E00053599,13,87
E00053600,16.1,83.9
E00053602,13.2,86.8
E00053604,13.6,86.4
E00053605,11,89
E00053616,17.2,82.8
E00053617,16.6,83.4
E00053618,13.4,86.6
E00053621,10.4,89.6
E00053622,16.3,83.7
E00053623,11.5,88.5
E00053624,16,84
E00053625,11.7,88.3
E00053626,12.3,87.7
E00053627,14.2,85.8
E00053629,22.6,77.4
E00053630,15.7,84.3
E00053631,13.1,86.9
E00053632,13.5,86.5
E00053633,13.3,86.7
E00053634,15,85
E00053635,16.2,83.8
E00053637,17.4,82.6
E00053638,22.1,77.9
E00053639,23.1,76.9
E00053640,19.2,80.8
E00054128,14.6,85.4
E00054129,11.8,88.2
E00054132,17.9,82.1
E00054133,17.2,82.8
E00054137,10.3,89.7
E00054140,11.1,88.9
E00054142,14.1,85.9
E00054145,10.5,89.5
E00054149,12.6,87.4
E00054156,25.4,74.6
E00054158,24.5,75.5
E00054160,24.2,75.8
E00054161,30.5,69.5
E00054163,11.3,88.7
E00054165,28.4,71.6
E00054166,12.6,87.4
E00054170,13.5,86.5
E00054171,15.4,84.6
E00054173,21,79
E00054180,21.9,78.1
E00054185,21.8,78.2
E00054195,19,81
E00054201,16.1,83.9
E00054204,14.2,85.8
E00054207,11.3,88.7
E00054212,12.8,87.2
E00054213,14.1,85.9
E00054215,26.9,73.1
E00054217,17.8,82.2
E00054219,15.4,84.6
E00054223,12.7,87.3
E00054524,23.1,76.9
E00054525,15.4,84.6
E00054526,14.8,85.2
E00054527,11.6,88.4
E00054528,23.8,76.2
E00054529,29.1,70.9
E00054530,16.2,83.8
E00054531,11.1,88.9
E00054533,15.1,84.9
E00054535,26.7,73.3
E00054536,29.7,70.3
E00054537,17.6,82.4
E00054538,25.3,74.7
E00054539,25.3,74.7
E00054541,37.4,62.6
E00054542,20.9,79.1
E00054543,21.9,78.1
E00054544,20.2,79.8
E00054545,26.1,73.9
E00054546,23.2,76.8
E00054547,26.8,73.2
E00054548,27,73
E00054549,19.9,80.1
E00054550,18.4,81.6
E00054551,29.5,70.5
E00054552,25.5,74.5
E00054553,44.4,55.6
E00054554,13.5,86.5
E00054555,18.2,81.8
E00054556,25.8,74.2
E00054557,23.9,76.1
E00054558,19,81
E00054559,13.8,86.2
E00054560,17.2,82.8
E00054562,24.1,75.9
E00054563,19,81
E00054564,23.5,76.5
E00054565,19.7,80.3
E00054566,31.1,68.9
E00054567,16.2,83.8
E00054597,21.9,78.1
E00054780,20.9,79.1
E00054781,17.5,82.5
E00054786,11.6,88.4
E00054787,18.3,81.7
E00054793,20.8,79.2
E00054794,19.8,80.2
E00054796,20.2,79.8
E00055670,17,83
E00055671,12.3,87.7
E00055676,14.2,85.8
E00055677,18.1,81.9
E00055688,11.8,88.2
E00055689,17.8,82.2
E00055690,11.7,88.3
E00055691,14.4,85.6
E00055692,10.2,89.8
E00055693,12.8,87.2
E00055694,21.2,78.8
E00055696,24.1,75.9
E00055697,12.7,87.3
E00058047,16.1,83.9
E00058056,14.7,85.3
E00058399,18.4,81.6
E00058400,17.3,82.7
E00058401,19.4,80.6
E00058432,22.9,77.1
E00058433,15.4,84.6
E00058434,19.8,80.2
E00058438,18.8,81.3
E00058440,15.2,84.8
E00058464,11.6,88.4
E00058476,14.1,85.9
E00058479,10.2,89.8
E00058481,15.7,84.3
E00058484,14.7,85.3
E00058486,20.7,79.3
E00058487,14.6,85.4
E00058491,15.3,84.7
E00058494,34.5,65.5
E00058498,12.2,87.8
E00058499,14.6,85.4
E00058500,19.5,80.5
E00058502,11.6,88.4
E00058524,20.3,79.7
E00058525,15,85
E00058528,23.2,76.8
E00058531,22.9,77.1
E00058532,18.5,81.5
E00058537,10.4,89.6
E00176104,12,88
E00176107,15.8,84.2
E00176108,8.7,91.3
E00176109,13.2,86.8
E00176111,12,88
E00176129,10.6,89.4
E00176137,14.8,85.2
E00176139,15.1,84.9
E00176140,11,89
E00176145,11.3,88.7
E00176146,10.5,89.5
E00176148,14,86
E00176158,28.9,71.1
E00176161,12.1,87.9
E00176162,19.5,80.5
E00176166,8.2,91.8
E00176169,15.1,84.9
E00176170,12.4,87.6
E00176171,13.4,86.6
E00176173,12.5,87.5
E00176174,11.9,88.1
E00176184,18.3,81.7
E00176187,12.5,87.5
E00176188,9.3,90.7
E00176189,16.9,83.1
E00176192,8.7,91.3
E00176193,10.9,89.1
E00176194,17.9,82.1
E00176196,12.9,87.1
E00176200,12.2,87.8
E00177767,15.7,84.3
E00177772,15.4,84.6
E00177777,6.9,93.1
E00177783,7.2,92.8
E00177791,12.4,87.6
E00177799,25,75
E00177805,10.7,89.3
E00177822,10.3,89.7
E00177828,8.8,91.2
E00177830,7.7,92.3
E00177849,16.7,83.3
E00177858,12.9,87.1
E00177864,14.3,85.7
E00178720,8.8,91.2
E00187040,8.2,91.8
E00187045,14.7,85.3
E00187070,15.5,84.5
E00187112,14.4,85.6
E00187117,11.7,88.3
E00187133,5.1,94.9
