areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00100660,95.6,3.7,0,0.7,0
E00100661,93.7,4.3,0.3,1.4,0.3
E00100662,97.1,2.9,0,0,0
E00100664,95.5,3.4,0.2,0.7,0.2
E00100667,97.1,1.3,1.3,0,0.3
E00100668,96.8,3.2,0,0,0
E00100669,99.1,0.6,0.3,0,0
E00100671,94.8,5,0.2,0,0
E00100672,98.1,1,0.6,0.3,0
E00100673,95.8,2.8,0,1.4,0
E00100718,95.2,4,0.8,0,0
E00100723,93.1,5.4,0.4,0.8,0.4
E00100724,96.6,2.4,1,0,0
E00100725,87.7,6.6,2.5,1.9,1.3
E00100726,94.3,4.8,0.3,0.6,0
E00100727,96.1,3.5,0,0.4,0
E00100728,98.1,1.4,0.6,0,0
E00100729,95.5,2.4,1.6,0,0.4
E00100730,91,5.3,1.6,2.1,0
E00100732,91.7,5.1,1.3,0.2,1.8
E00100733,99,0.7,0,0.3,0
E00100734,97.3,1.9,0,0,0.8
E00100850,95.4,3.8,0.4,0.4,0
E00100851,98.1,1.9,0,0,0
E00100852,97.4,1.3,0.6,0,0.6
E00100853,96.9,2.4,0.5,0.2,0
E00100854,95.6,3.6,0.6,0,0.3
E00100855,91.3,7.9,0.4,0.4,0
E00100856,97.6,2.1,0,0.3,0
E00100857,93.5,4.2,1,0.2,1
E00100858,97.7,2.3,0,0,0
E00100859,97.5,2.5,0,0,0
E00100860,92.4,3,1.7,3,0
E00100861,95.2,2.6,0.7,1.5,0
E00100862,95.5,4.1,0.4,0,0
E00100863,95,5,0,0,0
E00100864,91.4,6.7,0,1,1
E00100865,95.6,2.7,0.7,0.3,0.7
E00100866,94.4,1.5,3.3,0,0.7
E00100867,95.6,3.4,0,1,0
E00100868,93.7,2.8,2.8,0,0.6
E00100869,97.5,1.4,0,0,1.1
E00100870,97.5,2.5,0,0,0
E00100871,95.8,4.2,0,0,0
E00100872,91.9,4.3,0.4,3,0.4
E00100873,95,5,0,0,0
E00100874,95.2,2.5,0.8,0.8,0.6
E00100875,97.2,2.1,0,0,0.7
E00100876,96.9,2.5,0.6,0,0
E00100877,95,4,0.3,0,0.7
E00100878,95,4.6,0.4,0,0
E00100879,96.5,3,0.4,0,0
E00100880,92.9,4.3,1.6,0.8,0.4
E00100881,84.9,5.6,2.2,3,4.3
E00100882,96.2,3.8,0,0,0
E00100883,91.9,6.7,1,0.5,0
E00100884,93.3,3.8,0.9,0.6,1.5
E00100885,93.6,4.1,1.1,0.7,0.4
E00100886,95.7,3.1,1.2,0,0
E00100887,94.1,3.6,1.1,1.3,0
E00100888,96.5,1.9,0.6,1,0
E00100889,91.8,6.2,2.1,0,0
E00100890,95.1,3,0.6,1.2,0
