areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00071239,14.5,49.1,14.5,21.8
E00071240,16,46.2,16.8,21
E00071241,28.6,41.3,11.1,19
E00071242,28.2,37.9,14.5,19.4
E00071243,35.2,33.6,14.8,16.4
E00071244,20.2,31.9,21,26.9
E00071245,18.5,35.4,19.2,26.9
E00071246,19,33.1,22.3,25.6
E00071247,44.5,25.8,16.4,13.3
E00071248,12.7,27.7,18.1,41.6
E00071249,16.2,26.9,18.5,38.5
E00071250,29.3,25.2,19.5,26
E00071251,17.7,32.7,26.5,23
E00071252,15.3,23.4,20.4,40.9
E00071253,17.4,21.5,25.6,35.5
E00071254,25.6,51.2,10.9,12.4
E00071255,15.5,58.1,14.7,11.6
E00071256,30.8,41.9,15.4,12
E00071257,22.5,37.3,17.6,22.5
E00071258,30.8,29.3,15.8,24.1
E00071259,24.4,39.7,13.7,22.1
E00071260,51.8,30.7,8.8,8.8
E00071281,20.8,27.5,20,31.7
E00071282,15.8,55,15,14.2
E00071283,13.6,24.8,23.2,38.4
E00071284,25.8,25.8,23.4,25
E00071285,34.8,36.9,16.3,12.1
E00071286,39.7,24,15.7,20.7
E00071287,25.9,32.4,18.5,23.1
E00071288,25.6,49.6,15.4,9.4
E00071289,12.9,43.5,16.1,27.4
E00071290,20.4,51.1,13.9,14.6
E00071292,49.1,33.9,8.9,8
E00071293,26.3,34.7,16.9,22
E00071294,37.8,31.1,13.3,17.8
E00071295,25.4,22,19.5,33.1
E00071296,29.1,31.6,19.7,19.7
E00071297,20.8,32.5,19.2,27.5
E00071298,21.2,26.5,23,29.2
E00071299,19.7,43.4,16.4,20.5
E00071300,38.7,41.4,10.8,9
E00071301,28.4,42.2,16.4,12.9
E00071305,23.1,35,13.7,28.2
E00071306,40.7,27.1,17.8,14.4
E00071307,23.7,38.6,14.9,22.8
E00071309,30.7,38.6,17.9,12.9
E00071310,52,28.8,13.6,5.6
E00071312,60.1,25.4,10.1,4.3
E00071315,24.3,38.2,19.1,18.5
E00071324,19.2,47.7,18.5,14.6
E00071329,20.8,40,19.2,20
E00071449,32.3,46.3,15.9,5.5
E00071467,31,34.9,15.1,19
E00071468,30.5,42.7,16.8,9.9
E00071469,25.4,50,11.9,12.7
E00071471,61.5,17.8,8,12.6
E00071472,32.1,41,17.9,9
E00071473,37.3,30.5,14.7,17.5
E00071474,26.8,41.7,20.5,11
E00071475,18.5,48.4,15.3,17.7
E00071476,29.9,44.2,15,10.9
E00071478,22,28.8,22,27.1
E00071479,41.5,27.5,11.3,19.7
E00071480,50.8,30.5,11,7.6
E00071486,27,38.5,15.6,18.9
E00071503,24,40.3,18.4,17.3
E00071504,26.2,38.8,20.4,14.6
E00071505,74.3,18.4,4.4,2.9
E00071506,64,25.3,7.3,3.3
E00071507,48.6,32.4,7.4,11.5
E00071508,50,30,12.3,7.7
E00071509,40.9,43.6,9.1,6.4
E00071510,59.2,28,6.4,6.4
E00071511,65.4,28.8,3.8,1.9
E00071513,48.2,34.3,8,9.5
E00071516,23.1,38.1,20.4,18.4
