areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00071239,97.3,1.8,0,0.9
E00071240,97.5,0.8,0,1.7
E00071241,97.6,0,0,2.4
E00071242,98.4,0,1.6,0
E00071243,88,4.8,3.2,4
E00071244,86.7,3.3,0,10
E00071245,86.3,1.5,0.8,11.5
E00071246,91.9,4.8,0,3.2
E00071247,83.8,3.8,3.1,9.2
E00071248,90.9,4.8,2.4,1.8
E00071249,90.9,3.8,2.3,3
E00071250,88.7,1.6,4,5.6
E00071251,89.3,4.5,3.6,2.7
E00071252,88.4,4.3,2.9,4.3
E00071253,90.1,5,0.8,4.1
E00071254,98.4,0,0,1.6
E00071255,98.4,0.8,0,0.8
E00071256,95.7,0.9,0,3.4
E00071257,95.1,0,0,4.9
E00071258,88.7,1.5,2.3,7.5
E00071259,88.5,4.6,2.3,4.6
E00071260,78.8,2.7,1.8,16.8
E00071281,86.7,5,0,8.3
E00071282,94.2,4.2,0,1.7
E00071283,89.6,4.8,0,5.6
E00071284,93.8,0.8,0,5.5
E00071285,97.8,0,0.7,1.4
E00071286,94.2,3.3,0.8,1.7
E00071287,90.9,2.7,1.8,4.5
E00071288,98.3,1.7,0,0
E00071289,90.5,2.4,2.4,4.8
E00071290,97.7,2.3,0,0
E00071292,87.4,0,1.8,10.8
E00071293,91.6,3.4,0.8,4.2
E00071294,91.9,2.2,0.7,5.2
E00071295,88.1,4.2,0.8,6.8
E00071296,92.4,0,2.5,5.1
E00071297,88.2,4.2,0,7.6
E00071298,95.7,0.9,0,3.4
E00071299,99.2,0,0,0.8
E00071300,91.6,0.9,1.9,5.6
E00071301,95.7,2.6,0,1.7
E00071305,97.5,0,0.8,1.7
E00071306,95.8,1.7,0,2.5
E00071307,92.8,2.7,0,4.5
E00071309,97.9,0.7,0,1.4
E00071310,91.2,0.8,0.8,7.2
E00071312,92.8,1.4,0,5.8
E00071315,98.3,0.6,0,1.2
E00071324,98.5,1.5,0,0
E00071329,96.2,3.1,0,0.8
E00071449,98.2,1.8,0,0
E00071467,96.1,0.8,1.6,1.6
E00071468,96.9,1.6,0,1.6
E00071469,99.2,0.8,0,0
E00071471,85.6,1.1,1.1,12.1
E00071472,97.8,0.7,0,1.5
E00071473,93.8,1.7,0,4.5
E00071474,94.5,2.3,0,3.1
E00071475,98.4,0,0,1.6
E00071476,97.3,1.4,0,1.4
E00071478,92.3,2.6,0,5.1
E00071479,94.2,0.7,1.4,3.6
E00071480,94.9,0.8,0,4.2
E00071486,97.5,1.6,0,0.8
E00071503,98,0,1,1
E00071504,93.3,1.9,0,4.8
E00071505,94.1,1.5,0,4.4
