areacd,disability_3a-001,disability_3a-002
E00071239,18.6,81.4
E00071240,16.8,83.2
E00071241,15.4,84.6
E00071242,20.8,79.2
E00071243,25.4,74.6
E00071244,20.3,79.7
E00071245,27,73
E00071246,22.9,77.1
E00071247,27.8,72.2
E00071248,19.9,80.1
E00071249,27.2,72.8
E00071250,21.4,78.6
E00071251,17.7,82.3
E00071252,17.8,82.2
E00071253,17.5,82.5
E00071254,16.7,83.3
E00071255,23.2,76.8
E00071256,14.1,85.9
E00071257,16.2,83.8
E00071258,30.7,69.3
E00071259,27.9,72.1
E00071260,26.1,73.9
E00071281,21.6,78.4
E00071282,15.8,84.2
E00071283,20.1,79.9
E00071284,23.8,76.2
E00071285,28,72
E00071286,26.3,73.7
E00071287,22.7,77.3
E00071288,22.5,77.5
E00071289,21.4,78.6
E00071290,22.1,77.9
E00071292,19.8,80.2
E00071293,23.7,76.3
E00071294,26,74
E00071295,22.1,77.9
E00071296,16.5,83.5
E00071297,20.4,79.6
E00071298,25,75
E00071299,14.9,85.1
E00071300,16.7,83.3
E00071301,17.7,82.3
E00071305,27.1,72.9
E00071306,19,81
E00071307,17.8,82.2
E00071309,20,80
E00071310,19.4,80.6
E00071312,19,81
E00071315,14.7,85.3
E00071324,16.1,83.9
E00071329,16.9,83.1
E00071449,20.4,79.6
E00071467,17.6,82.4
E00071468,19.4,80.6
E00071469,28.6,71.4
E00071471,33.4,66.6
E00071472,25.5,74.5
E00071473,20.6,79.4
E00071474,16.1,83.9
E00071475,25,75
E00071476,21.5,78.5
E00071478,17.9,82.1
E00071479,28.4,71.6
E00071480,40.2,59.8
E00071486,23.5,76.5
E00071503,27.1,72.9
E00071504,20.3,79.7
E00071505,43.8,56.2
E00071506,37,63
E00071507,25.5,74.5
E00071508,30.2,69.8
E00071509,27.7,72.3
E00071510,36,64
E00071511,43.4,56.6
E00071513,27.5,72.5
E00071516,17.4,82.6
E00071517,20.5,79.5
E00071519,13.8,86.2
E00071521,24.6,75.4
E00071522,19.8,80.2
E00071524,24.6,75.4
E00071527,35.6,64.4
E00071528,30.4,69.6
E00071529,28.4,71.6
E00071532,17.8,82.2
E00071533,26.5,73.5
E00071534,31.8,68.2
E00071536,18.9,81.1
E00071537,25.4,74.6
E00071538,24.2,75.8
E00071604,38.1,61.9
E00071606,15.7,84.3
E00071607,7.3,92.7
E00071608,12.3,87.7
E00071609,14.8,85.2
E00071611,13.9,86.1
E00071612,16.5,83.5
E00071613,9.2,90.8
E00071614,11,89
E00071615,18.9,81.1
E00071616,15.8,84.2
E00071617,14.7,85.3
E00071618,7.3,92.7
E00071621,15.4,84.6
E00071622,25.5,74.5
E00071623,28.7,71.3
E00071624,35,65
E00071625,17,83
E00071626,26.3,73.7
E00071627,30,70
E00071628,26.1,73.9
E00071629,31.6,68.4
E00071630,22.1,77.9
E00071631,23,77
E00071650,12.3,87.7
E00071651,15.6,84.4
E00071652,16.8,83.2
E00071653,17.7,82.3
E00071654,22.1,77.9
E00071655,21,79
E00071656,24.2,75.8
E00071657,20.4,79.6
E00071658,20.4,79.6
E00071659,22,78
E00071660,14.3,85.7
E00071661,21.8,78.2
E00071662,11.2,88.8
E00071663,21,79
E00071664,19.9,80.1
E00071665,12.5,87.5
E00071666,17.1,82.9
E00071667,21.5,78.5
E00071668,17.7,82.3
E00071669,21.9,78.1
E00071670,29.1,70.9
E00071671,19.6,80.4
E00071672,20.9,79.1
E00071673,27.3,72.7
E00071674,31.9,68.1
E00071675,13.3,86.7
E00071676,24.6,75.4
E00071677,22.2,77.8
E00071678,14.8,85.2
E00071691,29.8,70.2
E00071695,27.2,72.8
E00146813,25.2,74.8
E00146816,19,81
E00146817,17.8,82.2
E00146818,22.6,77.4
E00146819,17.6,82.4
E00146906,13.5,86.5
E00146907,24,76
E00146911,15.3,84.7
E00146918,22.8,77.2
E00146919,16.9,83.1
E00146920,18.2,81.8
E00146921,17.2,82.8
E00146922,19,81
E00146923,18.5,81.5
E00146951,20.8,79.2
E00146952,20.3,79.7
E00146953,18.8,81.2
E00146954,26.3,73.7
E00146955,12.7,87.3
E00146956,29.4,70.6
E00146957,27,73
E00146958,34.1,65.9
E00146959,12.3,87.7
E00146960,17.7,82.3
E00146961,12.2,87.8
E00146962,12.3,87.7
E00146964,17.4,82.6
E00146966,20.4,79.6
E00146967,26.9,73.1
E00146968,17.4,82.6
E00146969,13.5,86.5
E00146972,20.7,79.3
E00146974,21.6,78.4
E00151089,17.1,82.9
E00173114,23.4,76.6
E00173117,31.5,68.5
E00173128,32.4,67.6
E00174579,4.9,95.1
E00174585,27.7,72.3
E00187167,13.6,86.4
E00187179,11.1,88.9
E00187183,15.2,84.8
E00187205,15.4,84.6
E00187207,7.6,92.4
E00187211,11.5,88.5
E00187213,12.7,87.3
E00187216,23.8,76.3
E00187240,4.3,95.7
E00187261,4,96
E00187266,10.6,89.4
E00187278,21.1,78.9
E00187280,19.4,80.6
E00187283,9.4,90.6
E00187288,8.3,91.7
E00187299,9.3,90.7
E00187304,11.9,88.1
E00187311,8.5,91.5
E00187319,21.7,78.3
