areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00132632,8.6,15.3,68.4,7.7
E00132633,12.6,20.3,48.9,18.1
E00132634,12.2,17.6,57.4,12.8
E00132636,8,17.8,69,5.2
E00132637,6.4,15.7,71.4,6.4
E00132638,11.8,9.1,66.4,12.7
E00132639,6,12.5,72.1,9.4
E00132641,8.5,13.2,64.3,14
E00132642,9.7,15,68.4,6.8
E00132643,11.5,15.2,64.3,9
E00132644,17.7,20.4,56.5,5.4
E00132645,6.4,13.6,71.6,8.5
E00132646,8.3,19.8,64.1,7.8
E00132647,14.7,19.9,55.9,9.6
E00132648,15.8,11.8,65.8,6.6
E00132649,10.2,15.3,66.1,8.5
E00132650,15,16.3,58.2,10.5
E00132651,10.9,19.2,66.7,3.2
E00132652,15.2,26.3,47.5,11.1
E00132653,5.7,17.9,68.3,8.1
E00132654,8.7,26.2,53.2,11.9
E00132655,9,18.9,59.8,12.3
E00132656,13.2,15.4,56,15.4
E00132657,8.3,18.1,61.8,11.8
E00132658,13.2,20.7,57,9.1
E00132660,11.6,27.5,55.8,5.1
E00132662,9.9,18.8,62.4,8.9
E00132663,6.6,23.5,60.8,9
E00132664,12.3,12.3,62.3,13.1
E00132665,4.6,22.2,66.7,6.5
E00132666,11.5,22.1,62.3,4.1
E00132667,7.7,22.4,58.3,11.5
E00132668,11.5,25.9,56.1,6.5
E00132669,12.6,23.4,57.7,6.3
E00132670,14.8,27.9,49.2,8.2
E00132671,15.3,23.5,54.1,7.1
E00132672,17.2,27.3,44.4,11.1
E00132673,10,14.2,58.8,17.1
E00132674,9.6,15.1,65.8,9.6
E00132675,8.3,16.7,60.6,14.4
E00132676,11.8,21.8,55.5,10.9
E00132677,8.6,21,61.1,9.3
E00132678,13.9,21.3,50.9,13.9
E00132679,8.9,17,58.9,15.2
E00132680,18,25.2,48.6,8.1
E00132681,9.6,13,70.4,7
E00132682,7.4,12.8,73.4,6.4
E00132685,9.6,16.3,70.5,3.6
E00132686,20.5,25.7,49.1,4.7
E00132687,15.5,18.8,58.8,6.9
E00132688,11.7,20.4,60.2,7.8
E00132689,9.8,13.7,61.8,14.7
E00132690,6.9,22.1,62.1,9
E00132691,9.4,18.8,62.3,9.4
E00132692,12.4,26.4,54.5,6.6
E00132693,5.9,15.1,73,5.9
E00132694,12.2,20.5,60.3,7.1
E00132696,5.6,18.8,68.8,6.9
E00132697,14.2,25,55.4,5.4
E00132698,7.2,15.2,68.1,9.4
E00132699,7.4,17,64.2,11.4
E00132700,7.3,17.5,66.1,9
E00132701,16,14,54,16
E00132702,7.3,15.5,65.3,11.9
E00132703,9.2,22.3,62,6.5
E00132704,7.7,23.2,60.6,8.5
E00132707,15.3,16.8,62.6,5.3
E00132708,8.5,23.2,64.6,3.7
E00132709,10.5,14.3,64.5,10.8
E00132710,9.3,20,63.3,7.3
E00132711,9.1,19,57.9,14
E00132712,13,21.4,55.2,10.4
E00132713,7.4,22.8,57.4,12.5
E00132714,10.4,21.2,57.7,10.8
E00132715,5.3,27.1,60.2,7.5
E00132716,7.1,28.4,58.1,6.5
E00132717,9,22.1,59.8,9
E00132718,7.6,24.4,58.4,9.6
E00132719,9,24,64,3
E00132720,11.5,25.9,55.4,7.2
E00132721,6.4,27.5,57.8,8.3
E00132722,9.1,22.3,62.8,5.8
E00132723,8.3,20.8,60.8,10
E00132724,9,18.6,62.1,10.2
E00132725,4.4,24.2,61.5,9.9
E00132726,8.5,19.7,64.8,7
E00132727,7.8,23.4,64.1,4.7
E00132728,9.2,19.1,55.7,16
E00132729,9,22.9,62.3,5.8
E00132730,9.3,21.9,60.1,8.7
E00132731,11,27,53,9
E00132732,5.1,20.5,58.6,15.8
E00132733,7.5,22.4,64.6,5.6
E00132734,9.3,17.8,62.8,10.1
E00132735,36.6,18.3,43.9,1.2
E00132736,13.3,15.6,64.4,6.7
E00132737,17.2,19.6,57.1,6.1
E00132739,12.6,21.4,65,1
E00132740,15.9,20.9,54.4,8.8
E00132741,14.5,13.8,57.9,13.8
E00132742,11,19.9,58.2,11
E00132743,34.2,23.7,38.2,3.9
E00132744,17.2,18.4,54,10.4
E00132745,20.4,16.8,55.8,7.1
E00132747,24.9,19.2,46.3,9.6
E00132748,32.7,26,34.6,6.7
E00132749,16.8,20,56.1,7.1
E00132750,36.5,20.9,41.7,0.9
E00132751,17,22.2,55.2,5.7
E00132753,28.3,19.8,45.8,6.1
E00132754,37.4,17.6,38.2,6.9
E00132755,14.3,33.3,50,2.4
E00132756,43.1,29.2,27.8,0
E00132757,34.1,25.4,35.7,4.8
E00132759,8.5,15.1,65.1,11.4
E00132760,13.7,25.3,51.4,9.6
E00132761,9.3,15.8,65.9,9
E00132762,9.1,18.3,60.8,11.8
E00132763,5.8,37.5,45.2,11.5
E00132764,5.8,21.7,66.7,5.8
E00132765,5.5,30.8,57.1,6.6
E00132766,12,22.8,55.4,9.8
E00132767,11.1,19.3,62.2,7.4
E00132768,6,31.3,53,9.6
E00132769,11.1,23.8,57.1,7.9
E00132770,15.8,26.7,50.5,6.9
E00132771,8.4,22.1,65.6,3.8
E00132772,11,15.6,67,6.4
E00132773,8.6,21.1,65.1,5.3
E00132774,13.3,17.6,58,11.2
E00132775,22.3,21.5,50,6.2
E00132776,11.1,21.6,58.8,8.5
E00132777,15.3,18.3,56.5,9.9
E00132778,12.2,21.5,57,9.3
E00132779,10.1,17.8,65.9,6.2
E00132780,17.8,21.5,52.3,8.4
E00132781,9.8,18.9,65.9,5.3
E00132782,14.7,19,54,12.3
E00132783,11,22,58.2,8.8
E00132784,11.7,11.7,70.3,6.3
E00132785,14,19.4,51.6,15.1
E00132786,11,22,58.7,8.3
