areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00132632,35.8,28.5,15.9,19.9
E00132633,32.9,35.6,12.1,19.5
E00132634,24,40.5,17.4,18.2
E00132636,34.1,41.3,14.5,10.1
E00132637,39.2,32.4,14.7,13.7
E00132638,27.8,26.2,15.9,30.2
E00132639,31.8,30.6,12.9,24.7
E00132641,37.3,35.3,13.3,14
E00132642,37.8,31.1,14.8,16.3
E00132643,28.4,41.5,16.9,13.1
E00132644,39.7,29.1,19.2,11.9
E00132645,29,34.8,15.5,20.6
E00132646,27.7,31.5,12.3,28.5
E00132647,43.5,26.8,12.3,17.4
E00132648,42.3,31.4,11.5,14.7
E00132649,33.8,34.5,10.6,21.1
E00132650,43.9,31.8,11,13.3
E00132651,39.7,25.6,14.7,19.9
E00132652,56.6,20.9,10.9,11.6
E00132653,56.5,30,7.6,5.9
E00132654,36.7,30.6,12.2,20.4
E00132655,32.3,40.9,15,11.8
E00132656,22.6,53,14.8,9.6
E00132657,31.6,32,22.3,14.1
E00132658,32.3,30.6,21.8,15.3
E00132660,35.6,23.3,21.5,19.6
E00132662,24.8,45.9,14.7,14.7
E00132663,29.2,35,16.8,19
E00132664,34.1,40,14.1,11.9
E00132665,46.2,34.2,12.8,6.8
E00132666,25.2,33,20.9,20.9
E00132667,14.3,30.7,26.4,28.6
E00132668,31.5,29,15.3,24.2
E00132669,31.3,33,13.9,21.7
E00132670,54.1,25.4,14.8,5.7
E00132671,25.7,29.2,19.5,25.7
E00132672,29.8,27.3,21.5,21.5
E00132673,31.3,36.9,12.5,19.4
E00132674,15.8,33.7,24.2,26.3
E00132675,33.6,46.9,11.2,8.4
E00132676,32.3,51.2,7.1,9.4
E00132677,18.8,37.5,22.7,21.1
E00132678,34.8,44,10.6,10.6
E00132679,24.6,49.1,8.8,17.5
E00132680,27.9,36.9,13.1,22.1
E00132681,39.1,36.4,15.8,8.7
E00132682,62,29.8,4.1,4.1
E00132685,31.1,30.4,13.3,25.2
E00132686,24.5,25.2,22.3,28.1
E00132687,35.8,31.8,13.3,19.1
E00132688,56.1,22.3,11.5,10.1
E00132689,30.3,46.8,12.8,10.1
E00132690,26.5,33.6,18.6,21.2
E00132691,35.3,38,13,13.6
E00132692,30.3,41,17.2,11.5
E00132693,37.3,35.7,18.3,8.7
E00132694,20.1,45.5,14.2,20.1
E00132696,22.5,45,19.2,13.3
E00132697,38.1,26.6,18.7,16.5
E00132698,17.4,42.6,21.7,18.3
E00132699,47.8,26.9,15.4,10
E00132700,28.6,41.6,14.3,15.6
E00132701,26.7,47.5,15,10.8
E00132702,33.6,44.3,11.4,10.7
E00132703,19.8,29.8,23.7,26.7
E00132704,32.7,45.1,9.3,13
E00132707,33.8,28.7,21.3,16.2
E00132708,62.2,27.4,6.7,3.7
E00132709,13.2,33.2,24.2,29.5
E00132710,27.9,45.6,8.8,17.7
E00132711,27.4,45.3,15.4,12
