areacd,sex-001,sex-002
E00155903,48.6,51.4
E00155911,48.3,51.7
E00155912,50.3,49.7
E00155914,54.2,45.8
E00155915,53.3,46.7
E00155916,51.2,48.8
E00155917,46.3,53.7
E00155918,48.9,51.1
E00155919,54.9,45.1
E00155920,51.3,48.7
E00155921,50.2,49.8
E00155922,49.8,50.2
E00155923,53.1,46.9
E00155924,50,50
E00155925,51.6,48.4
E00155926,48.4,51.6
E00155927,50.3,49.7
E00155928,53.5,46.5
E00155929,46.2,53.8
E00155930,60,40
E00155931,48.9,51.1
E00155932,50.6,49.4
E00155933,52.2,47.8
E00155934,52.3,47.7
E00155935,52.1,47.9
E00155936,48.4,51.6
E00155937,52.2,47.8
E00155940,47.9,52.1
E00155952,48.8,51.2
E00155953,49,51
E00155954,48.8,51.2
E00155968,51.1,48.9
E00155976,49.8,50.2
E00155985,53.3,46.7
E00155986,54,46
E00155993,54.4,45.6
E00155994,51.1,48.9
E00155997,52.2,47.8
E00155999,53.2,46.8
E00156000,49.5,50.5
E00156029,45.3,54.7
E00156036,54.1,45.9
E00156051,50.8,49.2
E00156052,51.2,48.8
E00156053,52.6,47.4
E00156054,49.4,50.6
E00156055,49.7,50.3
E00156056,46.7,53.3
E00156057,51.6,48.4
E00156058,54.2,45.8
E00156059,48.9,51.1
E00156060,48.5,51.5
E00156061,53.3,46.7
E00156062,51.6,48.4
E00156063,49.3,50.7
E00156064,54.1,45.9
E00156065,51.1,48.9
E00156066,53.4,46.6
E00156067,50.6,49.4
E00156068,49.7,50.3
E00156069,50.8,49.2
E00156070,49.4,50.6
E00156071,49.2,50.8
E00156072,53.7,46.3
E00156073,51.9,48.1
E00156074,50.6,49.4
E00156075,51.2,48.8
E00156108,47.3,52.7
E00156110,52.7,47.3
E00156111,51.9,48.1
E00156112,53.2,46.8
E00156113,49.9,50.1
E00156114,53.5,46.5
E00156115,53,47
E00156116,50.1,49.9
E00156118,50,50
E00156119,43.8,56.2
E00156120,50,50
E00156121,45.7,54.3
E00156123,50.7,49.3
E00156124,49.1,50.9
E00156126,48.4,51.6
E00156127,48.9,51.1
E00156128,49.7,50.3
E00156129,52.3,47.7
E00156130,49.7,50.3
E00156131,47.6,52.4
E00156132,48.3,51.7
E00156133,50.5,49.5
E00156134,50.9,49.1
E00156135,51.1,48.9
E00156138,49.3,50.7
E00156140,49.3,50.7
E00156143,51.5,48.5
E00156144,50.3,49.7
E00156145,57.1,42.9
E00156146,46.2,53.8
E00156148,52.5,47.5
E00156149,49.2,50.8
E00156150,52.3,47.7
E00156152,53,47
E00156154,53.4,46.6
E00156155,50.8,49.2
E00156157,57.2,42.8
E00156176,51.2,48.8
E00156201,51.5,48.5
E00156203,52.7,47.3
E00156204,52.6,47.4
E00156206,48.9,51.1
E00156207,47.1,52.9
E00156208,50.1,49.9
E00157105,51.1,48.9
E00157106,52,48
E00157107,56.1,43.9
E00157108,51.4,48.6
E00157109,49.4,50.6
E00157110,52.1,47.9
E00157111,48,52
E00157112,52.7,47.3
E00157113,53.2,46.8
E00157114,54.7,45.3
E00157115,51.5,48.5
E00157116,51.3,48.7
E00157117,51.2,48.8
E00157118,51,49
E00157119,49.5,50.5
E00157120,50.9,49.1
E00157121,51.2,48.8
E00157122,48.8,51.2
E00157123,54.4,45.6
E00157140,49.1,50.9
E00157142,49.5,50.5
E00157143,54.2,45.8
E00157144,52.2,47.8
E00157145,50.6,49.4
E00157146,52.5,47.5
E00157147,52.8,47.2
E00157148,50.3,49.7
E00157167,52,48
E00157168,54.6,45.4
E00157169,52.8,47.2
E00157170,48.6,51.4
E00157171,55.4,44.6
E00157172,56.5,43.5
E00157173,55.8,44.2
E00157174,49.5,50.5
E00157175,51.3,48.7
E00157176,51.8,48.2
E00157177,51.2,48.8
E00157178,51.6,48.4
E00157179,52.8,47.2
E00157180,49.9,50.1
E00157181,50.7,49.3
E00157182,52.6,47.4
E00157183,50.4,49.6
E00157184,56.3,43.7
E00157185,52.6,47.4
E00157186,52.7,47.3
E00157187,54.8,45.2
E00157188,56,44
E00157189,49.5,50.5
E00157190,49.4,50.6
E00157191,45.3,54.7
E00157192,50.6,49.4
E00157193,49.2,50.8
E00157194,48.7,51.3
E00157195,50.5,49.5
E00157196,47.9,52.1
E00157197,48.1,51.9
E00157198,50.5,49.5
E00157199,52.5,47.5
E00157200,48.6,51.4
E00157213,49.7,50.3
E00157214,50.4,49.6
E00157218,53.6,46.4
E00157219,48.1,51.9
E00157220,53,47
E00157226,48.4,51.6
E00157227,51.5,48.5
E00157228,60.6,39.4
E00157229,52.9,47.1
E00157230,49.7,50.3
E00157232,51.4,48.6
E00157233,55.5,44.5
E00157234,48.7,51.3
E00157235,55.8,44.2
E00157236,50.5,49.5
E00157237,55.6,44.4
E00157238,51.3,48.7
E00157239,49,51
E00157240,51.3,48.7
E00157241,55.1,44.9
E00157242,58.4,41.6
E00157244,51.7,48.3
E00157245,51.1,48.9
E00157252,49.2,50.8
E00157254,50.3,49.7
E00157277,47.6,52.4
E00157278,52.9,47.1
E00157279,53,47
E00157280,51.3,48.7
E00157281,51.4,48.6
E00157282,48.3,51.7
E00157283,51.2,48.8
E00157284,51.6,48.4
E00157285,52,48
E00157286,46.8,53.2
E00157287,52.6,47.4
E00157295,51.9,48.1
E00157301,50.9,49.1
E00157302,57.5,42.5
E00157303,52.8,47.2
E00157304,49.5,50.5
E00157305,54.5,45.5
E00157306,52.5,47.5
E00157335,53.9,46.1
E00157336,53.6,46.4
E00157338,51.7,48.3
E00157339,53.1,46.9
E00157340,53.1,46.9
E00157358,51.7,48.3
E00157362,51.8,48.2
E00157363,49.7,50.3
E00170383,50.8,49.2
E00170384,47,53
E00170385,50.9,49.1
E00170386,53.4,46.6
E00170387,55.6,44.4
E00170388,52.1,47.9
E00170389,49.6,50.4
E00170390,50,50
E00170391,48.8,51.2
E00170392,51.3,48.7
E00170393,48.7,51.3
E00170394,54.8,45.2
E00170404,53.3,46.7
E00170405,50.5,49.5
E00170406,50.4,49.6
E00170407,49.9,50.1
E00170408,51.8,48.2
E00170409,49.3,50.7
E00170411,48.7,51.3
E00170417,51.6,48.4
E00190475,52.4,47.6
E00190480,51.4,48.6
E00190484,52.9,47.1
E00190486,88,12
E00190487,46.7,53.3
E00190491,49,51
E00190500,50.7,49.3
E00190507,61.9,38.1
E00190508,47.7,52.3
E00190517,49.7,50.3
E00190524,51.7,48.3
