areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00155903,86.9,10.7,2.4
E00155911,91.6,5.7,2.7
E00155912,88.8,9,2.2
E00155914,86.6,9.9,3.5
E00155915,79.9,14.9,5.3
E00155916,84.5,11.9,3.6
E00155917,91.1,7.4,1.5
E00155918,82.3,13.2,4.5
E00155919,73.8,17.4,8.9
E00155920,83.2,11.6,5.2
E00155921,88.6,8.9,2.5
E00155922,84.3,11.2,4.5
E00155923,89.3,8.7,2.1
E00155924,79.3,12.2,8.5
E00155925,87.6,9.3,3.1
E00155926,88,8.5,3.5
E00155927,94.6,4.4,1
E00155928,90.5,7.7,1.9
E00155929,92.6,6.6,0.9
E00155930,67.5,24.3,8.3
E00155931,86.9,11.5,1.6
E00155932,82.3,13.1,4.6
E00155933,81.4,14.7,3.9
E00155934,86.2,10.3,3.5
E00155935,83.7,13,3.4
E00155936,83.6,11.6,4.7
E00155937,80.4,15,4.6
E00155940,86.4,10.2,3.3
E00155952,89.4,9.1,1.6
E00155953,87.5,9.7,2.9
E00155954,84.3,12.1,3.7
E00155968,89.7,7.7,2.6
E00155976,89.8,8.7,1.5
E00155985,85.4,12.3,2.3
E00155986,81.1,15.6,3.3
E00155993,85.5,11.3,3.2
E00155994,88.7,9.9,1.4
E00155997,88.8,8.3,2.9
E00155999,81.1,13.1,5.8
E00156000,76.7,14.3,9.1
E00156029,89.4,8.4,2.3
E00156036,87.2,9.5,3.3
E00156051,84.2,12.2,3.6
E00156052,85.4,9.4,5.2
E00156053,90.3,6.2,3.5
E00156054,87.8,9.9,2.3
E00156055,86.1,10.6,3.3
E00156056,88.3,8.6,3.1
E00156057,80.3,14.4,5.3
E00156058,91.5,5.6,2.8
E00156059,85.7,9.7,4.6
E00156060,75.6,15.1,9.3
E00156061,79.4,12.9,7.7
E00156062,84.9,10.3,4.8
E00156063,86.6,9,4.5
E00156064,87.1,9.9,3
E00156065,86.6,10.4,3
E00156066,88.4,8,3.5
E00156067,88.6,9.7,1.7
E00156068,81.4,15.5,3
E00156069,81.5,11.8,6.7
E00156070,74.4,17.2,8.4
E00156071,81.3,13.3,5.4
E00156072,83.8,9.9,6.3
E00156073,81.2,13.3,5.4
E00156074,85,11.1,3.9
E00156075,83.1,10.1,6.8
E00156108,83.9,10,6.1
E00156110,86.7,10.8,2.5
E00156111,93.4,5.2,1.4
E00156112,86.6,10,3.5
E00156113,74.9,17.3,7.7
E00156114,80.1,15.7,4.2
E00156115,89.3,8.7,2
E00156116,87.9,9.1,2.9
E00156118,93.7,5,1.3
E00156119,91.4,6.6,2
E00156120,90.5,9.5,0
E00156121,91.3,7.6,1.1
E00156123,93,6.3,0.7
E00156124,86.6,11.3,2
E00156126,87,10.6,2.3
E00156127,85.5,11.5,3
E00156128,81.2,15.2,3.6
E00156129,87.1,9.5,3.4
E00156130,92,6.7,1.2
E00156131,86.2,13.1,0.7
E00156132,91.8,6.9,1.3
E00156133,95.3,4.7,0
E00156134,82.2,13.2,4.7
E00156135,85.2,10.9,3.8
E00156138,87.4,9.1,3.5
E00156140,86.6,10.7,2.6
E00156143,85.5,8.9,5.6
E00156144,90.5,7.4,2.1
E00156145,81.9,11.6,6.5
E00156146,85.9,11,3
E00156148,89.9,7,3.2
E00156149,85.3,10.4,4.3
E00156150,93.5,4.8,1.7
E00156152,80.9,15.2,3.9
E00156154,73.9,19.1,7
E00156155,82.8,14.2,3
E00156157,76.6,15.6,7.8
E00156176,88.3,9,2.7
E00156201,86.3,10.5,3.2
E00156203,73.3,19,7.7
E00156204,83.2,13.7,3.1
E00156206,85.1,9.6,5.4
E00156207,88.3,9.1,2.6
E00156208,85.4,10.9,3.7
E00157105,78.2,14,7.9
E00157106,82.9,12.3,4.8
E00157107,81.7,12.5,5.8
E00157108,89.2,9,1.8
E00157109,80.3,13,6.6
E00157110,81.4,14.5,4.1
E00157111,93.4,6.6,0
E00157112,84.9,10,5.1
E00157113,84.8,13.3,1.9
E00157114,85.8,9.7,4.5
E00157115,85.7,9,5.3
E00157116,77.5,15.4,7
E00157117,91.7,6.3,2
E00157118,76.4,16.2,7.4
E00157119,86.6,10.6,2.8
E00157120,89,8.5,2.5
E00157121,84.5,13.5,2
E00157122,89.3,8.5,2.2
E00157123,89.1,9.3,1.6
E00157140,85.5,11.4,3.1
E00157142,87.1,9.4,3.5
E00157143,90,8.3,1.7
E00157144,76,19.9,4
E00157145,85.5,12.2,2.3
E00157146,88.5,9.1,2.5
E00157147,91.8,6.8,1.4
E00157148,91.3,7.1,1.6
E00157167,75.2,10.4,14.4
E00157168,84.2,11.2,4.6
E00157169,78.9,14.2,6.8
E00157170,89.9,8.3,1.7
E00157171,83.5,14.1,2.4
E00157172,84.8,11.1,4.1
E00157173,82.8,13.7,3.4
E00157174,89.2,8.3,2.4
E00157175,87.9,9.9,2.2
E00157176,80.9,14.2,5
E00157177,83.2,12.9,3.8
E00157178,86.6,9.3,4.2
E00157179,85.3,11.3,3.4
E00157180,89.3,8.5,2.3
E00157181,84.7,9.1,6.2
E00157182,81.1,15.2,3.8
E00157183,86.9,9.5,3.6
E00157184,80.8,14.3,4.9
E00157185,82.2,11.2,6.6
E00157186,83,12.4,4.6
E00157187,87.6,11.1,1.3
E00157188,87.2,10,2.8
E00157189,90.7,8,1.3
E00157190,89.9,6.1,3.9
E00157191,90,6.5,3.5
E00157192,87.4,8.8,3.8
E00157193,85.4,11.8,2.8
E00157194,90.3,7.3,2.3
E00157195,92.6,5.8,1.6
E00157196,84.8,9.8,5.3
E00157197,87.9,9,3.1
E00157198,85.8,9.9,4.3
E00157199,85.4,10.9,3.7
E00157200,89.1,8.7,2.2
E00157213,86.4,11.4,2.2
E00157214,87.8,10.4,1.9
E00157218,82.1,13.6,4.3
E00157219,81,12.8,6.3
E00157220,84.1,11.1,4.8
E00157226,89.3,8.1,2.6
E00157227,91.7,5.3,3
E00157228,69,17.1,13.9
E00157229,80.4,13.9,5.7
E00157230,90.4,8.3,1.3
E00157232,89.9,9.8,0.4
E00157233,72.5,18,9.5
E00157234,86.1,13.4,0.4
E00157235,81.1,12.4,6.4
E00157236,91.5,7.1,1.4
E00157237,75,19.9,5.1
E00157238,91.7,7.3,1
E00157239,94.4,4.7,0.9
E00157240,88.1,9.6,2.2
E00157241,88.4,8.7,2.9
E00157242,89.5,8.4,2.1
E00157244,88,8.7,3.3
E00157245,86.5,10.3,3.1
E00157252,86.2,9.4,4.4
E00157254,89.9,7.9,2.2
E00157277,87.6,9.7,2.7
E00157278,87.6,9.8,2.6
E00157279,80.1,11.6,8.3
E00157280,83.7,10.9,5.4
E00157281,71.3,18.2,10.5
E00157282,89.5,8.3,2.2
E00157283,84.8,10.9,4.3
E00157284,86.1,10.2,3.7
E00157285,83.8,12.4,3.8
E00157286,82.6,12.5,4.9
E00157287,86.1,10.6,3.2
E00157295,79.9,16.8,3.3
E00157301,82.5,11.6,5.8
E00157302,77.1,18.5,4.4
E00157303,86.3,10.7,3
E00157304,88.1,9.1,2.8
E00157305,77,16.3,6.7
E00157306,80.6,14.5,4.9
E00157335,84,10.3,5.7
E00157336,89.7,8.2,2.1
E00157338,85.3,8.6,6.1
E00157339,90.3,8,1.8
E00157340,85.2,11.1,3.7
E00157358,86.1,11.5,2.5
E00157362,93,6.2,0.8
E00157363,90.4,7.6,2
E00170383,94.3,5.3,0.4
E00170384,89.2,8.4,2.4
E00170385,88.3,7.2,4.5
E00170386,94.7,3.9,1.4
E00170387,77.1,9.7,13.2
E00170388,90.9,7,2.1
E00170389,88.1,9.6,2.3
E00170390,90.9,7.4,1.7
E00170391,91.3,7,1.7
E00170392,90.7,6.8,2.5
E00170393,88.9,8.5,2.5
E00170394,84.9,10.1,5
E00170404,92.8,6.4,0.8
E00170405,91.8,6.2,2
E00170406,93.6,6.4,0
E00170407,90,8.1,1.9
E00170408,93.8,6.2,0
E00170409,87.4,10.5,2.1
E00170411,93.4,4.7,1.9
E00170417,87,10.5,2.4
E00190475,95.5,3.4,1
E00190480,88.9,8.3,2.8
E00190484,75.6,14.9,9.5
E00190486,94.2,3.8,2
E00190487,92.1,7.9,0
E00190491,93.1,4.3,2.5
E00190500,93.1,5,2
E00190507,88.5,7.5,4
E00190508,85.2,11.3,3.6
E00190517,96,4,0
E00190524,92,5.9,2.2
