areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00155903,12.7,76.1,11.3
E00155911,17.5,43.9,38.6
E00155912,15.9,55.1,29
E00155914,20.9,57,22.1
E00155915,15.1,55.7,29.2
E00155916,19.2,54.5,26.3
E00155917,17.7,50,32.3
E00155918,22.9,55.7,21.4
E00155919,10.5,61,28.6
E00155920,13,69.6,17.4
E00155921,12.3,74,13.7
E00155922,14.5,64.5,21.1
E00155923,13.2,59.2,27.6
E00155924,12.5,64.8,22.7
E00155925,10.6,59.6,29.8
E00155926,20.6,70.6,8.8
E00155927,25,45.8,29.2
E00155928,11.5,66.7,21.8
E00155929,24.6,31.9,43.5
E00155930,5.1,89.8,5.1
E00155931,6.9,55.2,37.9
E00155932,11.7,66.7,21.7
E00155933,14.7,59.6,25.7
E00155934,9.9,67.3,22.8
E00155935,12.5,58.8,28.8
E00155936,10,63,27
E00155937,14.6,70.8,14.6
E00155940,20.5,56.4,23.1
E00155952,14.5,73.5,12
E00155953,20,66.7,13.3
E00155954,17,66,17
E00155968,30.6,50,19.4
E00155976,9.3,77.9,12.8
E00155985,12.5,66.7,20.8
E00155986,14.3,74.8,10.9
E00155993,17.4,71.7,10.9
E00155994,15.1,68.8,16.1
E00155997,13.1,73.8,13.1
E00155999,11.4,70.2,18.4
E00156000,10.7,59.8,29.5
E00156029,19.3,66.7,14
E00156036,31.4,44.3,24.3
E00156051,19.1,62.9,18
E00156052,19,59.5,21.5
E00156053,21,54.3,24.7
E00156054,8.7,63,28.3
E00156055,6.7,76,17.3
E00156056,15.5,61.9,22.7
E00156057,14.7,59.6,25.7
E00156058,10.6,67,22.3
E00156059,15.9,54.9,29.3
E00156060,20.6,58.7,20.6
E00156061,14.1,54.3,31.5
E00156062,8.8,52.7,38.5
E00156063,14.7,60,25.3
E00156064,9.9,79.2,10.9
E00156065,17.8,65.2,17
E00156066,14.8,63.6,21.6
E00156067,13.6,64.8,21.6
E00156068,18.1,50,31.9
E00156069,7.2,69.1,23.7
E00156070,8.7,60.9,30.4
E00156071,10.6,62.1,27.3
E00156072,12,64.1,23.9
E00156073,17.8,50.8,31.4
E00156074,15.2,53.3,31.5
E00156075,17.5,57.7,24.7
E00156108,15,50,35
E00156110,14.9,55.2,29.9
E00156111,19.4,64.3,16.3
E00156112,11.7,64.8,23.4
E00156113,8.5,63.8,27.7
