areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00044242,10.2,45.4,6.1,35.8,2.4
E00044243,15.3,44.1,7.9,31.7,1
E00044244,28,46.7,7.9,16.4,0.9
E00044245,9.2,35.3,10.9,40.8,3.7
E00044246,17.6,41.2,9.5,28.5,3.2
E00044247,7.9,48.2,5.4,36.3,2.2
E00044248,17.3,43.8,8,28.8,2.2
E00044249,24.3,47.8,6.1,17.8,3.9
E00044250,28,37.3,9.8,21.3,3.6
E00044251,28,45.5,10.4,14.7,1.4
E00044252,21.1,49.8,7.2,20.3,1.6
E00044253,16.1,45.1,5.7,33.2,0
E00044254,28.2,35.2,8.9,23.9,3.8
E00044256,24,37.1,4.4,34.5,0
E00044257,21.1,50.4,4.3,22,2.2
E00044259,16.5,49.4,4.5,29.5,0
E00044260,28.3,39.9,9.4,20.2,2.2
E00044261,28,41.8,7.5,21.3,1.3
E00044262,22.3,44.5,9.5,20.5,3.2
E00044263,19.6,42,8.2,27.9,2.3
E00044264,21.2,46.3,11.8,17.2,3.4
E00044265,27.8,41.3,7.2,22.4,1.3
E00044266,23,49.2,8,19.3,0.5
E00044267,22.4,47,11,17.8,1.8
E00044268,9.6,44.1,7.2,36.1,3
E00044269,15.3,40.3,7.3,35.1,2
E00044270,12.1,45.6,7.4,31.2,3.7
E00044271,26.7,36.6,9.2,23.3,4.2
E00044272,34.6,44,5.3,12.3,3.7
E00044273,21.8,50.3,7.6,18.3,2
E00044275,47.5,29.6,6.6,14.8,1.6
E00044276,42.5,35.9,5.9,12.4,3.3
E00044278,15.4,41,6.8,35,1.9
E00044279,13.8,51.5,7.7,25.4,1.5
E00044281,21.4,43.2,8.6,25.3,1.6
E00044385,25.6,48.8,4.8,19.6,1.2
E00044386,21.7,36.4,9.3,30.2,2.3
E00044387,45.6,33.6,6.2,10,4.6
E00044388,31.5,47.5,6.5,12.5,2
E00044389,15.3,43.1,8.8,30.6,2.3
E00044390,25.1,53.1,7.4,12.6,1.7
E00044391,25.7,32.5,9.7,29.1,2.9
E00044392,13.2,41.4,6.2,37.4,1.8
E00044393,14.1,44.9,11,26.4,3.5
E00044394,32,44.6,9.7,12,1.7
E00044395,28.3,34.1,13.5,20.6,3.6
E00044396,18.4,39.3,12.3,29.9,0
E00044397,43.7,32.9,5.1,15.9,2.5
E00044398,32.1,43.5,7.1,14.1,3.3
E00044399,38.6,41.4,8.1,9.5,2.4
