areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00044242,93.4,3.3,3.3
E00044243,80.4,0.9,18.7
E00044244,61.2,6.8,32
E00044245,91.5,1,7.5
E00044246,84.6,0.4,15.1
E00044247,95.4,2.6,2
E00044248,76.5,0.4,23.1
E00044249,75.4,1.8,22.8
E00044250,84.4,1.1,14.5
E00044251,72.2,1.2,26.6
E00044252,78.3,2,19.7
E00044253,75.3,1.2,23.5
E00044254,67.8,0.8,31.4
E00044256,78.6,5.4,16.1
E00044257,68.2,5.7,26.1
E00044259,73.3,6.8,19.9
E00044260,71,2.4,26.6
E00044261,68,2.1,29.9
E00044262,65.8,5,29.2
E00044263,82.4,0.4,17.2
E00044264,75.9,1.1,23
E00044265,65.4,1.4,33.2
E00044266,64.3,4.1,31.5
E00044267,87.2,0,12.8
E00044268,91.8,1.8,6.4
E00044269,90.7,1.1,8.2
E00044270,84.7,0.4,14.9
E00044271,73.2,2.5,24.3
E00044272,65.7,3.2,31.1
E00044273,78.8,0.4,20.8
E00044275,57.8,0.9,41.3
E00044276,54.9,2.5,42.6
E00044278,80.5,5.3,14.2
E00044279,86.7,1.4,11.9
E00044281,86.1,1.8,12.1
E00044385,67.3,1.3,31.4
E00044386,81.4,0,18.6
E00044387,59.5,1.8,38.7
E00044388,72.7,2.9,24.5
E00044389,82.7,2.5,14.8
E00044390,71,4.1,24.9
E00044391,80.3,2.9,16.8
E00044392,90.3,0.4,9.3
E00044393,83.8,0.8,15.5
E00044394,66.8,1.5,31.7
E00044395,84.3,0.4,15.3
E00044396,87.8,1.4,10.8
E00044397,82.7,0.6,16.7
E00044398,70.5,0.5,29
E00044399,63.2,0.4,36.4
E00044401,59.2,3.7,37.1
E00044403,65.2,1.7,33.1
E00044404,68.3,1.3,30.4
E00044405,85.4,0,14.6
E00044406,84,0,16
E00044407,73.6,0.6,25.9
E00044408,66.2,1.3,32.5
E00044409,71.6,0,28.4
E00044410,88.7,0,11.3
E00044411,85.9,0.4,13.7
E00044412,73.3,1,25.7
E00044413,76.8,1.5,21.8
E00044414,68,2.5,29.6
E00044415,64.4,0,35.6
E00044416,87.4,0,12.6
E00044417,63.9,0.3,35.8
E00044419,67.7,3.5,28.8
E00044420,69.2,1.7,29.1
E00044421,72.4,2.1,25.5
E00044422,93,1,6
E00044423,78.3,1.7,20
E00044424,66.8,4.5,28.7
E00044425,80.8,0.4,18.8
E00044426,72.6,0.3,27.1
E00044427,84.3,1.2,14.5
E00044428,73.8,1.6,24.7
E00044429,61.8,2.7,35.5
E00044430,74.9,0.5,24.6
E00044431,71.6,1.3,27.1
E00044432,72.2,3.1,24.7
E00044433,74.3,0.7,25
E00044434,73.8,1.9,24.2
E00044435,79.5,1.1,19.5
E00044437,86.6,1.3,12.1
E00044438,69.6,1.4,29
E00044439,75.3,0,24.7
E00044440,70.5,2.1,27.4
E00044441,79.4,0,20.6
E00044442,85.2,0.4,14.4
E00044443,82.8,0,17.2
E00044444,78.2,0.4,21.4
E00044445,83.5,0.6,15.8
E00044446,72.8,1.6,25.7
E00044447,88.8,0.8,10.4
E00044448,84.3,0.4,15.3
E00044449,90.9,0.3,8.8
E00044451,84,0.5,15.5
E00044452,76.4,0.8,22.8
E00044454,70.6,1.5,27.9
E00044455,80.3,0.7,19
E00044457,72.1,0,27.9
E00044458,73.6,1.1,25.3
E00044460,76.8,0.5,22.6
E00044461,70.8,2.2,27
E00044497,93.4,0.6,6.1
E00044505,88.6,1.5,9.8
E00044508,91,0.3,8.7
E00044509,62.2,0.7,37.2
E00044510,80.4,0,19.6
E00044512,75.1,2.9,22
E00044513,84.6,0,15.4
E00044514,90.6,2.4,6.9
E00044515,75.9,1,23
E00044542,88.9,0.7,10.5
E00044543,74.1,2.1,23.8
E00044544,92.9,0.4,6.7
E00044545,68.9,0,31.1
E00044546,85.1,0.3,14.6
E00044547,92.3,1.5,6.3
E00044548,89,0.4,10.6
E00044549,76.1,0,23.9
E00044550,78.3,0.4,21.3
E00044551,81.9,1.5,16.5
E00044552,89.2,0.7,10.1
E00044553,90.8,0.3,8.9
E00044554,71.9,0.6,27.5
E00044555,82.9,3.6,13.5
E00044556,91.3,2,6.7
E00044557,85.6,0.8,13.6
E00044558,87.3,0.7,12
E00044563,75.8,0.6,23.6
E00044565,91,2.2,6.8
E00044568,88.8,0.7,10.5
E00044569,72.6,4.2,23.3
E00044570,68.4,0.4,31.2
E00044571,78.3,0.4,21.3
E00044572,77.8,0,22.2
E00044573,78.7,1.9,19.4
E00044574,71.9,1.4,26.7
E00044575,63.5,0.4,36.1
E00044576,76.7,1.9,21.4
E00044577,80.9,0.4,18.8
E00044649,71.9,0,28.1
E00044650,81,1.2,17.7
E00044651,92.4,3.1,4.5
E00044652,92,0.4,7.6
E00044653,89.9,1.4,8.7
E00044655,74.6,0.4,25
E00044656,88.7,0,11.3
E00044657,68,2,29.9
E00044658,90.5,0,9.5
E00044659,62.4,2.5,35
E00044660,86.7,0.4,12.9
E00044661,79.7,1,19.4
