areacd,in_full_time_education-001,in_full_time_education-002
E00044242,23.2,76.8
E00044243,12.3,87.7
E00044244,23.2,76.8
E00044245,18.3,81.7
E00044246,12.6,87.4
E00044247,25.4,74.6
E00044248,19.2,80.8
E00044249,17.5,82.5
E00044250,14.1,85.9
E00044251,14.1,85.9
E00044252,17.3,82.7
E00044253,20.6,79.4
E00044254,10.7,89.3
E00044256,17,83
E00044257,27.9,72.1
E00044259,21.7,78.3
E00044260,19,81
E00044261,18.3,81.7
E00044262,28.3,71.7
E00044263,13,87
E00044264,23.3,76.7
E00044265,19.9,80.1
E00044266,17,83
E00044267,7,93
E00044268,20.5,79.5
E00044269,11.8,88.2
E00044270,12.1,87.9
E00044271,16.4,83.6
E00044272,22.3,77.7
E00044273,19.1,80.9
E00044275,12.8,87.2
E00044276,3.2,96.8
E00044278,12.4,87.6
E00044279,11.4,88.6
E00044281,6.3,93.7
E00044385,21,79
E00044386,13.4,86.6
E00044387,8.7,91.3
E00044388,18.1,81.9
E00044389,15.9,84.1
E00044390,17.4,82.6
E00044391,11.7,88.3
E00044392,13.9,86.1
E00044393,13.9,86.1
E00044394,15.4,84.6
E00044395,9.8,90.2
E00044396,11.2,88.8
E00044397,16.7,83.3
E00044398,13.9,86.1
E00044399,17.7,82.3
E00044401,25.7,74.3
E00044403,25.4,74.6
E00044404,22.1,77.9
E00044405,15.9,84.1
E00044406,17.4,82.6
E00044407,16.6,83.4
E00044408,24.5,75.5
E00044409,23.4,76.6
E00044410,13.3,86.7
E00044411,11.9,88.1
E00044412,14.9,85.1
E00044413,19.6,80.4
E00044414,15,85
E00044415,29.7,70.3
E00044416,16,84
E00044417,20.7,79.3
E00044419,12.3,87.7
E00044420,24.4,75.6
E00044421,13.2,86.8
E00044422,16.4,83.6
E00044423,17.7,82.3
E00044424,21.3,78.7
E00044425,19.3,80.7
E00044426,14.2,85.8
E00044427,20.6,79.4
E00044428,15.4,84.6
E00044429,25.4,74.6
E00044430,16.4,83.6
E00044431,16.8,83.2
E00044432,10.1,89.9
E00044433,19.8,80.2
E00044434,21,79
E00044435,15.1,84.9
E00044437,19.1,80.9
E00044438,13.3,86.7
E00044439,12.4,87.6
E00044440,14,86
E00044441,13.6,86.4
E00044442,8.2,91.8
E00044443,12.1,87.9
E00044444,11.1,88.9
E00044445,13.6,86.4
E00044446,13,87
E00044447,13.6,86.4
E00044448,8.3,91.7
E00044449,14,86
E00044451,15.8,84.2
E00044452,16.9,83.1
E00044454,28.3,71.7
E00044455,24.6,75.4
E00044457,17.9,82.1
E00044458,21.1,78.9
E00044460,14.5,85.5
E00044461,19.2,80.8
E00044497,22.1,77.9
E00044505,11,89
E00044508,13.9,86.1
E00044509,12.6,87.4
E00044510,22.2,77.8
E00044512,17.3,82.7
E00044513,14.3,85.7
E00044514,17.6,82.4
E00044515,18.5,81.5
E00044542,19.9,80.1
E00044543,14.6,85.4
E00044544,12,88
E00044545,0,100
E00044546,20.1,79.9
E00044547,13.4,86.6
E00044548,13.4,86.6
E00044549,16.2,83.8
E00044550,20.1,79.9
E00044551,14.5,85.5
E00044552,12.7,87.3
E00044553,16.6,83.4
E00044554,11.9,88.1
E00044555,15.5,84.5
E00044556,9.8,90.2
E00044557,14.1,85.9
E00044558,14.8,85.2
E00044563,4.6,95.4
E00044565,20.3,79.7
E00044568,14.1,85.9
E00044569,22.3,77.7
E00044570,0.4,99.6
E00044571,8.2,91.8
E00044572,11.5,88.5
E00044573,18.3,81.7
E00044574,7.4,92.6
E00044575,11.8,88.2
E00044576,18.1,81.9
E00044577,24.1,75.9
E00044649,20.6,79.4
E00044650,16.6,83.4
E00044651,15.6,84.4
E00044652,15.5,84.5
E00044653,9.5,90.5
E00044655,24,76
E00044656,13.8,86.2
E00044657,18.2,81.8
E00044658,18.7,81.3
E00044659,13.2,86.8
E00044660,11.3,88.7
E00044661,12,88
E00044662,15.9,84.1
E00044663,16.3,83.7
E00044664,18.9,81.1
E00044665,15.9,84.1
E00044666,17.7,82.3
E00044668,13.7,86.3
E00044669,19.4,80.6
E00044670,29.6,70.4
E00044671,16.9,83.1
E00044672,22.4,77.6
E00044673,14.1,85.9
E00044674,21.1,78.9
E00044675,15.2,84.8
E00044676,5.8,94.2
E00044677,18.6,81.4
E00044688,9.1,90.9
E00044689,20.7,79.3
E00044690,22.5,77.5
E00044691,12.6,87.4
E00044692,23.4,76.6
E00044693,10.9,89.1
E00044700,12.5,87.5
E00044703,10.9,89.1
E00044704,16.5,83.5
E00044707,16.2,83.8
E00044708,11.2,88.8
E00044709,10.1,89.9
E00044711,18.3,81.7
E00044713,11.9,88.1
E00044718,16.6,83.4
E00044724,12.2,87.8
E00044725,13.8,86.2
E00044726,10.4,89.6
E00044730,11.8,88.2
E00044731,12.4,87.6
E00044732,14.4,85.6
E00104453,15.2,84.8
E00104454,15.6,84.4
E00104455,24.7,75.3
E00104456,14.2,85.8
E00104457,11.9,88.1
E00104458,20.8,79.2
E00104459,13.4,86.6
E00104460,16.2,83.8
E00104461,19.1,80.9
E00104462,14.3,85.7
E00104466,12.1,87.9
E00104469,14.8,85.2
E00104470,20.8,79.2
E00104471,10.6,89.4
E00104472,22.9,77.1
E00104473,14.8,85.2
E00104474,10.4,89.6
E00104475,15.7,84.3
E00104476,17.5,82.5
E00104477,4.5,95.5
E00104478,17.6,82.4
E00104479,12.2,87.8
E00104480,9.8,90.2
E00104481,18.4,81.6
E00104482,16.9,83.1
E00104483,13,87
E00104485,9.7,90.3
E00104487,5.8,94.2
E00104488,21,79
E00104491,12.8,87.2
E00104492,15.2,84.8
E00104493,13.6,86.4
E00104494,15.9,84.1
E00104496,13.8,86.2
E00104497,17.2,82.8
E00104499,22,78
E00104501,13.7,86.3
E00104502,9.7,90.3
E00104505,12.9,87.1
E00104506,19.5,80.5
E00104508,18.8,81.2
E00104521,5.5,94.5
E00104552,15.7,84.3
E00104553,15.4,84.6
E00104554,15.7,84.3
E00104555,16.6,83.4
E00104556,15.1,84.9
E00104557,15.3,84.7
E00104558,19.7,80.3
E00104559,13.4,86.6
E00104560,19.6,80.4
E00104561,16.9,83.1
E00104562,17.5,82.5
E00104563,18.2,81.8
E00104564,23.2,76.8
E00104566,23.1,76.9
E00104567,18.1,81.9
E00104568,19.7,80.3
E00104569,14.6,85.4
E00104570,15.1,84.9
E00104573,12.3,87.7
E00104574,15.9,84.1
E00104575,10.3,89.7
E00104946,16.2,83.8
E00104947,19.7,80.3
E00104948,21.7,78.3
E00104949,21.9,78.1
E00104950,14.2,85.8
E00104951,12.2,87.8
E00104952,20.8,79.2
E00104953,15.7,84.3
E00104954,11.9,88.1
E00104955,8.8,91.2
E00104956,17.1,82.9
E00104957,11.6,88.4
E00104991,27.5,72.5
E00104992,8.7,91.3
E00104993,15.4,84.6
E00104994,12,88
E00104995,10.4,89.6
E00104996,18,82
E00104997,10.1,89.9
E00104998,14.2,85.8
E00104999,15.2,84.8
E00105000,16.9,83.1
E00105001,22.4,77.6
E00105002,18.7,81.3
E00105003,8.3,91.7
E00105004,11.6,88.4
E00105005,17.4,82.6
E00105006,12.8,87.2
E00105007,25.3,74.7
E00105008,16.3,83.7
E00105009,40.2,59.8
E00105054,50.1,49.9
E00105082,32.5,67.5
E00105086,18,82
E00105094,7.4,92.6
E00105129,13.5,86.5
E00105130,8,92
E00105131,16.8,83.2
E00105132,10.8,89.2
E00105133,12.4,87.6
E00105134,11.5,88.5
E00105135,20.7,79.3
E00105136,19.6,80.4
E00105137,17.6,82.4
E00105138,16.7,83.3
E00105139,11.6,88.4
E00105140,19,81
E00105141,16.1,83.9
E00105142,21.4,78.6
E00105143,19,81
E00105144,18,82
E00105145,19.4,80.6
E00105146,18.4,81.6
E00105147,20.9,79.1
E00105148,20.4,79.6
E00105149,16.9,83.1
E00105150,18,82
E00105151,17.5,82.5
E00105152,15.8,84.2
E00105153,24.1,75.9
E00105154,35.9,64.1
E00105155,65.7,34.3
