areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00044242,96.2,0,3.8
E00044243,97.9,0.9,1.3
E00044244,91.8,1.7,6.5
E00044245,97.5,0.8,1.7
E00044246,98.8,0,1.2
E00044247,97.1,1.2,1.7
E00044248,99.2,0,0.8
E00044249,98.6,0,1.4
E00044250,98.5,0.4,1.1
E00044251,99.2,0,0.8
E00044252,97.7,1,1.3
E00044253,99.2,0,0.8
E00044254,98.3,1.3,0.4
E00044256,95.8,0.3,3.9
E00044257,95.8,1.5,2.7
E00044259,90.5,3.2,6.4
E00044260,99,0,1
E00044261,97.3,1.4,1.4
E00044262,94,1,5
E00044263,99.2,0.8,0
E00044264,98.9,0,1.1
E00044265,97.5,0,2.5
E00044266,95.9,0,4.1
E00044267,100,0,0
E00044268,99.1,0.2,0.7
E00044269,98.1,0.4,1.5
E00044270,98,1.6,0.4
E00044271,97.8,0,2.2
E00044272,97.1,1.3,1.6
E00044273,99.6,0.4,0
E00044275,99.8,0,0.2
E00044276,98.8,0,1.2
E00044278,96.5,0,3.5
E00044279,98.6,1.4,0
E00044281,98.2,0,1.8
E00044385,99.4,0,0.6
E00044386,99.7,0,0.3
E00044387,98.2,0.4,1.4
E00044388,98.4,0.4,1.2
E00044389,97.9,0.4,1.7
E00044390,96.8,0,3.2
E00044391,94.2,2.1,3.8
E00044392,99.6,0,0.4
E00044393,99.2,0,0.8
E00044394,98.5,0,1.5
E00044395,99.6,0,0.4
E00044396,98.6,0,1.4
E00044397,99.7,0.3,0
E00044398,98.6,1,0.5
E00044399,98.8,0.4,0.8
E00044401,97.1,0,2.9
E00044403,98.3,0,1.7
E00044404,97.9,0.8,1.3
E00044405,100,0,0
E00044406,100,0,0
E00044407,99.4,0,0.6
E00044408,98.7,0,1.3
E00044409,100,0,0
E00044410,99.2,0.4,0.4
E00044411,99.3,0.4,0.4
E00044412,98.5,0.5,1
E00044413,98.2,0,1.8
E00044414,96.5,0.5,3
E00044415,100,0,0
E00044416,100,0,0
E00044417,99,0,1
E00044419,95.2,0,4.8
E00044420,97.4,0,2.6
E00044421,97.9,0,2.1
E00044422,98.2,1,0.8
E00044423,97.1,0.8,2.1
E00044424,97.4,0,2.6
E00044425,99.3,0,0.7
E00044426,99.7,0,0.3
E00044427,98.6,0,1.4
E00044428,95.6,2.5,1.9
E00044429,97.3,0,2.7
E00044430,99,0.5,0.5
E00044431,98.4,0.3,1.3
E00044432,94.4,2,3.5
E00044433,99.3,0,0.7
E00044434,98.1,0,1.9
E00044435,98.9,0,1.1
E00044437,95.3,1.7,3
E00044438,98.6,0,1.4
E00044439,99.6,0.4,0
E00044440,97.9,0,2.1
E00044441,100,0,0
E00044442,99.6,0,0.4
E00044443,99.6,0,0.4
E00044444,100,0,0
E00044445,98.4,0.6,1
E00044446,98.4,0,1.6
E00044447,99.6,0,0.4
E00044448,100,0,0
E00044449,100,0,0
E00044451,98.1,0,1.9
E00044452,99.6,0,0.4
E00044454,98.2,0.3,1.5
E00044455,99,0.3,0.7
E00044457,100,0,0
E00044458,98.3,0,1.7
E00044460,99.2,0.3,0.5
E00044461,98.4,0.5,1.1
E00044497,98.6,0.3,1.1
E00044505,97.7,0.4,1.9
E00044508,99.7,0,0.3
E00044509,100,0,0
E00044510,100,0,0
E00044512,98.5,0,1.5
E00044513,99.4,0.6,0
E00044514,97.9,0,2.1
E00044515,99,0,1
E00044542,98,0,2
E00044543,97.5,0.4,2.1
E00044544,99.3,0,0.7
E00044545,98.1,0,1.9
E00044546,97.9,1,1
E00044547,96.7,2.2,1.1
E00044548,97.9,2.1,0
E00044549,99.6,0,0.4
E00044550,99.2,0,0.8
E00044551,97.7,0,2.3
E00044552,99.3,0,0.7
E00044553,98.1,0,1.9
E00044554,99.4,0,0.6
E00044555,95.5,0,4.5
E00044556,98.4,0,1.6
E00044557,99.6,0,0.4
E00044558,99.6,0,0.4
E00044563,99.4,0,0.6
E00044565,97.8,1.6,0.6
E00044568,99.3,0.4,0.4
E00044569,94.1,0.3,5.6
E00044570,99.6,0,0.4
E00044571,99.6,0.4,0
E00044572,100,0,0
E00044573,97.7,0.8,1.5
E00044574,99.5,0,0.5
E00044575,98.3,0.4,1.3
E00044576,97.3,0.8,1.9
E00044577,99.6,0,0.4
E00044649,99.3,0,0.7
E00044650,98.5,0.6,0.9
E00044651,97.1,0,2.9
E00044652,99.2,0,0.8
E00044653,99,0.3,0.7
E00044655,99.6,0,0.4
E00044656,99,0.3,0.6
E00044657,96.6,1,2.4
E00044658,100,0,0
E00044659,97.5,0,2.5
E00044660,98.5,0,1.5
E00044661,98.7,0,1.3
E00044662,98.8,0,1.2
E00044663,96.3,0.4,3.3
E00044664,98.9,0,1.1
E00044665,98.9,0.3,0.8
E00044666,98.8,0.8,0.4
E00044668,98.6,0.7,0.7
E00044669,98.9,0.4,0.7
E00044670,99.6,0,0.4
E00044671,100,0,0
E00044672,98.5,0,1.5
E00044673,99.6,0,0.4
E00044674,96.3,0.4,3.3
E00044675,97.5,1.1,1.5
E00044676,100,0,0
E00044677,97.9,0,2.1
E00044688,97.9,0.4,1.7
E00044689,96.6,0.3,3.1
E00044690,97.8,1,1.3
E00044691,99.2,0,0.8
E00044692,99.3,0,0.7
E00044693,96.4,0.7,2.9
E00044700,97.4,2.2,0.4
E00044703,96.6,0.9,2.6
E00044704,99.6,0.4,0
E00044707,99.7,0.3,0
E00044708,96.1,1.5,2.3
E00044709,98.5,0,1.5
E00044711,99.6,0,0.4
E00044713,100,0,0
E00044718,98.7,0.6,0.6
E00044724,95.5,2.2,2.2
E00044725,97.4,0,2.6
E00044726,98.2,0.4,1.4
E00044730,97.3,0,2.7
E00044731,96.3,2.5,1.2
E00044732,96.9,0.2,2.8
E00104453,97.1,1.4,1.4
E00104454,99,0.3,0.6
E00104455,97.3,1.5,1.2
E00104456,97.5,1.8,0.7
E00104457,100,0,0
E00104458,97.6,0.4,2
E00104459,98.4,0,1.6
E00104460,99.7,0,0.3
E00104461,99.4,0.3,0.3
E00104462,95,0.8,4.2
E00104466,90.1,1.8,8.1
E00104469,91.1,1.9,7
E00104470,97.2,0.4,2.4
E00104471,98.7,0.9,0.4
E00104472,98.6,0.5,0.8
E00104473,93.7,0.4,5.9
E00104474,98,0.4,1.6
E00104475,95.4,0,4.6
E00104476,98.8,0,1.2
E00104477,99.3,0,0.7
E00104478,92.1,0.4,7.5
E00104479,96.2,0.3,3.4
E00104480,99.5,0.5,0
E00104481,95.9,1.4,2.7
E00104482,99.2,0,0.8
E00104483,95,0.5,4.6
E00104485,98.6,0.7,0.7
E00104487,99.6,0,0.4
E00104488,97.9,0,2.1
E00104491,97.1,0.6,2.3
E00104492,98.6,1,0.5
E00104493,97.4,0,2.6
E00104494,97.1,0.7,2.2
E00104496,99.2,0,0.8
E00104497,98.7,1.3,0
E00104499,98.1,0,1.9
E00104501,97.9,0,2.1
E00104502,95.8,0,4.2
E00104505,98.9,0.4,0.8
E00104506,98.2,0.4,1.4
E00104508,96.4,0,3.6
E00104521,96.7,0.6,2.8
E00104552,99.2,0,0.8
E00104553,97.9,0.7,1.4
E00104554,97.9,1.7,0.4
E00104555,98.8,0.2,0.9
E00104556,97.4,0.4,2.2
E00104557,99.3,0.3,0.3
E00104558,98.3,0.3,1.3
E00104559,97.6,1.2,1.2
E00104560,97.8,1.4,0.7
E00104561,99.3,0.4,0.4
E00104562,99.3,0,0.7
E00104563,97.3,0.4,2.3
E00104564,98.5,0.8,0.8
E00104566,97.1,1.1,1.8
E00104567,97.8,0.3,1.9
E00104568,99.7,0,0.3
E00104569,98.1,0,1.9
E00104570,98.2,1.4,0.4
E00104573,97.5,1.8,0.7
E00104574,98.4,1.3,0.3
E00104575,100,0,0
E00104946,94.1,1.2,4.6
E00104947,98.5,0.6,0.9
E00104948,96.9,0.3,2.8
E00104949,98.6,1.1,0.4
E00104950,95.3,0,4.7
E00104951,96.2,1.1,2.7
E00104952,98.7,0.3,1
E00104953,97.5,0,2.5
E00104954,96.6,0,3.4
E00104955,97.3,0.4,2.2
E00104956,99.7,0,0.3
E00104957,99.6,0.4,0
E00104991,81.7,1.9,16.4
E00104992,97.9,1.3,0.8
E00104993,94.6,2.3,3
E00104994,95.1,1.4,3.5
E00104995,98,0.5,1.5
E00104996,94.2,4.1,1.7
E00104997,94.5,1.6,3.9
E00104998,96,2.9,1.1
E00104999,90.7,2.1,7.1
E00105000,98.2,0.7,1.1
E00105001,92.4,1.5,6.1
E00105002,94,0.5,5.5
E00105003,95.4,0,4.6
E00105004,93.5,0.5,6
E00105005,92.1,1.4,6.5
E00105006,93.7,1.9,4.5
E00105007,89.5,2.7,7.8
E00105008,92.7,0.4,6.9
E00105009,70.9,4.6,24.5
E00105054,68.8,3.4,27.9
E00105082,95.9,1.2,2.9
E00105086,94.8,1,4.2
E00105094,99,0,1
E00105129,98,0.8,1.2
E00105130,96.3,0.8,2.9
E00105131,94.3,1.4,4.3
E00105132,96.3,0,3.7
E00105133,96.7,2.9,0.4
E00105134,95.3,0.3,4.4
E00105135,89,0.4,10.5
E00105136,98.9,0.4,0.7
E00105137,97.5,0,2.5
E00105138,98.1,0,1.9
E00105139,98.7,0.7,0.7
E00105140,95.9,0.6,3.5
E00105141,92.7,0.4,6.9
E00105142,94.7,1.8,3.5
E00105143,94.7,2.3,3
E00105144,90.1,5.3,4.6
E00105145,90.2,1.4,8.4
E00105146,90.9,3.7,5.4
E00105147,93.9,2.5,3.6
E00105148,94.6,1.2,4.3
E00105149,95.7,0.7,3.6
E00105150,93,1.6,5.3
E00105151,91.4,3.6,5
E00105152,96.5,0.3,3.1
E00105153,75.2,3.2,21.6
E00105154,82.6,5,12.4
E00105155,79.6,7.1,13.3
E00105156,83,4.2,12.8
E00105157,86.5,3.6,10
E00105162,90.7,2.6,6.7
E00105163,83.8,4.5,11.7
E00105164,85.6,5,9.4
E00105165,83.4,1.7,14.8
E00105166,80.5,5.4,14.1
E00105167,84.4,3.7,11.9
E00105168,89.7,1.2,9.1
E00105169,90.4,2.4,7.2
E00105170,99.3,0.4,0.4
E00105171,98.9,1.1,0
E00105172,98.4,0.3,1.3
E00105173,100,0,0
E00105174,97.7,1.3,1
E00105175,97.9,1.4,0.7
E00105176,98.6,0,1.4
E00105177,96.8,0,3.2
E00105178,97.6,0.8,1.6
E00105179,96.5,0.4,3.1
E00105180,96,2,2
E00105181,95.7,1,3.4
E00105182,97.7,0,2.3
E00105183,76.1,3.2,20.7
E00105184,76,3.5,20.5
E00105186,82.8,5.3,11.9
E00105195,99.3,0,0.7
E00105196,96,1.6,2.4
E00105197,93.5,1.7,4.8
E00105199,98.4,0.4,1.2
E00105202,96.2,0,3.8
E00105203,96.9,0.3,2.8
E00105204,98.2,0,1.8
E00105205,98.2,0.4,1.5
E00105319,97.5,0,2.5
E00105320,98.9,0,1.1
E00105321,98.2,0.7,1.1
E00105324,98.2,0,1.8
E00105325,97.4,0.9,1.7
E00105328,97.6,0.5,1.9
E00105342,97.3,0.7,2
E00105343,97.1,0,2.9
E00105344,99.3,0,0.7
E00105422,99.4,0,0.6
E00165666,97.8,1.9,0.2
E00170207,98.8,0.2,0.9
E00170208,96.5,1,2.4
E00170209,99.4,0,0.6
E00170215,98.6,0.3,1
E00170216,99,0,1
E00170217,97.8,0.3,1.9
E00170221,98,1,1
E00170228,99.2,0,0.8
E00170239,99.7,0.3,0
E00170240,98.7,0.2,1.2
E00170241,99.1,0,0.9
E00170245,99.4,0,0.6
E00170248,94.3,1.1,4.6
E00171797,88.3,2.2,9.5
E00171799,76.3,9.6,14.1
E00171834,32.6,1.9,65.5
E00171848,97.9,0.9,1.2
E00171850,98.3,0,1.7
E00182865,99.7,0,0.3
E00182867,95.9,0.7,3.4
E00182869,98.8,0.6,0.6
E00182870,100,0,0
E00182874,98.5,0.8,0.8
E00182875,98.3,1.2,0.6
E00182878,98.8,0.5,0.7
E00182880,98.2,0.9,0.9
E00182881,97.6,0.4,2
E00182884,94.6,0.4,5
E00182890,96.3,1,2.7
E00182904,98.2,0.9,0.9
E00182905,97.7,2.3,0
E00182906,98.5,0,1.5
E00182908,96.9,1,2.1
E00182910,99.6,0.4,0
E00182920,98.6,0,1.4
E00182923,99.1,0,0.9
E00182924,98.5,0,1.5
E00182925,100,0,0
E00183224,86.9,3.9,9.2
E00183228,84.8,4.1,11.1
E00183257,93.2,3.2,3.6
E00183266,97.3,1.9,0.8
E00183268,87.6,2.6,9.8
E00183299,91.5,1.2,7.3
E00183315,79.9,6.4,13.7
