geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00123490,12.8,75.2,12
E00123491,6.6,74.7,18.7
E00123492,8.3,81.4,10.3
E00123493,11.7,70.9,17.5
E00123494,8.9,75,16.1
E00123495,6.1,85.7,8.2
E00123496,8,80.5,11.5
E00123497,11.7,62.8,25.5
E00123498,6.6,61.2,32.2
E00123499,9.5,82.9,7.6
E00123500,7.1,80.5,12.4
E00123501,12.9,77.4,9.7
E00123502,14.1,75.8,10.2
E00123503,3.1,85.9,10.9
E00123504,10.9,77.5,11.6
E00123505,4.5,70.3,25.2
E00123506,13.5,73.1,13.5
E00123507,10.9,71.7,17.4
E00123508,5.9,80,14.1
E00123509,2.9,85.4,11.7
E00123510,6.1,77.2,16.7
E00123511,6.6,76,17.4
E00123512,10.7,72.8,16.5
E00123513,12.3,69.1,18.5
E00123514,14.2,62.3,23.6
E00123515,7,79.1,14
E00123516,10.1,71.5,18.4
E00123517,10.6,76.6,12.8
E00123518,10.4,73.9,15.7
E00123519,7.3,82.9,9.8
E00123520,14.9,71.1,14
E00123521,7.4,74.7,17.9
E00123522,9.2,71,19.8
E00123523,10.3,71.3,18.4
E00123524,12.4,74.4,13.2
E00123525,9.5,78.6,11.9
E00123526,8.7,80,11.3
E00123528,13.8,72.4,13.8
E00123529,15.4,66.2,18.5
E00123544,8.8,70,21.2
E00123545,12.2,73.3,14.4
E00123546,7.6,82.6,9.8
E00123547,15.6,68.8,15.6
E00123589,13.6,76.7,9.7
E00123590,19,62.9,18.1
E00123591,13.5,66.3,20.2
E00123596,14.4,67.8,17.8
E00123597,11.2,73.5,15.3
E00123598,15.5,71.4,13.1
E00123599,25,51.6,23.4
E00123600,7.2,65.2,27.5
E00123601,12.2,77,10.8
E00123602,15.1,63,21.9
E00123603,9.4,75.5,15.1
E00123604,15.2,60.6,24.2
E00123605,16.5,61.2,22.4
E00123606,17.9,64.2,17.9
E00123608,11.3,75.3,13.4
E00123609,16.5,62.6,20.9
E00123611,10.6,68.1,21.3
E00123612,14,64,22.1
E00123613,19.8,63.4,16.8
E00123614,8.7,73.9,17.4
E00123617,16.3,67.4,16.3
E00123618,6.6,73,20.4
E00123619,11.8,65.6,22.6
E00123620,15.4,70.7,13.8
E00123621,6.1,76.7,17.2
E00123622,20.7,54.9,24.4
E00123623,12.2,60,27.8
E00123624,22.7,63.9,13.4
E00123625,8.1,66.2,25.7
E00123626,14.2,68.1,17.7
E00123627,20.8,61,18.2
E00123628,12.1,75.8,12.1
E00123630,9.6,55.3,35.1
E00123632,13.9,54.2,31.9
E00123633,14.1,62.8,23.1
E00123634,15.3,69.5,15.3
E00123635,9.1,81.1,9.7
E00123663,12.6,47.4,40
E00123664,6.6,75,18.4
E00123665,11.1,70.8,18.1
E00123667,10.6,65.9,23.6
E00123678,17.8,65.3,16.8
E00123679,12.1,71.7,16.2
E00123681,11.2,71.8,17.1
E00123682,12.6,64.9,22.4
E00123694,13.7,79.4,6.9
E00123695,10.3,70.9,18.8
E00123696,10,60,30
E00123715,17,58,25
E00123716,7.7,56.7,35.6
E00123721,15.4,65.4,19.2
E00123722,10.2,72.3,17.5
E00123723,13.7,66.3,20
E00123724,23.4,42.2,34.4
E00123726,7.4,60.3,32.2
E00123727,15.9,70.5,13.6
E00123730,15.4,69.2,15.4
E00123731,16.4,59.4,24.2
E00123733,28.6,53.2,18.2
E00123735,18.6,49,32.4
E00123737,8.6,77.3,14.1
E00123738,9.6,67.1,23.3
E00123739,8.4,76.2,15.4
E00123740,10,79.4,10.6
E00123741,8.1,80.8,11.1
E00123742,14.3,74.4,11.3
E00123743,9.7,66,24.3
E00123779,10.7,78.6,10.7
E00123781,14.4,71.2,14.4
E00123784,11.7,77.7,10.6
E00123794,7.1,79.8,13.1
E00123797,17.6,71.6,10.8
E00123798,9.3,77.8,13
E00123801,8.1,68.4,23.5
E00123802,9.6,69,21.4
E00123803,11.3,74.2,14.5
E00123809,10.6,72.7,16.7
E00123810,11.3,54.7,34
E00123812,14.8,44.4,40.7
E00123813,4.6,68.5,26.9
E00123814,9.1,70.2,20.7
E00123815,11.7,60.6,27.7
E00123816,6.5,65.2,28.3
E00123817,9,59,32
E00123819,9.5,54.7,35.8
E00123821,19.7,42.5,37.8
E00123822,11.3,57.5,31.1
E00123824,12.2,57.4,30.4
E00123825,8.3,58.3,33.3
E00123826,13,47,40
E00123827,7.4,55.8,36.8
E00123828,7.5,77.6,14.9
