geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00094916,11.4,83.2,5.4
E00094917,17.1,65.1,17.8
E00094918,7.8,77.6,14.6
E00094919,6.5,85.5,8.1
E00094920,7,80.5,12.4
E00094921,6.6,86.9,6.6
E00094922,18.4,73.4,8.2
E00094923,31,52,17
E00094924,23.9,66.4,9.7
E00094925,44,40.2,15.8
E00094926,27.9,53.6,18.6
E00094927,26.6,51,22.4
E00094928,15,75.7,9.3
E00094929,40.3,43.9,15.8
E00094930,41.6,43.8,14.6
E00094932,34.6,45.6,19.9
E00094933,14.3,67.3,18.4
E00094934,23.1,56.7,20.2
E00094935,16,70.4,13.6
E00094936,17.8,72.3,9.9
E00094937,22.1,67.1,10.7
E00094938,12.7,76.2,11.1
E00094939,12.7,77.5,9.8
E00094940,14.3,53.9,31.8
E00094941,13.7,63.7,22.5
E00094942,11.1,77.1,11.8
E00094943,15.7,67.1,17.1
E00094944,14.5,75.9,9.6
E00094945,21.4,59.5,19
E00094946,6.5,78.3,15.2
E00094947,24.3,62.2,13.5
E00094948,16,61,23
E00094950,2.8,88.7,8.5
E00094951,13.9,75.4,10.7
E00094952,9.8,70.5,19.7
E00094953,7.1,77.8,15.2
E00094954,7.9,76.2,15.8
E00094955,16.2,58.1,25.7
E00094956,11.1,78.8,10.1
E00094958,13.2,68.2,18.6
E00094959,17.7,72.6,9.7
E00094960,20.1,70.1,9.7
E00094961,12.9,74.2,12.9
E00094962,13.6,68.8,17.6
E00094963,12.4,77.5,10.1
E00094964,17.7,67.1,15.2
E00094966,8.7,73.8,17.5
E00094967,12,77.2,10.9
E00094968,11.5,76.1,12.4
E00094969,8.9,79.2,11.9
E00094970,12.9,77.4,9.7
E00094971,20.7,60.9,18.4
E00094972,16.1,62.4,21.5
E00094973,14,74.4,11.6
E00094974,7.4,75.9,16.7
E00094975,7.4,83,9.6
E00094977,11.1,71.3,17.6
E00094984,28.8,63.5,7.7
E00094985,8.8,73.6,17.6
E00094986,4.1,91.2,4.8
E00094987,6.7,85.2,8.1
E00094988,5.9,84.1,10
E00094989,7.4,80.9,11.7
E00094990,3.8,78.6,17.6
E00094991,8.3,76.1,15.6
E00094992,3.4,87.9,8.7
E00094993,12.8,75.8,11.4
E00094994,9.8,80.5,9.8
E00094995,8.9,80.6,10.5
E00094996,15.2,75,9.8
E00094997,5.3,87.5,7.2
E00094998,15.8,69.8,14.4
E00094999,11.3,75.2,13.5
E00095000,6.6,76.8,16.6
E00095001,10.3,72.9,16.8
E00095002,8.5,81,10.5
E00095003,14.4,68.6,16.9
E00095004,12.4,63.7,23.9
E00095005,13.6,71.8,14.5
E00095006,6.8,76.7,16.4
E00095007,5.6,78.2,16.1
E00095008,12.5,72.2,15.3
E00095009,17.3,70.5,12.2
E00095010,10.7,72.6,16.7
E00095011,9.7,84.5,5.8
E00095013,13.1,75,11.9
E00095014,4,75.8,20.2
E00095015,7.1,78.8,14.1
E00095016,12.2,73.3,14.5
E00095017,16.8,72.3,10.9
E00095018,7.6,70.2,22.1
E00095019,5,81.7,13.3
E00095020,14.4,62.5,23.1
E00095021,12.1,62.1,25.8
E00095022,6.3,77.2,16.5
E00095024,14.3,73.1,12.6
E00095025,10,80.9,9.1
E00095026,13.6,73.8,12.6
E00095027,18,66,16
E00095028,7.1,86.5,6.4
E00095029,14.3,70.3,15.4
E00095030,12.6,68.4,18.9
E00095031,10.3,80.9,8.8
E00095032,3.9,80.5,15.6
E00095033,5.9,66.3,27.7
E00095034,11.9,75.5,12.6
E00095035,17.5,59.6,22.8
E00095036,11.8,76.3,11.8
E00095037,13.2,69.4,17.4
E00095038,11,80.3,8.7
E00095039,10.3,74.1,15.5
E00095040,0,94.1,5.9
E00095041,18.6,62.9,18.6
E00095042,12.5,75,12.5
E00095043,17,68.1,14.9
E00095044,12.8,80,7.2
E00095045,13.9,69.6,16.5
E00095046,6.4,82.6,11
E00095047,8.7,65.2,26.1
E00095048,12.6,67.2,20.2
E00095049,16.5,68,15.5
E00095050,14.6,77.2,8.1
E00095051,10.3,75.9,13.8
E00095052,7.5,72.5,20
E00095053,10.1,78.4,11.5
E00095054,10.2,71.7,18.1
E00095055,6.1,81.6,12.3
E00095056,15.5,73.6,10.8
E00095057,6.1,79.6,14.3
E00095058,6.5,83.7,9.8
E00095059,4.1,92.6,3.3
E00095060,6.5,66.2,27.3
E00095061,5.4,79.3,15.3
E00095062,5.4,83.8,10.8
E00095063,7.1,66.9,26
E00095064,9.7,75.8,14.5
E00095065,11.2,81.3,7.5
E00095066,10.9,77.7,11.4
E00095067,14.8,75.8,9.4
E00095080,17.8,54,28.2
E00095081,24.6,58.5,16.9
E00095082,31.2,55.3,13.5
E00095084,21.3,55,23.8
E00095085,11.9,83.5,4.6
E00095086,13.8,61.8,24.3
E00095087,29.9,46.3,23.8
E00095088,28.4,57.4,14.2
E00095089,25.8,57.3,16.9
E00095090,16.7,64.7,18.6
E00095091,31.2,50.6,18.2
E00095092,11.3,64.8,23.9
E00095093,35.5,40.9,23.6
E00095094,26.4,49.4,24.1
E00095095,14,65.8,20.2
E00095096,34.2,48,17.8
E00095097,17,57.5,25.5
E00095098,10.3,68.1,21.6
E00095099,22.2,57.1,20.6
E00095100,23.1,62,14.9
E00095101,24,53.1,22.9
E00095102,22.3,62,15.7
E00095103,10.4,63.7,25.9
E00095104,16.9,63.8,19.4
E00095105,11,79.3,9.8
E00095106,26.5,49.7,23.8
E00095107,19.7,52.8,27.5
E00095108,29.3,51.5,19.2
E00095109,25.4,59.7,14.9
E00095110,26.8,54.7,18.4
E00095111,42.9,37.3,19.7
E00095112,32,51.4,16.7
E00095113,31.4,49.6,19
E00095114,35.1,43.3,21.6
E00095115,13.3,47.5,39.2
E00095116,16.1,66.1,17.9
E00095117,14.4,53,32.6
E00095118,34.3,42.1,23.6
E00095119,17.1,55,27.9
E00095120,18.3,74.4,7.3
E00095121,8,58.7,33.3
E00095145,20.3,71,8.7
E00095149,16.7,70.8,12.5
E00095150,7,73.9,19.1
E00095151,3.7,76.1,20.2
E00095152,6.5,76.4,17.1
E00095158,9,87.6,3.4
E00095159,2.9,89.5,7.6
E00095160,11.4,73.3,15.2
E00095161,7.7,80.2,12.1
E00095162,9.2,81.5,9.2
E00095163,11.4,80,8.6
E00095164,12.8,78.7,8.5
E00095165,12.4,77.3,10.3
E00095166,6.3,86.1,7.6
E00095167,5,85,10
E00095168,15.4,70.8,13.8
E00095170,7.6,72.9,19.5
E00095186,13.1,63.6,23.4
E00095187,17.2,58.6,24.2
E00095188,13.4,62.7,23.9
E00095189,16.1,65.6,18.3
E00095190,12.7,71.8,15.5
E00095192,10.6,67,22.3
E00095193,11.7,66,22.3
E00095194,12.6,70.5,16.8
E00095195,7.6,74.5,17.8
E00095196,11.1,52.8,36.1
E00095197,4.1,77.8,18.1
E00095198,13.7,63.2,23.1
E00095200,10,82.7,7.3
E00095201,11.2,78.4,10.3
E00095202,11.1,77.8,11.1
E00095203,3.8,72.8,23.4
E00095204,6.8,82.6,10.6
E00095205,18.9,62.2,18.9
E00095206,5,77.5,17.5
E00095207,5.1,89.2,5.7
E00095208,9.4,69.8,20.8
E00095209,17.8,72,10.3
E00095210,14.1,73.7,12.1
E00095211,9.1,68.7,22.2
E00095212,10.8,66.3,22.9
E00095213,6.8,62.5,30.7
E00095214,11.2,77.5,11.2
E00095215,14.7,63.3,22
E00095216,14,63.2,22.8
E00095218,20.5,68,11.5
E00095219,4.9,81.3,13.8
E00095220,11.5,64.8,23.8
E00095221,21.2,59.9,19
E00095222,31.4,57.5,11.1
E00095223,8.3,82,9.8
E00095224,10.6,65.2,24.2
E00095225,7.3,73.4,19.3
E00095226,4.2,71.4,24.4
E00095227,10.3,61.7,28
E00095228,11.9,51.4,36.7
E00095229,14.9,59.4,25.7
E00095230,5.8,78.3,15.8
E00095232,11.9,71.1,17
E00095234,8.3,84.7,6.9
E00095235,9.1,81.2,9.7
E00095236,3.2,89.5,7.4
E00095237,8.5,70.3,21.2
E00095238,14.3,80.5,5.2
E00095239,12.7,77.3,10
E00095240,8.1,82.9,9
E00095241,7.6,84,8.4
E00095242,10.6,72.2,17.2
E00095243,12.2,72.7,15.1
E00095244,8.3,74.4,17.3
E00095245,1.2,79,19.8
E00095246,13.7,61.8,24.5
E00095247,7.5,76.7,15.8
E00095248,11.8,71.4,16.8
E00095249,10.6,73.2,16.3
E00095250,6.8,81.4,11.9
E00095251,8,74.3,17.7
E00095252,8.8,83.3,7.9
E00095253,12.1,62.4,25.5
E00095254,7.3,80.5,12.2
E00095255,13.1,66.7,20.2
E00095256,13,65.6,21.4
E00095257,17.6,55.6,26.8
E00095259,5.6,79.4,15.1
E00095260,14.4,56.3,29.3
E00095261,15.8,61.1,23.2
E00095262,5.4,85.3,9.3
E00095263,10.9,76.6,12.5
E00095264,16.4,71.8,11.8
E00095265,12.3,73.3,14.4
E00095266,12.3,58.2,29.5
E00095267,8,68.8,23.3
E00095269,17.7,58.1,24.2
E00095270,8.7,68.7,22.6
E00095271,14.3,70.3,15.4
E00095272,8.8,72.3,19
E00095273,10.6,67.1,22.4
E00095274,10.4,61.7,27.8
E00095275,11.9,54.8,33.3
E00095276,13.9,72.2,13.9
E00095277,14.3,68.4,17.3
E00095278,10.7,73.2,16.1
E00095279,16.1,55.2,28.7
E00095280,16.5,71.4,12
E00095281,9.6,76.3,14
E00095282,12.9,68.8,18.3
E00095283,8.5,60.5,31
E00095284,21,66,13
E00095285,9.4,77.8,12.8
E00095286,15.2,49.5,35.4
E00095287,6.8,48.6,44.6
E00095288,9.4,82.4,8.2
E00095289,8.4,65.8,25.8
E00095290,5.1,71.2,23.7
E00095291,14.6,72.8,12.6
E00095292,8.5,73.3,18.2
E00095293,8.7,77,14.3
E00095294,10.2,82,7.8
E00095295,10.8,72.3,16.9
E00095296,10.2,50.9,38.9
E00095297,8.5,75.5,16
E00095298,11.4,62.9,25.7
E00095299,17.9,61,21.1
E00095300,9.8,82.1,8
E00095301,9.2,63.3,27.5
E00095302,4.8,82.5,12.7
E00095303,7.8,80.2,12.1
E00095304,10.2,75,14.8
E00095305,7.9,81.4,10.7
E00095306,2.6,59.2,38.2
E00095307,10.9,75.5,13.6
E00095308,11.1,75.8,13.1
E00095309,4.8,81.7,13.5
E00095310,7.7,70,22.3
E00095311,6.6,60.3,33.1
E00095312,2.9,60.2,36.9
E00095313,3.9,79.9,16.2
E00095314,11.5,59,29.5
E00095315,9.2,63,27.7
E00095316,7.7,68.5,23.8
E00095317,9.4,66.4,24.2
E00095318,11.3,59.8,28.9
E00095319,12.9,60.4,26.6
E00095320,3.8,60.3,35.9
E00095321,9.8,59.8,30.4
E00095322,13,76.1,10.9
E00095323,6.8,80.3,12.9
E00095324,16.8,71.4,11.8
E00095325,3.9,86.7,9.4
E00095326,13.6,73.9,12.5
E00095327,5.5,81.4,13.1
E00095328,7.8,77.4,14.8
E00095329,14.2,76.1,9.7
E00095330,10.9,80.3,8.8
E00095331,11.9,80.4,7.7
E00095332,6.7,79.9,13.4
E00095333,11.6,73.9,14.5
E00095334,15.1,78.9,5.9
E00095335,8.5,87.7,3.8
E00095336,3.8,84.2,12
E00095337,13.3,67.3,19.3
E00095338,11.3,82.5,6.2
E00095339,12.7,68.3,19
E00095340,15.3,76.4,8.3
E00095341,10.1,77.7,12.2
E00095342,12,72.8,15.2
E00095343,7.4,81,11.6
E00095344,11.2,73.6,15.2
E00095345,9.4,73.5,17.1
E00095346,8.1,60.2,31.7
E00095347,12.8,75.6,11.6
E00095348,11,78,11
E00095349,14,71,15
E00095350,24.1,63.9,12
E00095351,17.9,70.2,11.9
E00095352,17.3,67.3,15.5
E00095353,24.7,67.9,7.4
E00095354,11.3,67.5,21.3
E00095355,18.9,63.3,17.8
E00095356,10.6,81.9,7.4
E00095357,10.3,75.7,14
E00095358,13.6,74.6,11.9
E00095359,2.3,88.3,9.4
E00095360,14.3,73.7,12
E00095361,11.3,76.8,11.9
E00095362,17.1,75.6,7.3
E00095363,12.4,72.4,15.3
E00095364,38.9,44.4,16.7
E00095365,8.3,63.9,27.8
E00095366,11,72.5,16.5
E00095368,12.4,60.8,26.8
E00095370,9.5,69,21.6
E00095371,9.9,79.3,10.8
E00095372,18.3,59.8,22
E00095373,19.7,64.8,15.5
E00095374,14.1,59,26.9
