geography_code,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00011984,30.6,29.9,29.1,9.7,0.7
E00011989,27.9,34.9,27.9,6.2,3.1
E00011990,25,36.2,27.6,11.2,0
E00011992,35,30.1,20.3,12.6,2.1
E00012000,7.3,11.8,57.3,19.1,4.5
E00012011,13.4,28,45.7,9.8,3
E00012012,16.2,29.7,44.6,8.8,0.7
E00012013,34.2,32.5,25.4,7,0.9
E00012015,18.6,38.1,34.5,6.2,2.7
E00012016,30.3,30.9,33.9,3.6,1.2
E00012017,35.4,18.8,39.6,4.9,1.4
E00012018,21.8,27.9,31.5,16.4,2.4
E00012019,36.8,32.6,21.5,6.9,2.1
E00012020,22.8,23.5,44.9,6.6,2.2
E00012021,30.7,34.6,27.6,6.3,0.8
E00012023,16,30.2,32,18.9,3
E00012024,17.2,35.9,30.3,15.2,1.4
E00012025,13.3,24.8,45.1,13.3,3.5
E00012026,47.3,30.5,17.6,4.6,0
E00012027,51.5,25.4,19.2,2.3,1.5
E00012028,16.7,30,40,10.8,2.5
E00012029,15.5,40.3,29.5,13.2,1.6
E00012030,16.2,29.1,41.9,9.4,3.4
E00012031,2.8,17.6,68.3,11.3,0
E00012032,6.5,17.7,56.5,17.7,1.6
E00012033,15,33.1,37,11,3.9
E00012034,21,42,29,8,0
E00012035,20.5,40.2,27.7,9.8,1.8
E00012036,15.9,25.4,34.8,17.4,6.5
E00012037,22.5,34.2,31.7,9.2,2.5
E00012038,16.3,24.8,42.6,11.6,4.7
E00012039,17.9,26.9,42.5,11.2,1.5
E00012040,11.6,29.5,38.4,13.4,7.1
E00012041,18.7,25.2,41.1,14,0.9
E00012042,24.2,23.4,36.7,12.5,3.1
E00012043,20.5,23.5,50,3.8,2.3
E00012090,19.1,30.4,39.1,7.8,3.5
E00012209,34.2,35.8,18.3,10.8,0.8
E00012212,22.3,28.8,37.4,10.1,1.4
