geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00011984,47.4,4.4,48.2
E00011989,61.2,4.7,34.1
E00011990,59.9,3.9,36.2
E00011992,65.1,4.5,30.4
E00012000,54.3,3.8,41.9
E00012011,59.5,4.8,35.7
E00012012,61.2,6.1,32.7
E00012013,60.6,3.2,36.2
E00012015,60.9,0.4,38.7
E00012016,54.7,6.4,38.8
E00012017,63.8,1.9,34.4
E00012018,58.4,6.2,35.4
E00012019,54.5,4,41.5
E00012020,60.8,4.7,34.5
E00012021,62.4,6.6,31
E00012023,62.9,2.6,34.5
E00012024,51.1,6.1,42.8
E00012025,50,8.2,41.8
E00012026,56.1,5.2,38.7
E00012027,56.5,3.4,40.1
E00012028,54.2,7,38.7
E00012029,57.3,4.8,37.9
E00012030,60.5,4.7,34.9
E00012031,53.8,8.9,37.3
E00012032,52.7,8.7,38.5
E00012033,53.8,6.5,39.8
E00012034,58.2,4.6,37.2
E00012035,54.2,3.6,42.2
E00012036,51.8,9.4,38.8
E00012037,62.9,5.2,31.8
E00012038,54.8,8,37.2
E00012039,54.7,7.5,37.7
E00012040,57.2,2.3,40.5
E00012041,50.2,5.1,44.7
E00012042,49,6.9,44.1
E00012043,59.6,3,37.4
E00012090,64.4,2.7,33
E00012209,56.5,3.4,40.1
E00012212,51.3,9.2,39.6
E00012213,57.3,3.2,39.5
E00012214,60.7,7.1,32.2
E00012215,68.3,2.4,29.4
E00012216,63.2,4.1,32.7
E00012217,69.1,4.7,26.2
E00012218,63.6,3.7,32.7
E00012219,54.5,7,38.5
E00012220,63.5,6.3,30.2
E00012221,64.9,3.4,31.7
E00012222,60.1,3.1,36.8
E00012223,63.1,3.7,33.2
E00012224,54.1,2.7,43.1
E00012225,50.7,3,46.3
E00012226,56,5.1,38.8
E00012227,64,5.2,30.8
E00012228,56.1,5.2,38.7
E00012229,53.1,5.1,41.7
E00012230,52,3.6,44.4
E00012231,56.7,7.2,36.1
E00012232,58.9,5.4,35.7
E00012233,60.5,4.7,34.8
E00012234,73.4,2.8,23.8
E00012235,59.4,6.3,34.3
E00012236,61.9,6.2,32
E00012239,65,4.1,30.9
E00012240,64.2,4.8,31.1
E00012241,66.1,4.3,29.6
E00012242,64,2.8,33.1
E00012243,69.3,3.4,27.4
E00012244,63.9,4.2,31.9
E00012252,60.6,3.7,35.7
E00012256,64.5,2.5,33.1
E00012258,61.3,1.8,36.9
E00012259,60.6,2.8,36.6
E00012260,62.1,0,37.9
E00012262,77.8,2.5,19.8
E00012263,59.3,4.3,36.4
E00012266,62.2,0.8,37
E00012267,64.8,2.7,32.4
E00012268,53.4,1.2,45.4
E00012270,52.9,1,46.1
E00012273,56.9,1.6,41.4
E00012274,63.8,2.3,33.9
E00012275,62.1,1.9,36
E00012491,68.2,3.3,28.5
E00012492,68.2,3.2,28.6
E00012494,51.2,2.8,45.9
E00012495,63.9,1.8,34.3
E00012496,60.3,2.2,37.5
E00012497,63.7,7.1,29.2
E00012498,57.4,4,38.7
E00012499,48.1,8.6,43.3
E00012501,61.1,4.2,34.7
E00012502,58.6,4.1,37.2
E00012503,48.9,7.9,43.2
E00012504,63.6,4.2,32.1
E00012505,63.3,1.9,34.8
E00012506,68.1,2.3,29.6
E00012507,67.8,5.4,26.9
E00012508,68.5,2.4,29.2
