geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00011984,26.9,34.5,4.4,29.8,4.4
E00011989,19.2,39.3,3.5,35.5,2.5
E00011990,24.7,42.9,5.8,24.4,2.3
E00011992,24.1,32.6,4.3,33.8,5.2
E00012000,25,40.4,8.2,24.5,1.9
E00012011,24.3,34.8,4.2,34.2,2.4
E00012012,15.3,29.9,0,51.5,3.4
E00012013,18.3,38.5,4.1,32.6,6.4
E00012015,13.2,43,4.7,37.4,1.7
E00012016,17.7,36.9,3.9,38.6,2.8
E00012017,15.6,41.3,4.7,35,3.4
E00012018,25.9,32.8,2,36.8,2.5
E00012019,18.4,44,4.6,30.5,2.6
E00012020,19.2,40.4,7.5,30.6,2.4
E00012021,18.6,40.4,4.7,36,0.3
E00012023,19.6,45.8,2.4,29.2,3
E00012024,24.1,38.3,6,26.9,4.7
E00012025,26.1,41.3,1.4,28,3.2
E00012026,16.5,40.8,5.8,34.6,2.3
E00012027,13.7,36.2,9.2,36.9,4.1
E00012028,25.7,30.6,4.1,35.1,4.5
E00012029,25.7,40.8,5.1,26,2.4
E00012030,25.1,48.2,2.4,22.4,2
E00012031,22.6,36.3,8,27.9,5.3
E00012032,22,40.8,5.4,27.8,4
E00012033,26.1,41.7,2.5,25.4,4.3
E00012034,26.4,39.1,3.8,28,2.7
E00012035,23.6,35.6,4,33.2,3.6
E00012036,21.3,49.2,4.7,21.6,3.3
E00012037,22.8,39.3,3.3,32.7,1.8
E00012038,29.3,40.3,6.5,20.5,3.4
E00012039,25,37.1,5.3,29.5,3
E00012040,23.5,36.6,8,28.6,3.3
E00012041,28.1,38.2,2.8,28.6,2.3
E00012042,26.4,39.4,4.1,28.8,1.4
E00012043,12.1,31.4,5.8,45.4,5.3
E00012090,20.3,33,7.3,37.2,2.3
E00012209,16.8,43.8,3.4,34.2,1.7
E00012212,18.2,40.1,3.7,32.3,5.6
E00012213,18.6,37.6,5.8,34.4,3.5
E00012214,16.6,38.9,4.5,36.2,3.8
E00012215,13.5,38.6,5.6,38.6,3.6
E00012216,17.5,44.8,7.1,27.2,3.4
E00012217,14,38.2,3.7,41.5,2.7
E00012218,17.7,36.7,5.8,38.1,1.7
E00012219,22.6,28,4.6,39.3,5.4
E00012220,14.6,41.7,6.3,35.4,2
E00012221,21.9,35.2,4.8,35.2,3
E00012222,13.9,40.5,5.8,33.6,6.2
E00012223,21,42.7,3.5,30,2.9
E00012224,17.3,41.2,4.6,33.8,3.1
E00012225,21.8,36.9,3.4,32.2,5.7
E00012226,24.1,44.2,4.4,24.5,2.9
E00012227,13.2,37.8,4.5,42,2.4
E00012228,20.4,45.8,2.6,28.9,2.3
E00012229,29.2,31.2,4.3,29.6,5.5
E00012230,20.7,36.8,3.9,35.4,3.2
E00012231,21.2,34.9,5.3,35.8,2.8
E00012232,19.9,33.6,6,36.5,4
E00012233,17.3,37.1,5.4,35,5.1
E00012234,13.8,38.2,4.6,39.2,4.2
E00012235,15.3,37.6,3.8,39,4.3
E00012236,11.1,40.8,6.2,36.7,5.2
E00012239,18.2,41.5,4.5,32.3,3.5
E00012240,14.7,36.5,4.8,43.7,0.3
E00012241,11,40.5,4.4,40.5,3.5
E00012242,14.6,34,6.3,42.5,2.5
E00012243,14.1,38.9,3.4,41.9,1.7
E00012244,12.6,42.8,4.8,36.5,3.3
E00012252,10.2,31.7,3.7,51.1,3.4
E00012256,12.3,36.2,5.3,44,2.1
E00012258,12.7,30.2,3.4,53.7,0
E00012259,10.6,36.4,4.6,45.2,3.2
E00012260,12.9,37.8,5.3,40.7,3.3
E00012262,5.3,34.6,2.5,55.1,2.5
E00012263,8.4,35,4.4,50.9,1.3
E00012266,8.8,32.1,5,49.2,5
E00012267,7.3,32.9,5.4,53.2,1.2
E00012268,12.5,33.1,4,46.4,4
E00012270,12.1,31.3,3.9,51.5,1.3
E00012273,12.7,34.3,5.6,45.1,2.3
E00012274,13.1,38.6,4.2,42.5,1.6
E00012275,14.9,39.9,3.4,40.2,1.5
E00012491,15.4,34.4,5,43.2,2.1
E00012492,4.5,26.9,2.3,64.3,1.9
E00012494,13.5,33.3,4.6,43.6,5
E00012495,13.4,43.7,3.6,36.1,3.2
E00012496,19.2,29.5,5.4,41,4.8
E00012497,12.1,44.3,7.4,32.3,3.9
E00012498,12.3,38.7,7.1,36.8,5.2
E00012499,23.5,45.1,5.3,22.7,3.4
E00012501,12,41.3,6.6,36.7,3.5
E00012502,23.9,35.2,7.2,29.9,3.8
