geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00011984,74.4,20.8,4.8
E00011989,71.8,23.1,5.2
E00011990,73.9,22.6,3.5
E00011992,82.2,13.6,4.3
E00012000,82.1,15.2,2.7
E00012011,70.9,21.8,7.3
E00012012,74.2,21.8,4
E00012013,83.3,15.1,1.6
E00012015,76.4,19.9,3.7
E00012016,84.9,13.9,1.2
E00012017,77.6,19.9,2.4
E00012018,65.7,28.4,5.8
E00012019,75,19.2,5.8
E00012020,76.8,18.6,4.6
E00012021,78.6,18.8,2.7
E00012023,86.7,11.1,2.2
E00012024,74.4,18.7,6.9
E00012025,77.5,19.4,3.1
E00012026,89.2,10.5,0.3
E00012027,86.6,11.6,1.8
E00012028,69,24.9,6.1
E00012029,76.9,17.8,5.3
E00012030,85,13.1,1.8
E00012031,82.5,13.1,4.4
E00012032,77.6,17.9,4.4
E00012033,84.1,13.5,2.4
E00012034,78.1,16.9,5
E00012035,78.3,17,4.6
E00012036,83,13.8,3.2
E00012037,75.7,21.8,2.5
E00012038,75.8,21.2,2.9
E00012039,80.2,17.1,2.7
E00012040,78.3,16.7,5
E00012041,82.1,15.1,2.7
E00012042,74.2,21.4,4.4
E00012043,80.8,18.7,0.5
E00012090,74.3,18.6,7.1
E00012209,85.9,12.7,1.4
E00012212,80.5,16.4,3.1
E00012213,85.2,12.2,2.6
E00012214,80.2,15.5,4.2
E00012215,83.2,14.6,2.2
E00012216,83.8,13.1,3.1
E00012217,80.4,17.6,2
E00012218,84.6,13.5,1.9
E00012219,78.8,17,4.2
E00012220,88.7,9.2,2
E00012221,83.3,13.7,2.9
E00012222,87.3,10.2,2.5
E00012223,85.4,12.4,2.1
E00012224,81.5,15.6,2.9
E00012225,89.1,8.5,2.4
E00012226,79.9,17.2,3
E00012227,79.3,17.5,3.2
E00012228,70.1,22.7,7.2
E00012229,79.6,17.3,3
E00012230,80.7,17.6,1.7
E00012231,74,21.4,4.6
E00012232,69.1,26.3,4.6
E00012233,69.2,26.1,4.7
E00012234,85.9,11.5,2.6
E00012235,72.4,23.2,4.4
E00012236,86.9,11.7,1.5
E00012239,80.7,16.7,2.6
E00012240,83,15.6,1.4
E00012241,86,11.6,2.5
E00012242,84.5,12.1,3.4
E00012243,84.3,13.6,2.1
E00012244,83.7,13,3.3
E00012252,80.3,16.7,3
E00012256,91.4,8.6,0
E00012258,94.4,5.3,0.3
E00012259,93.4,5.8,0.8
E00012260,84.9,13.6,1.6
E00012262,87.9,10.9,1.2
E00012263,90.7,8.5,0.8
E00012266,89.5,8.6,1.8
E00012267,89,10.5,0.5
E00012268,87,9.6,3.4
E00012270,91.4,7.7,0.8
E00012273,89.9,9.2,0.9
E00012274,92.2,7.5,0.3
E00012275,88.1,10,1.8
E00012491,88.5,8.7,2.8
E00012492,84.6,13.9,1.6
E00012494,88.6,9.6,1.7
E00012495,80.9,17.1,2.1
E00012496,86.4,13,0.5
E00012497,88.6,10.9,0.6
E00012498,88.7,9.7,1.6
E00012499,87.3,9.6,3.1
E00012501,83.6,15.4,0.9
E00012502,84.8,11.1,4.1
E00012503,86.6,10,3.4
E00012504,78.3,20.1,1.6
E00012505,84.5,13.1,2.5
E00012506,82.2,16.4,1.4
E00012507,83.2,13.9,2.9
E00012508,88.2,10.6,1.1
E00012509,84.3,14.1,1.6
E00012511,94.2,5.6,0.3
E00012513,93.1,6.4,0.4
E00012514,80.1,18.6,1.4
E00012515,84.2,13.2,2.6
E00012516,72.5,24.4,3.1
E00012517,89.1,8.8,2.1
E00012518,85.4,11.6,3
E00012519,79.8,16.9,3.4
E00012520,84.8,13.2,2
E00012521,76.3,21.8,1.8
E00012524,75.7,21.3,3
E00012525,83.2,14.9,1.9
E00012526,84.2,13.6,2.2
E00012527,82.4,11.8,5.8
E00012528,75.6,18.1,6.3
E00012529,73.8,20.6,5.6
E00012530,78.7,18.2,3.1
E00012531,73.4,23.6,3
E00012532,78,18.2,3.8
E00012533,82.7,14.7,2.6
E00012534,90.2,9.1,0.6
E00012535,86.9,9.8,3.3
E00012537,85.4,9.5,5.1
E00012538,84.2,12,3.8
E00012539,80.9,17.2,2
E00012540,86.5,10.9,2.6
E00012542,69.5,25.3,5.2
E00012543,73.3,21,5.7
E00012544,74.1,20.7,5.2
E00012545,78.8,18,3.1
E00012546,80.3,14.6,5.2
E00012547,82.9,14,3.1
E00012548,75.7,21.7,2.6
E00012549,67.8,25.7,6.4
E00012550,82.8,12.9,4.4
E00012551,67.7,28.8,3.5
E00012552,74.3,22.3,3.4
E00012553,74.3,19.3,6.3
E00012554,78.8,19.8,1.5
E00012555,68.2,22.1,9.7
E00012556,81.5,10.4,8.1
E00012557,81.4,17,1.6
E00012558,78.7,16,5.3
E00012559,72.6,20.4,7
E00012560,82.1,15.7,2.2
E00012561,74.9,22.8,2.3
E00012562,81.8,15,3.2
E00012563,75.7,19,5.3
E00012564,82,17,0.9
E00012565,73.2,23.5,3.3
E00012582,83.6,16.1,0.3
E00012583,84,11.2,4.8
E00012676,68.5,24.2,7.3
E00012677,72.4,25.8,1.8
E00012678,81.2,15.1,3.7
E00012679,79.5,17.6,2.9
E00012680,85.2,14.5,0.3
E00012681,76.9,20.4,2.8
E00012682,79.2,17.9,2.9
E00012683,86,10,4
E00012684,73.6,24.3,2.1
E00012685,83.4,15.1,1.5
E00012686,79.9,15.5,4.6
E00012687,83.5,15,1.5
E00012688,69.8,24.4,5.8
E00012689,87.6,10.7,1.6
E00012690,76.5,19.1,4.3
E00012691,75.4,21.2,3.5
