geography_code,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00011984,88.1,0,11.7,0.2
E00011989,89.5,0,10,0.5
E00011990,91.8,0.3,7.6,0.3
E00011992,94.4,0.5,3.7,1.5
E00012000,94.1,1,5,0
E00012011,90.6,0,7,2.4
E00012012,88,0,9,3
E00012013,96.5,0.8,2.7,0
E00012015,92.2,0,7.4,0.3
E00012016,81.3,2.5,14.8,1.4
E00012017,93.4,0,5.8,0.8
E00012018,89.6,0,8.5,1.8
E00012019,87.9,0.7,11,0.5
E00012020,90.4,0.3,8,1.3
E00012021,84.7,0.8,12.4,2.1
E00012023,88.3,3.5,8.1,0.2
E00012024,89.3,0,10,0.7
E00012025,92.4,0,6.5,1.1
E00012026,90.2,0.3,9.2,0.3
E00012027,92.1,2.9,4.7,0.3
E00012028,81.3,0,14.9,3.9
E00012029,95.6,0,2.3,2.1
E00012030,92.3,0.9,6.5,0.3
E00012031,89.2,1.1,9,0.7
E00012032,86.7,2.3,10.1,0.9
E00012033,85.5,6.2,5,3.3
E00012034,95.7,0.4,3.5,0.4
E00012035,88.9,0,9.9,1.2
E00012036,82.5,7.4,8.9,1.3
E00012037,86.9,0,10.1,3
E00012038,89.9,0.9,7.8,1.4
E00012039,86.7,0.3,11.2,1.8
E00012040,91.5,0.3,8.1,0
E00012041,91.3,0,8.7,0
E00012042,86.9,2.9,9.3,0.9
E00012043,80.4,4.5,13.4,1.8
E00012090,90.8,0.3,8.9,0
E00012209,93.1,0.3,6.6,0
E00012212,89.5,0,10.5,0
E00012213,95,0,5,0
E00012214,86.9,0.5,10.9,1.6
E00012215,87.6,0,11.8,0.6
E00012216,93.1,0,5.7,1.2
E00012217,93.8,0.7,4,1.5
E00012218,94,0.3,5.2,0.5
E00012219,94.7,0,5.3,0
E00012220,90.9,0,8.8,0.3
E00012221,90.3,0,8.2,1.4
E00012222,95,0.6,4.4,0
E00012223,92.4,0.2,7.1,0.2
E00012224,93.2,0.3,5.5,0.9
E00012225,92,0.3,7.5,0.3
E00012226,92.4,0,6.1,1.5
E00012227,92.9,0,5.7,1.4
E00012228,81.9,0.7,14,3.4
E00012229,96.5,0,3.5,0
E00012230,92.5,0,6.6,0.8
E00012231,86,0.2,13.5,0.2
E00012232,87.2,1.1,10.7,0.9
E00012233,88.3,0.3,10.7,0.8
E00012234,92.2,0.3,7.2,0.3
E00012235,90.6,0.2,8,1.2
E00012236,91.9,0.8,6.4,0.8
E00012239,93.8,0.3,5.7,0.3
E00012240,91.1,0.3,8.1,0.6
E00012241,93,0,7,0
E00012242,88.7,1,7.8,2.5
E00012243,94.7,0.5,4.8,0
E00012244,94.1,0.7,4.6,0.5
E00012252,87.8,0.8,11.2,0.3
E00012256,83.2,1.5,15.3,0
E00012258,94.5,0.9,4.3,0.3
E00012259,96.4,0,3,0.5
E00012260,91.4,0,8.3,0.4
E00012262,81.4,0,11.7,6.9
E00012263,92.9,0.5,5.3,1.3
E00012266,96,0,4,0
E00012267,89.8,0,9.4,0.7
E00012268,92.2,0.3,7.1,0.3
E00012270,92.4,0,7.6,0
E00012273,91.8,0.6,7.4,0.3
E00012274,92.3,0.3,5.9,1.6
E00012275,94.8,0,5.2,0
E00012491,85,0,14.3,0.7
E00012492,82.3,0.8,12.9,4.1
E00012494,90.4,0.3,9.3,0
E00012495,95.7,0.6,3.7,0
E00012496,94.1,0,5.9,0
E00012497,93.8,0,5.4,0.8
E00012498,94.5,2.1,2.4,1.1
E00012499,91.8,0.3,6.7,1.2
E00012501,88,0.3,11.4,0.3
E00012502,86.9,0,12.8,0.3
E00012503,94.4,0.8,4.9,0
E00012504,88,1,10.7,0.2
E00012505,91.2,0.4,8.4,0
E00012506,81.7,0,17.3,1
E00012507,86.8,0,12.8,0.3
E00012508,94.9,0,4.8,0.3
E00012509,85.4,0,12.5,2.1
E00012511,94,0,4.4,1.6
E00012513,87.2,0,12.4,0.4
E00012514,84.4,0.7,14.6,0.3
E00012515,90,0.3,8.8,0.9
E00012516,70.4,1.2,24.2,4.2
E00012517,95,0.6,4.4,0
E00012518,89.8,0.3,7.8,2.2
E00012519,96.7,1,1.4,1
E00012520,94.9,0,4.1,1
E00012521,81.4,0.5,16.8,1.3
E00012524,95.5,0.5,2.9,1.1
E00012525,95.8,0,4.2,0
E00012526,88.4,0.9,8.8,1.9
E00012527,94.5,0,5.1,0.4
E00012528,88.9,0,8.4,2.6
E00012529,73.8,5.9,17.5,2.8
E00012530,81.8,0.4,15.6,2.2
E00012531,53,10.6,18.8,17.7
E00012532,73,6.1,15.9,5.1
E00012533,80.6,3.7,11.7,4
E00012534,92,0,6.5,1.5
E00012535,83.3,0.8,12.4,3.6
E00012537,89.8,1.9,7.8,0.5
E00012538,96.3,0,2.8,0.9
E00012539,86.3,0.9,12.3,0.5
E00012540,69.5,0,30.1,0.4
E00012542,79,0.3,17.2,3.4
E00012543,90,0,8.7,1.3
E00012544,84.9,1.3,11.2,2.6
E00012545,83.8,0.4,15.4,0.4
E00012546,95.8,0,3.7,0.5
E00012547,88.7,0.8,9.8,0.8
E00012548,86.4,2.6,9.9,1.1
E00012549,83.4,2.8,11.8,1.9
E00012550,68.2,1.4,28.2,2.2
E00012551,71.6,1.3,24.5,2.6
E00012552,82.8,2.7,12.7,1.8
E00012553,82.5,1.9,14,1.6
E00012554,84.9,1.7,12,1.4
E00012555,80.6,2.5,13.8,3.2
E00012556,93.6,0,5.8,0.6
E00012557,78.4,3.8,13.1,4.7
E00012558,90,0,10,0
E00012559,88.4,1.2,9.6,0.9
E00012560,90.9,0.8,5.6,2.7
E00012561,72.8,5.2,19,3
E00012562,89.8,0.3,9,0.9
E00012563,86,7,5.8,1.2
E00012564,18.8,23.9,48.1,9.1
E00012565,44.8,22,24.1,9.1
E00012582,84.9,0,13.8,1.3
E00012583,93.1,0,6.4,0.6
E00012676,85.1,0,12.5,2.4
E00012677,84.8,0,13.9,1.3
E00012678,92.7,1.2,5.6,0.5
E00012679,83,0,15.6,1.4
E00012680,91.3,0.3,6.4,1.9
E00012681,90.1,0,9,0.9
E00012682,95.2,0.5,3.5,0.8
E00012683,92.5,0.2,7.1,0.2
E00012684,88.1,0.4,9.9,1.6
E00012685,91.9,2.2,3.7,2.2
E00012686,95.7,0,3,1.3
E00012687,96,0.2,3.2,0.5
E00012688,78.9,1.8,15.6,3.7
