areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00132009,93.7,6.3
E00132010,87.5,12.5
E00132014,93.5,6.5
E00132015,91.2,8.8
E00132016,91.8,8.2
E00132017,95.5,4.5
E00132018,93.7,6.3
E00132019,96,4
E00132020,96.5,3.5
E00133256,94.2,5.8
E00133258,94.5,5.5
E00133259,93.4,6.6
E00133260,96.4,3.6
E00133261,92.9,7.1
E00133262,95.2,4.8
E00133264,91.1,8.9
E00133265,94.6,5.4
E00133266,97.8,2.2
E00133267,94.4,5.6
E00133268,96.7,3.3
E00133269,93.6,6.4
E00133270,96.3,3.7
E00133271,93,7
E00133272,89.7,10.3
E00133273,95.5,4.5
E00133288,96.4,3.6
E00133289,91.5,8.5
E00133290,97.6,2.4
E00133291,94.1,5.9
E00133292,91.3,8.7
E00133293,90.1,9.9
E00133294,90.2,9.8
E00133305,96.9,3.1
E00133307,95.1,4.9
E00133316,91.5,8.5
E00133326,92.7,7.3
E00133329,93.6,6.4
E00133358,89.1,10.9
E00133359,84.8,15.2
E00133360,94.5,5.5
E00133361,90.1,9.9
E00133362,92.6,7.4
E00133363,88.6,11.4
E00133364,91.6,8.4
E00133365,80.6,19.4
E00133366,93,7
E00133367,88.1,11.9
E00133368,94.7,5.3
E00133369,84.2,15.8
E00133370,92.5,7.5
E00133371,91.5,8.5
E00133372,89.1,10.9
E00133373,92.8,7.2
E00133374,90.9,9.1
E00133376,94.2,5.8
E00133377,42.8,57.2
E00133378,40.9,59.1
E00133379,89.2,10.8
E00133380,88,12
E00133381,83.1,16.9
E00133382,71.7,28.3
E00133383,75.2,24.8
E00133384,56.6,43.4
E00133385,86.4,13.6
E00133386,83.6,16.4
E00133388,75.8,24.2
E00133389,68.8,31.2
E00133390,62.1,37.9
E00133391,68.2,31.8
E00133392,87.2,12.8
E00133393,88.4,11.6
E00133394,72,28
E00133395,75.3,24.7
E00133396,75.3,24.7
E00133397,66.8,33.2
E00133398,67.6,32.4
E00133399,88.9,11.1
E00133400,81.6,18.4
E00133401,57.7,42.3
E00133402,57.9,42.1
E00133403,36.8,63.2
E00133404,55.4,44.6
E00133405,56.4,43.6
E00133406,72.2,27.8
E00133407,48.6,51.4
E00133409,77.1,22.9
E00133410,74.7,25.3
E00133411,75.3,24.7
E00133412,77.6,22.4
E00133413,89.6,10.4
E00133414,82.1,17.9
E00133415,79,21
E00133416,67.3,32.7
E00133417,85.3,14.7
E00133418,76.4,23.6
E00133419,88.4,11.6
E00133420,88.9,11.1
E00133421,62.4,37.6
E00133422,75.9,24.1
E00133423,92.7,7.3
E00133424,76.2,23.8
E00133425,71.1,28.9
E00133426,73.5,26.5
E00133427,83.7,16.3
E00133428,50.5,49.5
E00133429,71.4,28.6
E00133430,66.5,33.5
E00133431,68.6,31.4
E00133432,61.7,38.3
E00133433,70.5,29.5
E00133434,60,40
E00133435,67.5,32.5
E00133436,71.7,28.3
E00133437,51.9,48.1
E00133438,88,12
E00133439,77.9,22.1
E00133440,65,35
E00133441,67.5,32.5
E00133442,86.2,13.8
E00133443,83,17
E00133444,77.4,22.6
E00133446,75.9,24.1
E00133448,90.5,9.5
E00133449,82.6,17.4
E00133450,69,31
E00133451,66.6,33.4
E00133452,80,20
E00133454,62.4,37.6
E00133455,66.1,33.9
E00133456,88.2,11.8
E00133457,97.6,2.4
E00133458,97.9,2.1
E00133459,93.3,6.7
E00133460,90.9,9.1
E00133461,94.7,5.3
E00133462,93.4,6.6
E00133463,90.4,9.6
E00133487,95.6,4.4
E00133488,94,6
E00133489,93.3,6.7
E00133490,93.7,6.3
E00133491,99.7,0.3
E00133492,95.1,4.9
E00133493,92.7,7.3
E00133494,95.5,4.5
E00133495,95.3,4.7
E00133496,95,5
E00133497,93.8,6.2
E00133498,94.4,5.6
E00133499,93.4,6.6
E00133500,92.9,7.1
E00133501,90.2,9.8
E00133502,91.2,8.8
E00133503,92.8,7.2
E00133504,93.8,6.2
E00133505,95.8,4.2
E00133506,93.1,6.9
E00133507,90.1,9.9
E00133508,93.9,6.1
E00133509,95.3,4.7
E00133510,92.3,7.7
E00133511,91,9
E00133512,96.9,3.1
E00133513,94.8,5.2
E00133531,94.4,5.6
E00133534,96.3,3.7
E00133535,95.4,4.6
E00133907,94.2,5.8
E00133908,95.6,4.4
E00133909,91.3,8.7
E00133910,94.8,5.2
E00133913,96.4,3.6
E00133914,94.3,5.7
E00133915,96.8,3.2
E00133918,98.5,1.5
E00133921,94.5,5.5
E00133922,96.2,3.8
E00133923,95.8,4.2
E00169383,61.4,38.6
E00169384,75.3,24.7
E00169385,75.3,24.7
E00169386,79.2,20.8
E00169387,62.4,37.6
E00169388,43,57
E00169390,68.2,31.8
E00169391,64.2,35.8
E00169392,89.5,10.5
E00169393,92.9,7.1
E00169394,92.2,7.8
E00185277,47.8,52.2
E00185295,92.8,7.2
E00185297,58.6,41.4
E00185318,50.4,49.6
E00185320,88.9,11.1
E00185329,61.3,38.7
E00185345,76.3,23.7
E00185353,84.2,15.8
E00185392,85.8,14.2
E00185402,81.3,18.7
E00185438,53,47
E00185449,92.6,7.4
E00185456,80.9,19.1
