areacd,sex-001,sex-002
E00132009,48.3,51.7
E00132010,50.9,49.1
E00132014,47.5,52.5
E00132015,48.6,51.4
E00132016,53.5,46.5
E00132017,50,50
E00132018,51.5,48.5
E00132019,50.4,49.6
E00132020,49.8,50.2
E00133256,49.4,50.6
E00133258,51.3,48.7
E00133259,51.2,48.8
E00133260,49.3,50.7
E00133261,51,49
E00133262,52.4,47.6
E00133264,51.3,48.7
E00133265,52.1,47.9
E00133266,52.5,47.5
E00133267,52.8,47.2
E00133268,51.1,48.9
E00133269,49,51
E00133270,50.6,49.4
E00133271,51.1,48.9
E00133272,55.3,44.7
E00133273,52.7,47.3
E00133288,52,48
E00133289,51.8,48.2
E00133290,50.3,49.7
E00133291,46.3,53.8
E00133292,52.4,47.6
E00133293,53.8,46.2
E00133294,49.1,50.9
E00133305,46.7,53.3
E00133307,50.2,49.8
E00133316,47.1,52.9
E00133326,50.5,49.5
E00133329,51.8,48.2
E00133358,50.6,49.4
E00133359,51,49
E00133360,54.2,45.8
E00133361,46.6,53.4
E00133362,52,48
E00133363,50,50
E00133364,53.4,46.6
E00133365,50.2,49.8
E00133366,52.2,47.8
E00133367,49,51
E00133368,50.5,49.5
E00133369,45.9,54.1
E00133370,54.4,45.6
E00133371,50.4,49.6
E00133372,51.5,48.5
E00133373,53.2,46.8
E00133374,46.3,53.8
E00133376,47.4,52.6
E00133377,44.2,55.8
E00133378,51.6,48.4
E00133379,50.8,49.2
E00133380,50.8,49.2
E00133381,51.4,48.6
E00133382,54.6,45.4
E00133383,50.4,49.6
E00133384,49.2,50.8
E00133385,51.8,48.2
E00133386,55.8,44.2
E00133388,50.1,49.9
E00133389,51,49
E00133390,52.9,47.1
E00133391,54.6,45.4
E00133392,53.9,46.1
E00133393,49.1,50.9
E00133394,50.4,49.6
E00133395,52.6,47.4
E00133396,49,51
E00133397,52.4,47.6
E00133398,50,50
E00133399,51.8,48.2
E00133400,47.3,52.7
E00133401,51.3,48.7
E00133402,50.2,49.8
E00133403,48.1,51.9
E00133404,54.8,45.2
E00133405,51.2,48.8
E00133406,51.9,48.1
E00133407,51.7,48.3
E00133409,50.2,49.8
E00133410,48.8,51.2
E00133411,52.2,47.8
E00133412,48.6,51.4
E00133413,53.3,46.7
E00133414,50.4,49.6
E00133415,52.1,47.9
E00133416,49,51
E00133417,51.1,48.9
E00133418,49.6,50.4
E00133419,51,49
E00133420,53.9,46.1
E00133421,50.6,49.4
E00133422,53.7,46.3
E00133423,50,50
E00133424,56.7,43.3
E00133425,51.5,48.5
E00133426,51.7,48.3
E00133427,48.3,51.7
E00133428,52,48
E00133429,55.8,44.2
E00133430,49,51
E00133431,47.6,52.4
E00133432,48.6,51.4
E00133433,50.4,49.6
E00133434,49.9,50.1
E00133435,49.8,50.2
E00133436,49.2,50.8
E00133437,50,50
E00133438,50,50
E00133439,49.5,50.5
E00133440,48.7,51.3
E00133441,51.3,48.7
E00133442,54,46
E00133443,50.4,49.6
E00133444,47.3,52.7
E00133446,54.9,45.1
E00133448,51.3,48.7
E00133449,57,43
E00133450,49.7,50.3
E00133451,50.7,49.3
E00133452,51.8,48.2
E00133454,47.4,52.6
E00133455,52.5,47.5
E00133456,54.6,45.4
E00133457,52,48
E00133458,51.7,48.3
E00133459,48.7,51.3
E00133460,52.9,47.1
E00133461,48.6,51.4
E00133462,48.9,51.1
E00133463,52.8,47.3
E00133487,53.2,46.8
E00133488,50.2,49.8
E00133489,50,50
E00133490,49.6,50.4
E00133491,48.5,51.5
E00133492,51.4,48.6
E00133493,54.2,45.8
E00133494,52.3,47.7
E00133495,50.8,49.2
E00133496,52,48
E00133497,48.6,51.4
E00133498,48.8,51.2
E00133499,54.2,45.8
E00133500,51.2,48.8
E00133501,50.6,49.4
E00133502,50.7,49.3
E00133503,51.4,48.6
E00133504,49.2,50.8
E00133505,50.2,49.8
E00133506,48.2,51.8
E00133507,50.6,49.4
E00133508,48.8,51.2
E00133509,50,50
E00133510,51.3,48.7
E00133511,51.6,48.4
E00133512,50.4,49.6
E00133513,48.2,51.8
E00133531,49.2,50.8
E00133534,46.8,53.2
E00133535,48.9,51.1
E00133907,53.8,46.2
E00133908,52,48
E00133909,54.8,45.2
E00133910,48.2,51.8
E00133913,51.5,48.5
E00133914,52.8,47.2
E00133915,51.6,48.4
E00133918,48.9,51.1
E00133921,51.9,48.1
E00133922,51.4,48.6
E00133923,51.9,48.1
E00169383,47.8,52.2
E00169384,52.6,47.4
E00169385,51.6,48.4
E00169386,44.7,55.3
E00169387,47.7,52.3
E00169388,52,48
E00169390,54.9,45.1
E00169391,53.5,46.5
E00169392,52.8,47.2
E00169393,52,48
E00169394,48.4,51.6
E00185277,50.3,49.7
E00185295,53.4,46.6
E00185297,46.8,53.2
E00185318,51.9,48.1
E00185320,48.6,51.4
E00185329,52,48
E00185345,53.1,46.9
E00185353,49.5,50.5
E00185392,49.5,50.5
E00185402,51.1,48.9
E00185438,53.3,46.7
E00185449,52.3,47.7
E00185456,52.9,47.1
