areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00132009,95,0,5,0
E00132010,91,0,6.3,2.7
E00132014,91.8,0,8.2,0
E00132015,91.2,0,8.8,0
E00132016,92,0.2,7.7,0.2
E00132017,92.9,0.2,6.9,0
E00132018,93.2,0,6.8,0
E00132019,95.9,0.5,3.2,0.5
E00132020,95.7,0,4.1,0.2
E00133256,95.8,0,4.2,0
E00133258,93.9,0,6.1,0
E00133259,92.2,0.3,6.7,0.8
E00133260,97.5,0,2.5,0
E00133261,87.8,0,12,0.2
E00133262,93.8,0,6.3,0
E00133264,86.3,0.3,13.4,0
E00133265,92.3,0,7.5,0.2
E00133266,94.2,0.3,5.6,0
E00133267,92.5,0,6.6,0.9
E00133268,94.1,0,5.9,0
E00133269,91,0,8.7,0.2
E00133270,92.1,0.4,7.4,0
E00133271,91.7,0,7.9,0.4
E00133272,93.8,0,6.3,0
E00133273,91.9,0,8.1,0
E00133288,96.4,0,3.6,0
E00133289,85.4,0,14.6,0
E00133290,89.8,1.2,9,0
E00133291,94.3,0,5.7,0
E00133292,91.7,0,7.3,1
E00133293,81.5,0,18.5,0
E00133294,94.2,0.3,5.2,0.3
E00133305,88.9,0,9.7,1.3
E00133307,91.6,0,8,0.4
E00133316,95,0,4.8,0.2
E00133326,91.1,0,8.4,0.5
E00133329,88.7,0,11.3,0
E00133358,89.6,0,10.4,0
E00133359,88.8,0.3,10.6,0.3
E00133360,93.8,0,6.2,0
E00133361,94.6,0,4.5,1
E00133362,93.3,1,5.7,0
E00133363,87.5,0.3,12.2,0
E00133364,93,0,7,0
E00133365,85.8,0.7,12,1.5
E00133366,91.7,0.3,8,0
E00133367,90.7,0.4,8.9,0
E00133368,96.5,0,3.5,0
E00133369,89.7,0,8.2,2.1
E00133370,91.9,0,8.1,0
E00133371,97,0,3,0
E00133372,96.7,0,3.3,0
E00133373,90.9,0,9.1,0
E00133374,96.2,0,3.5,0.3
E00133376,90.3,0,9.7,0
E00133377,78,0.2,16.9,4.8
E00133378,81.4,0.4,17.5,0.7
E00133379,91.6,0.3,8,0
E00133380,88.4,0.9,10.6,0
E00133381,92.6,0,7.1,0.3
