geography_code,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00091014,91,0,8.6,0.4
E00091123,86.1,0,11,2.9
E00091124,90.6,0,9.4,0
E00091125,90.6,0,8.6,0.8
E00091126,78.5,0,19.3,2.2
E00091127,82.9,0,15.6,1.5
E00091128,84.8,0.8,14.4,0
E00091129,86.6,0,10.9,2.4
E00091136,88.8,0,10.4,0.8
E00091137,94.2,0,5.2,0.6
E00091138,88.5,0,11.2,0.3
E00091139,96.5,0,3.5,0
E00091140,92,0,8,0
E00091141,88.6,0.9,10.5,0
E00091142,90.3,0,9.7,0
E00091143,92.5,0,7.1,0.4
E00091144,88.6,0.5,9.8,1.1
E00091145,89.8,0,10,0.2
E00091146,89.6,0,10.1,0.3
E00091147,93.3,0,5.5,1.2
E00091148,92.1,0.4,7.6,0
E00091149,93.9,0,6.1,0
E00091150,91.2,0.3,8.6,0
E00091151,90.1,0,9.9,0
E00091152,93.6,0,6.4,0
E00091153,92.4,0,7.4,0.2
E00091154,93.3,0,6.4,0.3
E00091155,91.6,1.3,6.9,0.2
E00091156,91.7,0,8.3,0
E00091157,93,0.2,5.8,1
E00091158,91.7,0.8,7.5,0
E00091159,94.6,0,5.1,0.3
E00091160,86.3,0,13,0.7
E00091161,91.4,0,8.6,0
E00091162,88,0,11.6,0.4
E00091163,89.2,0,9.3,1.5
E00091164,86.9,0,12.1,1
E00091165,90.3,0,9,0.6
E00091166,95.5,0,3.6,0.9
E00091167,90,0,7.4,2.6
E00091168,92.2,0.6,6.9,0.3
E00091169,90.5,0.3,8.3,0.9
E00091170,94.5,0,5.1,0.4
E00091171,90.6,0,9.4,0
E00091172,87.2,0.2,11.1,1.5
E00091178,91,0.3,8.7,0
E00091179,87.9,0,11.7,0.4
E00091180,87.1,0,12.2,0.7
E00091181,90,0,9.3,0.6
E00091182,90.8,0,8.2,1
E00091183,92.4,0,7.1,0.5
E00091184,93,0,6.3,0.6
E00091193,90.1,0,9.2,0.8
E00091194,92.3,0,7.4,0.3
E00091199,92.6,0,7.4,0
E00091200,86.3,0,13.3,0.4
E00091201,87.2,0,10.3,2.5
E00091202,89.3,0,10.7,0
E00091203,88.4,0,10.8,0.7
E00091204,81.8,0,17,1.1
E00091205,90.7,0.7,8.6,0
E00091206,84.6,0,15.4,0
E00091207,93.3,0,6.7,0
E00091208,92.5,0,7.5,0
E00091209,86.6,0.3,12.7,0.3
E00091210,93.3,0,6.7,0
E00091211,89.4,0,10.2,0.4
E00091212,90.2,0,9.8,0
E00091213,83.6,0,16.4,0
E00091214,92.1,0,7.9,0
E00091215,91,0,8.7,0.3
E00091216,90.4,0,9.6,0
E00091217,92.8,0,7.2,0
E00091218,90,0,10,0
E00091219,95.3,0,4.7,0
E00091220,85.3,0,14.7,0
E00091221,93.4,0,6.6,0
E00091223,85.2,0,13.9,0.9
E00091224,91.7,0,8,0.3
E00091225,94.5,0.5,4.9,0
E00091226,86.5,0.3,12.8,0.3
E00091228,95.4,0,4.6,0
E00091229,93.3,0,6.3,0.4
